"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"5102629","2021-09-10T06:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T06:00:00","20.26","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T07:00:00","28.24","-122.18",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T07:00:00","28.74","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T07:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T07:00:00","20.27","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T08:00:00","28.24","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T08:00:00","28.74","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T08:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T08:00:00","20.28","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-10T09:00:00","22.62","-120.78",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-10T09:00:00","28.74","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T09:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T09:00:00","20.29","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T09:01:00","28.24","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-10T10:00:00","28.24","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T10:00:00","28.73","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T10:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T10:00:00","20.30","-128.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-10T12:00:00","22.62","-120.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-10T12:00:00","28.73","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T12:00:00","22.35","-127.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"A8SI6","2021-09-10T12:00:00","29.10","-120.50",,,"1","6","2","5","3","4","1",,"320","4","67","1","98","2","2","10136","5","10","8","190",,"138","92","1","200","6","6","8","5","A","A",,"4","1",,,,"237","90","798","172","5","1","2","1","111112","111111111111A1",,"5",,"2",,
"4602715","2021-09-10T12:01:00","28.24","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-10T13:00:00","28.23","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T13:00:00","28.73","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T13:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T13:00:00","20.33","-128.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T14:00:00","28.23","-122.19",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T14:00:00","28.73","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T14:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T14:00:00","20.34","-128.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-10T15:00:00","22.61","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T15:00:00","28.23","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T15:00:00","28.73","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T15:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T15:00:00","20.35","-128.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-10T16:00:00","28.73","-123.28",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T16:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T16:00:00","20.36","-128.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T16:02:00","28.23","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-10T17:00:00","28.22","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","210",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T17:00:00","28.73","-123.28",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T17:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T17:00:00","20.37","-128.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"C6FM8","2021-09-10T17:00:00","26.40","-125.64",,,"1","5","2","5","6","1","1",,,,,,,,,"10162","7","1",,,,,,,,,,"A",,"A","A",,,,,,,"237","65","798","172","5","0",,"2","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,
"4602710","2021-09-10T18:00:00","22.61","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T18:00:00","28.22","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T18:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T18:00:00","20.38","-128.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"S6FM8","2021-09-10T18:00:00","28.90","-120.30",,,"1","6","2","5","3","3","1",,"350","4","51","1","97","3","1","10165","0","0","8","220",,"200","189","1","210","7","7","7","5","7","7",,"2","1","35","2","1","237","80","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,
"4602718","2021-09-10T18:03:00","28.74","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-10T19:00:00","28.22","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T19:00:00","28.74","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T19:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T19:00:00","20.38","-128.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-10T20:00:00","28.75","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T20:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T20:00:00","20.39","-128.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T20:01:00","28.21","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602710","2021-09-10T21:00:00","22.61","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T21:00:00","28.21","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T21:00:00","28.75","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T21:00:00","22.32","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T21:00:00","20.40","-128.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T22:00:00","28.20","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-10T22:00:00","28.74","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T22:00:00","22.31","-127.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T22:00:00","20.41","-128.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-10T23:00:00","28.20","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-10T23:00:00","22.31","-127.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-10T23:00:00","20.41","-128.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-10T23:01:00","28.74","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602710","2021-09-11T00:00:00","22.59","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"237","20","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T00:00:00","28.19","-122.20",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T00:00:00","28.73","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T00:00:00","22.30","-127.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T00:00:00","20.41","-128.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5102629","2021-09-11T01:00:00","22.30","-127.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T01:00:00","20.41","-128.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T01:01:00","28.19","-122.21",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T01:02:00","28.73","-123.25",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","208",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602715","2021-09-11T02:00:00","28.18","-122.21",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T02:00:00","28.73","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T02:00:00","22.30","-127.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T02:00:00","20.41","-128.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602710","2021-09-11T03:00:00","22.57","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T03:00:00","28.18","-122.21",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T03:00:00","28.72","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T03:00:00","22.29","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T03:00:00","20.41","-128.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602718","2021-09-11T04:00:00","28.72","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T04:00:00","22.29","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","236",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T04:00:00","20.41","-128.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T04:01:00","28.18","-122.22",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T05:00:00","28.72","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T05:00:00","22.29","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T05:00:00","20.41","-128.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T05:02:00","28.17","-122.22",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602710","2021-09-11T06:00:00","22.55","-120.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,,"237","20","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T06:00:00","28.17","-122.23",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","212",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T06:00:00","28.72","-123.26",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5102629","2021-09-11T06:00:00","22.29","-127.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5301550","2021-09-11T06:00:00","20.42","-128.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"237","8","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602715","2021-09-11T07:00:00","28.17","-122.23",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","211",,,,,,,,,,,,,"237","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602718","2021-09-11T07:00:00","28.72","-123.27",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","207",,,,,,,,,,,,,"237","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
