"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"6203636","2021-09-05T02:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10151",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"9HA4455","2021-09-05T02:00:00","25.40","-79.20",,,"1","6","2","5","9","0","1",,"220","4","36","1","97","2",,"10170",,,"8","270",,"250","243","1","290",,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","111111","1111A111118AAA",,"5",,,,,,,,,,,,,
"9HXD9","2021-09-05T02:00:00","24.10","-79.30",,,"1","6","2","5","8","4","1",,"260","4","21","1","99",,"1","10140",,,"8","290",,,"221","7","310","5",,"7","4","8","4",,"3","3",,,,"242","49","798","172","5","1","2","1","111111","111A111A1111AA",,"5",,"1",,,,,,,,,,,
"A8ZV7","2021-09-05T02:00:00","25.60","-76.50",,,"1","5","2","5","7","3","1",,"200",,"26","1","98","0","0","10156","1","17","8","265",,,,,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","0",,"1","F1111F","1111111AAA8AA1",,"5",,"0",,,,,,,,,,,
"C6DF6","2021-09-05T02:00:00","25.20","-80.00",,,"1","5","2","5","4","2","1",,,,,,,,,"10150","3","10","8","283",,"263","255",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FM8","2021-09-05T02:00:00","26.00","-78.30",,,"1","5","2","5","1","1","1",,,,,,,,,"10146","2","15",,,,,,,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FV9","2021-09-05T02:00:00","25.20","-77.30",,,"1","6","2","5","8","2","1",,"250","4","15","1","98",,,"10134","3","10","8","260",,,,"1","310",,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","11111F","111AA11AA18AA1",,"5",,,,,,,,,,,,,
"EUMDE24","2021-09-05T02:00:00","22.42","-72.09",,,"1","5","2","5","1","4","1",,"100",,"88",,,,,"10155","2","24","8","289",,,"264",,,,,,,,,,,,,,,"242","22","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"KPDL","2021-09-05T02:00:00","25.10","-74.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10136","3","18","8","283",,"248","234",,,,,"A",,"A","A",,,,,,,"242","54","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"OUJK2","2021-09-05T02:00:00","25.70","-74.50",,,"1","4","0","0","8","3","1","0","240","4","72",,"98","3","1","10190",,,"0","290","0","250","232","1","280","4","2","2","5","4","4",,"2","2","38","4","2","242","54","992","114","5","1","2","1","111111","1111111111111A",,,"1","1",,,,,,,,,,,"4"
"SPGF1","2021-09-05T02:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","220","4","31",,,,,"10147","2","10",,"288",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"4100010","2021-09-05T02:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","316",,"9",,,,,"10142",,,"8","285",,,"236","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T02:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","192",,"53",,,,,"10148",,,"8","268",,,"234","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"KPDL","2021-09-05T02:13:00","25.07","-74.05",,,"1","5","2","5","9",,"1","5","204",,"21",,,,,"10150",,,"8","277",,,,,,,,,,,,,,,,,,"242","54","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T02:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","269",,"8",,,,,"10142",,,"8","285",,,"236","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T02:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","196",,"53",,,,,"10150",,,"8","269",,,"236","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"KPDL","2021-09-05T02:22:00","25.03","-74.01",,,"1","5","2","5","9",,"1","5","182",,"15",,,,,"10160",,,"8","277",,,,,,,,,,,,,,,,,,"242","54","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"KPDL","2021-09-05T02:27:00","25.02","-73.99",,,"1","5","2","5","9",,"1","5","197",,"10",,,,,"10150",,,,,,,,,,,,,,,,,,,,,,"242","53","798","172","5","0",,"1","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T02:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","351",,"8",,,,,"10143",,,"8","285",,,"238","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T02:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","198",,"57",,,,,"10151",,,"8","270",,,"235","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"KPDL","2021-09-05T02:36:00","24.99","-73.95",,,"1","5","2","5","9",,"1","5","182",,"10",,,,,"10150",,,,,,,,,,,,,,,,,,,,,,"242","43","798","172","5","0",,"1","FF111F","11AAA1AAAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T02:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","99",,"10",,,,,"10143",,,"8","285",,,"237","9","296",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T02:40:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","201",,"57",,,,,"10151",,,"8","271",,,"234","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T02:50:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","72",,"9",,,,,"10141",,,"8","285",,,"235","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T02:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","200","1","50",,,,,"10152",,,,"272",,,"234","1","292",,,,,,,,"4","1","12","10","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"4102528","2021-09-05T02:58:00","25.32","-72.88",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","52","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"4102530","2021-09-05T02:59:00","26.73","-76.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","66","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"1301578","2021-09-05T03:00:00","25.58","-71.67",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-05T03:00:00","24.04","-72.57",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","298",,,,,,,,,,,,,"242","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-05T03:00:00","28.53","-71.51",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","289",,,,,,,,,,,,,"242","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3EBL5","2021-09-05T03:00:00","25.80","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10142","0","16","8","266",,"244","235",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T03:00:00","28.90","-78.50",,,"1","4",,"0",,,"11","0","361","1","0",,,,,"10143","1","13",,"285",,,"236","1","299",,,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4100047","2021-09-05T03:00:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","180","1","60",,,,,"10154","3","13",,"272",,,"237","1","292",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4101570","2021-09-05T03:00:00","29.42","-79.09",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","297",,,,,,,,,,,,,"242","99","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4101669","2021-09-05T03:00:00","21.45","-71.13",,,"1","3","2","5",,,"11",,,,,,,,,"10161",,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4101855","2021-09-05T03:00:00","28.45","-70.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"242","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4102527","2021-09-05T03:00:00","29.21","-75.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"242","95","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-05T03:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10152",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-05T03:00:00","28.54","-71.30",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-05T03:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10153",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-05T03:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10157",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"9HA4455","2021-09-05T03:00:00","25.40","-79.20",,,"1","6","2","5","9","0","1",,"220","4","57","1","97","2",,"10170","4","0","8","270",,"250","243","1","290",,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","111111","1111A111118AA1",,"5",,,,,,,,,,,,,
"C6FM8","2021-09-05T03:00:00","26.00","-78.20",,,"1","5","2","5","1","1","1",,,,,,,,,"10150","2","11",,,,,,,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FN5","2021-09-05T03:00:00","25.60","-76.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10153","3","13","8","284",,"260","252",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"D5DS2","2021-09-05T03:00:00","20.40","-72.20",,,"1","5","2","5","2","3","1",,,,,,,,,"10163","3","21","8","283",,"244","228",,,,,"A",,"A","A",,,,,,,"242","2","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"EUMDE24","2021-09-05T03:00:00","22.65","-71.85",,,"1","5","2","5","1","4","1",,"110",,"84",,,,,"10163","2","28","8","288",,,"261",,,,,,,,,,,,,,,"242","21","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"H3WI","2021-09-05T03:00:00","24.10","-79.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10155","1","16","8","281",,"256","247",,,,,"A",,"A","A",,,,,,,"242","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"J8QY2","2021-09-05T03:00:00","23.70","-74.60",,,"1","6","2","5","3","3","1",,"90","4","26","1","97",,"1","10151","1","17","8","283",,"277","275","1","260",,,"A",,"A","A",,"2","1",,,,"242","34","798","172","5","1","2","1","211111","111A11111181A1",,"5",,"1",,,,,,,,,,,
"KPDL","2021-09-05T03:00:00","24.90","-73.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10141","1","16","8","282",,"252","240",,,,,"A",,"A","A",,,,,,,"242","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-05T03:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","240","4","41",,,,,"10152","1","13",,"288",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"WTOI","2021-09-05T03:00:00","22.00","-70.30",,,"1","5","2","5","7","5","1",,,,,,,,,"10165","0","14","8","275",,"249","239",,,,,"A",,"A","A",,,,,,,"242","20","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"ZCDG8","2021-09-05T03:00:00","25.70","-78.30",,,"1","4","0","0","0","0","1","0","320","3","57",,"98","80","8","10156","0",,"0","280","0","250","237","1","310","7","7","7","5","A","A",,,,"0",,,"242","58","992","114","5","1","2","1","111111","11111111111A37",,,"1","8","0",,,,,,,,,,"4"
"4100010","2021-09-05T03:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","175",,"9",,,,,"10143",,,"8","284",,,"236","9","297",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T03:10:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"180",,"55",,,,,"10154",,,"8","271",,,"239","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T03:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","187",,"9",,,,,"10144",,,"8","285",,,"238","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T03:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","181",,"52",,,,,"10154",,,"8","270",,,"239","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T03:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","132",,"10",,,,,"10144",,,"8","285",,,"239","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T03:30:00","27.46","-71.47",,,"1","5","2","5",,,"11",,"180",,"50",,,,,"10154",,,"8","269",,,"239","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T03:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","143",,"10",,,,,"10144",,,"8","285",,,"240","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T03:40:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","178",,"49",,,,,"10155",,,"8","269",,,"239","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T03:50:00","28.88","-78.48",,,"1","4","2","5",,,"11","5","143",,"10",,,,,"10145",,,"8","284",,,"240",,,,,,,,,,,,,,,"242","88","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T03:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","180","1","50",,,,,"10154",,,,"270",,,"240","1","292",,,,,,,,"4","1","2","9","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
"1301578","2021-09-05T04:00:00","25.59","-71.67",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"242","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1701631","2021-09-05T04:00:00","24.04","-72.57",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","298",,,,,,,,,,,,,"242","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1701634","2021-09-05T04:00:00","28.53","-71.51",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","289",,,,,,,,,,,,,"242","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"3EBL5","2021-09-05T04:00:00","25.80","-78.40",,,"1","5","2","5","9","0","1",,,,,,,,,"10141","0","11","8","267",,"246","238",,,,,"A",,"A","A",,,,,,,"242","58","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"3FPQ9","2021-09-05T04:00:00","27.90","-80.00",,,"1","5","2","5","3","2","1",,,,,,,,,"10150","0","15","8","257",,"257","257",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T04:00:00","28.90","-78.50",,,"1","4",,"0",,,"11","0","361","1","0",,,,,"10146","1","12",,"284",,,"240","1","298",,,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4100047","2021-09-05T04:00:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","190","1","50",,,,,"10154","1","12",,"271",,,"239","1","292",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,,,"4"
"4101570","2021-09-05T04:00:00","29.43","-79.08",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","297",,,,,,,,,,,,,"242","99","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4101669","2021-09-05T04:00:00","21.45","-71.13",,,"1","3","2","5",,,"11",,,,,,,,,"10160",,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401556","2021-09-05T04:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10153",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"4401562","2021-09-05T04:00:00","28.54","-71.29",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","288",,,,,,,,,,,,,"242","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"6202646","2021-09-05T04:00:00","21.17","-73.03",,,"1","3","2","5",,,"11",,,,,,,,,"10152",,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"6203636","2021-09-05T04:00:00","23.18","-75.08",,,"1","3","2","5",,,"11",,,,,,,,,"10155",,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,,,
"C6EJ5","2021-09-05T04:00:00","24.50","-79.40",,,"1","6","2","5","8","4","1",,"280","4","51","1","98",,,"10220",,,"8","280",,,,"1","300",,,"A",,"A","A",,,,,,,"242","49","798","172","5","1","2","1","11113F","111AA11AA18AAA",,"5",,,,,,,,,,,,,
"C6FM8","2021-09-05T04:00:00","26.10","-78.20",,,"1","5","2","5","1","1","1",,,,,,,,,"10151","2","10",,,,,,,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,,,,,
"C6FN5","2021-09-05T04:00:00","25.80","-76.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10154","1","10","8","283",,"262","255",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"C6FV9","2021-09-05T04:00:00","25.40","-77.40",,,"1","6","2","5","8","2","1",,"210","4","46","1","98","0","2","10138","0","9","8","270",,,,"1","300",,,"A",,"A","A",,,,,,,"242","57","798","172","5","1","2","1","11111F","1111111AA18AA1",,"5",,"2",,,,,,,,,,,
"EUMDE24","2021-09-05T04:00:00","22.87","-71.60",,,"1","5","2","5","1","4","1","5","105",,"85",,,,,"10161","2","17","8","288",,,"261",,,,,,,,,,,,,,,"242","21","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"H3WI","2021-09-05T04:00:00","23.80","-79.30",,,"1","5","2","5","4","4","1",,,,,,,,,"10154","0","8","8","282",,"265","259",,,,,"A",,"A","A",,,,,,,"242","39","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"KPDL","2021-09-05T04:00:00","24.60","-73.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10143","0","8","8","283",,"255","245",,,,,"A",,"A","A",,,,,,,"242","43","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"SPGF1","2021-09-05T04:00:00","26.70","-78.99",,,"1","4","2","5",,,"5","0","220","4","41",,,,,"10153","2","8",,"284",,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,,,,,"4"
"WKPM","2021-09-05T04:00:00","24.80","-80.00",,,"1","5","2","5","2","5","1",,,,,,,,,"10158","1","14","8","284",,"240","222",,,,,"A",,"A","A",,,,,,,"241","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WTOI","2021-09-05T04:00:00","22.30","-70.60",,,"1","5","2","5","7","5","1",,,,,,,,,"10164","0","8","8","275",,"250","241",,,,,"A",,"A","A",,,,,,,"242","20","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T04:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","122",,"14",,,,,"10145",,,"8","285",,,"241","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T04:10:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","187",,"51",,,,,"10154",,,"8","272",,,"240","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T04:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","84",,"27",,,,,"10145",,,"8","285",,,"246","9","299",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T04:20:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","187",,"52",,,,,"10154",,,"8","272",,,"240","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T04:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","87",,"50",,,,,"10145",,,"8","283",,,"252","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T04:30:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","186",,"50",,,,,"10153",,,"8","272",,,"241","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"KPDL","2021-09-05T04:34:00","24.55","-73.39",,,"1","5","2","5","9",,"1","5","191",,"108",,,,,"10150",,,"8","254",,,,,,,,,,,,,,,,,,"242","43","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,,,,,
"4100010","2021-09-05T04:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","87",,"43",,,,,"10146",,,"8","280",,,"252","9","298",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T04:40:00","27.46","-71.47",,,"1","5","2","5",,,"11","5","186",,"50",,,,,"10152",,,"8","272",,,"241","9","292",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,,,,,
"4100010","2021-09-05T04:50:00","28.88","-78.48",,,"1","4","2","5",,,"11","5","86",,"41",,,,,"10145",,,"8","280",,,"252",,,,,,,,,,,,,,,"242","88","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,
"4100047","2021-09-05T04:50:00","27.50","-71.50",,,"1","4",,"0",,,"11","0","190","1","50",,,,,"10151",,,,"273",,,"242","1","292",,,,,,,,"4","1","11","10","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,,,"4"
