"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4601721","2021-09-05T01:00:00","24.79","-146.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T01:00:00","29.55","-148.87",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T01:00:00","25.12","-147.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5102803","2021-09-05T01:04:00","28.92","-148.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T02:00:00","29.62","-141.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T02:00:00","29.80","-147.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T02:00:00","28.02","-147.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T02:00:00","24.79","-146.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T02:00:00","29.54","-148.87",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T02:00:00","25.12","-147.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5102803","2021-09-05T02:00:00","28.93","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T03:00:00","29.61","-141.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T03:00:00","29.79","-147.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T03:00:00","28.02","-147.26",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T03:00:00","24.79","-146.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T03:00:00","29.54","-148.88",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T03:00:00","25.12","-147.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T04:00:00","29.60","-141.02",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T04:00:00","29.79","-147.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T04:00:00","28.02","-147.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T04:00:00","24.79","-146.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T04:00:00","29.53","-148.89",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","247",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T04:00:00","25.12","-147.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T05:00:00","29.60","-141.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T05:00:00","29.80","-147.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T05:00:00","28.02","-147.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T05:00:00","24.79","-146.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T05:00:00","29.53","-148.89",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T05:00:00","25.13","-147.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T06:00:00","29.59","-141.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T06:00:00","29.80","-147.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T06:00:00","28.01","-147.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T06:00:00","24.80","-146.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T06:00:00","29.53","-148.90",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T06:00:00","25.13","-147.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"WSRL","2021-09-05T06:00:00","27.00","-148.20",,,"1","6","2","5","1","4","1",,"90","4","93","1","97","2","1","10204","2","4","8","233",,"200","181","1","256","5","3","7","2","7","A","7","2","8","9","4","235","78","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,
"5102803","2021-09-05T06:04:00","28.93","-148.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T07:00:00","29.59","-141.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T07:00:00","29.80","-147.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T07:00:00","28.01","-147.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T07:00:00","24.80","-146.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T07:00:00","29.53","-148.91",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T07:00:00","25.13","-147.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T08:00:00","29.59","-141.08",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T08:00:00","28.00","-147.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T08:00:00","24.80","-146.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T08:00:00","29.53","-148.91",,,"1","4","2","5",,,"11",,,,,,,,,"10222",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2101604","2021-09-05T09:00:00","29.58","-141.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T09:00:00","29.80","-147.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T09:00:00","28.00","-147.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T09:00:00","24.80","-146.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T09:00:00","29.52","-148.92",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T09:00:00","25.13","-147.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T10:00:00","29.58","-141.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T10:00:00","29.80","-147.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T10:00:00","28.00","-147.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T10:00:00","24.79","-146.90",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T10:00:00","29.52","-148.94",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T10:00:00","25.13","-147.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T11:00:00","29.80","-147.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T11:00:00","27.99","-147.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T11:00:00","24.79","-146.91",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T11:00:00","29.52","-148.95",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T11:00:00","25.13","-147.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T12:00:00","29.57","-141.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T12:00:00","29.79","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T12:00:00","27.99","-147.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T12:00:00","24.79","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T12:00:00","29.52","-148.95",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T12:00:00","25.13","-147.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T13:00:00","29.57","-141.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T13:00:00","29.79","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T13:00:00","27.99","-147.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T13:00:00","24.79","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T13:00:00","29.51","-148.96",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T13:00:00","25.13","-147.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T14:00:00","29.57","-141.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T14:00:00","29.79","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T14:00:00","27.99","-147.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T14:00:00","24.79","-146.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T14:00:00","29.52","-148.97",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T14:00:00","25.13","-147.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T15:00:00","29.56","-141.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T15:00:00","29.79","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T15:00:00","27.99","-147.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T15:00:00","24.79","-146.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T15:00:00","29.52","-148.98",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T15:00:00","25.13","-147.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T16:00:00","29.56","-141.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T16:00:00","29.79","-147.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T16:00:00","28.00","-147.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T16:00:00","24.79","-146.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","246",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T16:00:00","29.52","-148.99",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T16:00:00","25.13","-147.96",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T17:00:00","29.56","-141.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T17:00:00","29.79","-147.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T17:00:00","28.01","-147.44",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T17:00:00","24.80","-146.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T17:00:00","29.52","-148.99",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","246",,,,,,,,,,,,"235","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T17:00:00","25.13","-147.97",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101604","2021-09-05T18:00:00","29.56","-141.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,"235","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2101613","2021-09-05T18:00:00","29.79","-147.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"3201757","2021-09-05T18:00:00","28.01","-147.45",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"235","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601721","2021-09-05T18:00:00","24.80","-146.94",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","46","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4601778","2021-09-05T18:00:00","29.53","-149.00",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","246",,,,,,,,,,,,"235","99","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5102593","2021-09-05T18:00:00","25.13","-147.97",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"235","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"WSRL","2021-09-05T18:00:00","29.00","-144.60",,,"1","6","2","5","1","4","1",,"80","4","62","1","97","25","1","10223","2","10","8","206",,"200","197","1","239","6","4","7","2","7","A","7","1",,,,"235","94","798","172","5","1","2","2","111111","111111111111A1",,"5",,"1",,,
