"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","IND_FOR_PRECIP"
"OOUH1","2021-09-09T07:00:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","90","4","10",,,,,"10190","2","15","0","259",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"WDI3177","2021-09-09T07:00:00","21.30","-157.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10180","1","18","8","249",,"217",,"202",,,,,"A",,"A","A",,,,,,,"234","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,
"5102752","2021-09-09T07:01:00","29.20","-152.23",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,,,"9","249",,,,,,,,,,,,,"234","92","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"KDBG","2021-09-09T07:03:00","28.04","-151.23",,,"1","5","2","5","9",,"1","5","63",,"82",,,,,"10190",,,"8","230",,,,,,,,,,,,,,,,,,,"234","81","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"4601829","2021-09-09T07:04:00","26.25","-152.06",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,,"9","256",,,,,,,,,,,,,"234","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"KDBG","2021-09-09T07:06:00","28.03","-151.25",,,"1","5","2","5","9",,"1","5","62",,"72",,,,,"10190",,,"8","230",,,,,,,,,,,,,,,,,,,"234","81","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"KLIH1","2021-09-09T07:06:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","46",,,,,"10188",,,"0","252",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:06:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","240","4","26",,,,,"10174",,,"0","269",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:06:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10191",,,,"259",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:06:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","51",,,,,"10195",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:06:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","21",,,,,"10192",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KDBG","2021-09-09T07:09:00","28.02","-151.26",,,"1","5","2","5","9",,"1","5","72",,"62",,,,,"10180",,,"8","230",,,,,,,,,,,,,,,,,,,"234","81","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"5100000","2021-09-09T07:10:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","45",,"50",,,,,"10194",,,"8","246",,,,"201","9","256",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KDBG","2021-09-09T07:12:00","28.00","-151.27",,,"1","5","2","5","9",,"1","5","65",,"72",,,,,"10180",,,"8","230",,,,,,,,,,,,,,,,,,,"234","81","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"KLIH1","2021-09-09T07:12:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","41",,,,,"10189",,,"0","252",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:12:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","240","4","21",,,,,"10175",,,"0","270",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:12:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","31",,,,,"10192",,,,"258",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:12:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","62",,,,,"10196",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:12:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","60","4","5",,,,,"10192",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-09T07:18:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","31",,,,,"10190",,,"0","251",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:18:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","240","4","26",,,,,"10175",,,"0","269",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:18:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","70","4","46",,,,,"10192",,,,"258",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:18:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","50","4","72",,,,,"10197",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:18:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","10",,,,,"10192",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-09T07:20:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","48",,"52",,,,,"10195",,,"8","246",,,,"202","9","256",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KDBG","2021-09-09T07:21:00","27.96","-151.32",,,"1","5","2","5","9",,"1","5","77",,"82",,,,,"10190",,,"8","230",,,,,,,,,,,,,,,,,,,"234","71","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"KLIH1","2021-09-09T07:24:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","70","4","41",,,,,"10191",,,"0","249",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:24:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","240","4","31",,,,,"10176",,,"0","268",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:24:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","80","4","46",,,,,"10192",,,,"258",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:24:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10197",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:24:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","70","4","15",,,,,"10193",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100205","2021-09-09T07:26:00","21.02","-156.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","259",,,,,,,,,,,,,"234","16","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100207","2021-09-09T07:26:00","21.48","-157.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100208","2021-09-09T07:26:00","22.28","-159.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,,"234","29","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100212","2021-09-09T07:26:00","21.30","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","267",,,,,,,,"7","2","18","14","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100201","2021-09-09T07:27:00","21.67","-158.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,,"234","18","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100000","2021-09-09T07:30:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","51",,"49",,,,,"10196",,,"8","245",,,,"200","9","256",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"5100211","2021-09-09T07:30:00","21.30","-158.00",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","265",,,,,,,,"8","1","16","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"KLIH1","2021-09-09T07:30:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","36",,,,,"10191",,,"0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:30:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","250","4","26",,,,,"10176",,,"0","268",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:30:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10193",,,,"257",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:30:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10198",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:30:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","50","4","5",,,,,"10193",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-09T07:36:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","36",,,,,"10192",,,"0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:36:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","250","4","26",,,,,"10177",,,"0","267",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11311F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:36:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10194",,,,"257",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:36:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","72",,,,,"10197",,,,"254",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:36:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","90","4","10",,,,,"10193",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KDBG","2021-09-09T07:39:00","27.88","-151.40",,,"1","5","2","5","9",,"1","5","76",,"57",,,,,"10160",,,"8","230",,,,,,,,,,,,,,,,,,,"234","71","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"5100000","2021-09-09T07:40:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","46",,"49",,,,,"10196",,,"8","245",,,,"200","9","256",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"KLIH1","2021-09-09T07:42:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","80","4","36",,,,,"10192",,,"0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:42:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","270","4","21",,,,,"10177",,,"0","268",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:42:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","31",,,,,"10194",,,,"258",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:42:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","67",,,,,"10198",,,,"255",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:42:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","130","4","5",,,,,"10192",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KLIH1","2021-09-09T07:48:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","41",,,,,"10193",,,"0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:48:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","270","4","21",,,,,"10176",,,"0","268",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:48:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","41",,,,,"10193",,,,"257",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:48:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","50","4","62",,,,,"10199",,,,"254",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:48:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","80","4","15",,,,,"10192",,,"0","259",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","0",,"1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100000","2021-09-09T07:50:00","23.50","-153.80",,,"1","4",,"0",,,"11","0","50","1","40",,,,,"10196",,,,"245",,,,"201","1","256",,,,,,,,"4","1","11","8","2","234","33","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"KDBG","2021-09-09T07:51:00","27.83","-151.46",,,"1","5","2","5","9",,"1","5","71",,"77",,,,,"10190",,,"8","230",,,,,,,,,,,,,,,,,,,"234","71","798","172","5","0",,"1","F1111F","11AAA11AAAAAAA",,"5",,,,,,,,,
"KLIH1","2021-09-09T07:54:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","26",,,,,"10193",,,"0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T07:54:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","260","4","21",,,,,"10175",,,"0","267",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T07:54:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","90","4","36",,,,,"10194",,,,"255",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T07:54:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","51",,,,,"10199",,,,"254",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAAA","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T07:54:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","120","4","15",,,,,"10192",,,"0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,"4"
"5100205","2021-09-09T07:56:00","21.02","-156.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","258",,,,,,,,,,,,,"234","16","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100207","2021-09-09T07:56:00","21.48","-157.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,,"234","17","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100208","2021-09-09T07:56:00","22.28","-159.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,,"234","29","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"5100212","2021-09-09T07:56:00","21.30","-158.10",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","267",,,,,,,,"8","2","19","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100201","2021-09-09T07:57:00","21.67","-158.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,,"234","18","798","172","6","1","2","1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,
"2101599","2021-09-09T08:00:00","22.07","-159.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","253",,,,,,,,,,,,,"234","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"3201761","2021-09-09T08:00:00","21.78","-156.23",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","260",,,,,,,,,,,,,"234","16","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4601767","2021-09-09T08:00:00","27.17","-155.21",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,,"9","259",,,,,,,,,,,,,"234","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601768","2021-09-09T08:00:00","26.16","-154.96",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,,"9","258",,,,,,,,,,,,,"234","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601772","2021-09-09T08:00:00","29.41","-152.08",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,,"9","251",,,,,,,,,,,,,"234","92","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601834","2021-09-09T08:00:00","20.88","-156.67",,,"1","3","2","5",,,"11",,,,,,,,,"10155",,,,,,,,,,,,,,,,,,,,,,,"234","6","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4601841","2021-09-09T08:00:00","27.53","-159.96",,,"1","4","2","5",,,"11",,,,,,,,,"10224",,,"8",,,,,,"9","265",,,,,,,,,,,,,"234","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"5100000","2021-09-09T08:00:00","23.53","-153.79",,,"1","5","2","5",,,"11","5","59",,"48",,,,,"10196",,,"8","245",,,,"201","9","256",,,,,,,,,,,,,"234","33","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,,,
"5100201","2021-09-09T08:00:00","21.70","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","263",,,,"A",,,,"5","2",,,,"234","18","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,,,,,"4"
"5100205","2021-09-09T08:00:00","21.00","-156.40",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","258",,,,"A",,,,"8","2",,,,"234","16","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,,,,,"4"
"5100207","2021-09-09T08:00:00","21.50","-157.80",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","263",,,,"A",,,,"5","3",,,,"234","17","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,,,,,"4"
"5100208","2021-09-09T08:00:00","22.30","-159.60",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","269",,,,"A",,,,"8","2",,,,"234","29","993","114","6","0",,"1","1FFFFF","1AAAAAAAA187AA",,,"6",,,,,,,,"4"
"5100211","2021-09-09T08:00:00","21.30","-158.00",,,"1","4",,"0",,,"11",,,,,,,,,,,,,,,,,,"1","265",,,,,,,,"8","1","17","13","1","234","18","793","103","6","1","2","1","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,"4"
"5100212","2021-09-09T08:00:00","21.30","-158.10",,,"1","4","2","0","0","0","11",,,,,,,,,,,,"0",,,,,,"1","267",,,,"A",,,,"8","2","19","13","1","234","18","993","114","6","0",,"1","1FFFFF","1AAAAAAAA1873A",,,"6",,,,,,,,"4"
"5102748","2021-09-09T08:00:00","22.30","-152.82",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,,"9","256",,,,,,,,,,,,,"234","22","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"5201694","2021-09-09T08:00:00","26.69","-156.59",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,,"9","259",,,,,,,,,,,,,"234","66","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"KCDK","2021-09-09T08:00:00","28.50","-150.50",,,"1","5","2","5","1","3","1",,,,,,,,,"10209","5","0",,,,,,,,,,,"A",,"A","A",,,,,,,"234","80","798","172","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"5",,,,,,,,,
"KLIH1","2021-09-09T08:00:00","20.90","-156.47",,,"1","4","2","5",,,"5","0","60","4","31",,,,,"10193","1","16","0","250",,,,,"1","270",,,,"A",,,,,,,,,"234","6","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"KWHH1","2021-09-09T08:00:00","20.04","-155.83",,,"1","4","2","5",,,"5","0","250","4","21",,,,,"10175","2","9","0","267",,,,,"1","280",,,,"A",,,,,,,,,"234","5","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"MOKH1","2021-09-09T08:00:00","21.43","-157.79",,,"1","4","2","5",,,"5","0","70","4","57",,,,,"10194","1","14",,"257",,,,,"1","275",,,,,,,,,,,,,"234","17","795","103","16","1","2","1","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,"4"
"NWWH1","2021-09-09T08:00:00","21.95","-159.36",,,"1","4","2","5",,,"5","0","60","4","51",,,,,"10199","1","14",,"254",,,,,,,,,,,,,,,,,,,"234","19","795","103","16","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"OOUH1","2021-09-09T08:00:00","21.30","-157.87",,,"1","4","2","5",,,"5","0","120","4","21",,,,,"10192","1","12","0","258",,,,,"1","266",,,,"A",,,,,,,,,"234","17","995","114","16","1","2","1","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,"4"
"WDI3177","2021-09-09T08:00:00","21.30","-157.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10182","0","11","8","248",,"213",,"196",,,,,"A",,"A","A",,,,,,,"234","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,
"5102760","2021-09-09T08:02:00","26.94","-154.58",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,,"9","253",,,,,,,,,,,,,"234","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4601829","2021-09-09T08:04:00","26.25","-152.06",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,,"9","256",,,,,,,,,,,,,"234","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
