"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"3FWH8","2019-09-13T02:00:00","22.70","-111.20",,,"1","6","2","5","3","4","1",,"330","4","57","1","98",,,"10182","4","0","8","270",,"270","270","3","260","1",,"9","5","A","A","0",,"0",,,,"238","21","798","172","5","1","2","1","111133","111AA1111113A1",,"5",,,,,,"0",,,,,,
"A8LL9","2019-09-13T04:00:00","24.00","-112.90",,,"1","6","2","5","3","4","1",,"330","4","77","1","98","2","1","10120","1","5","8","260",,"240","231","3","248","5","4","1","5","5","5",,"5","2",,,,"238","42","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",,,,,,,,,,
"3EUS","2019-09-13T06:00:00","25.10","-113.10",,,"1","6","2","5","7","4","1",,"340","4","87","1","98","2",,"10110","4","0","8","250",,"210","188","7","250",,,"A",,"A","A",,,,,,,"238","53","798","172","5","1","2","1","111111","1111A111118AA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T06:00:00","29.19","-119.99",,,"1","5","2","5","3","4","1",,,,,,,,,"10157","2","4","8","185",,,"153",,,,,,,,,,,,,,,"238","99","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"SLKQ","2019-09-13T06:00:00","25.00","-114.10",,,"1","6","2","5","3","4","1",,"320",,"150","1","98",,,"10124",,,"8","222",,,,"1","260","8","0","0","9","0","2",,,,,"10","2","238","54","798","172","5","1","2","1","11311F","111AA11AA11A7A",,"5",,,,,,,,,,,,
"9V2728","2019-09-13T07:00:00","25.70","-116.10",,,"1","5","2","5","3","4","1",,"10","4","51","1","97","1","0","10170","4","0","8","200",,"190","184",,,"2","2","1","6","A","A",,"1","2","34","1","2","238","56","798","172","5","1","2","1","F11111","111111111A1111",,"5",,"0",,,,,,,,,,
"D5LB9","2019-09-13T07:00:00","28.10","-119.70",,,"1","6","2","5","3","3","1",,"350","3","31","1","98","3","2","10150","0","0","8","180",,"160","148","7","170","8","9","7","A","1","A","0","0","0","4","5","3","238","89","798","172","5","1","2","1","111111","11111111113111",,"5",,"2",,,,,,,,,,
"EUCDE18","2019-09-13T07:00:00","29.00","-119.72",,,"1","5","2","5","3","4","1",,,,,,,,,"10158","2","1","8","183",,,"147",,,,,,,,,,,,,,,"238","99","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T08:00:00","28.82","-119.46",,,"1","5","2","5","3","4","1",,,,,,,,,"10161","2","3","8","180",,,"144",,,,,,,,,,,,,,,"238","89","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T09:00:00","28.63","-119.19",,,"1","5","2","5","3","4","1",,,,,,,,,"10159","2","2","8","176",,,"141",,,,,,,,,,,,,,,"238","89","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"D5LB9","2019-09-13T10:00:00","27.80","-119.10",,,"1","6","2","5","3","3","1",,"340","3","41","1","97","2","1","10150","4","0","8","190",,"170","159","7","220","4","4","5","A","4","5",,"5","2","36","9","4","238","79","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,,
"EUCDE18","2019-09-13T10:00:00","28.45","-118.93",,,"1","5","2","5","3","4","1",,,,,,,,,"10153","7","5","8","177",,,"140",,,,,,,,,,,,,,,"238","88","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T11:00:00","28.26","-118.66",,,"1","5","2","5","3","4","1",,,,,,,,,"10147","7","14","8","178",,,"141",,,,,,,,,,,,,,,"238","88","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T12:00:00","28.07","-118.39",,,"1","5","2","5","3","4","1",,,,,,,,,"10146","7","13","8","180",,,"144",,,,,,,,,,,,,,,"238","88","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T13:00:00","27.89","-118.13",,,"1","5","2","5","3","4","1",,,,,,,,,"10146","7","6","8","185",,,"152",,,,,,,,,,,,,,,"238","78","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T14:00:00","27.70","-117.87",,,"1","5","2","5","3","4","1",,,,,,,,,"10148","2","1","8","189",,,"154",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T15:00:00","27.52","-117.61",,,"1","5","2","5","3","4","1",,,,,,,,,"10152","2","7","8","201",,,"164",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"OUJN2","2019-09-13T15:00:00","27.90","-118.30",,,"1","6","2","5","3","4","1",,"340","4","41","1","98","2","1","10138",,,"8","191",,,"129","1","210","5","4","2","A","A","A",,"2","1","31","5","3","238","78","798","172","5","1","2","2","111111","1111111A11111A",,"5",,"1",,,,,,,,,,
"EUCDE18","2019-09-13T16:00:00","27.33","-117.35",,,"1","5","2","5","3","4","1",,,,,,,,,"10156","2","11","8","202",,,"167",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"3EUS","2019-09-13T17:00:00","28.10","-115.80",,,"1","6","2","5","7","4","1",,"350","4","67","1","98","2",,"10130","4","0","8","190",,"180","174","7","200","4","2","4","5","4","A",,"3","1","33","4","2","238","85","798","172","5","1","2","2","111111","1111A111111111",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T17:00:00","27.14","-117.08",,,"1","5","2","5","3","4","1",,,,,,,,,"10153","2","6","8","205",,,"175",,,,,,,,,,,,,,,"238","77","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T18:00:00","26.96","-116.82",,,"1","5","2","5","3","4","1",,,,,,,,,"10149","7","3","8","209",,,"180",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"9V2728","2019-09-13T19:00:00","23.80","-113.20",,,"1","4","0","0","3","4","1","0","30","4","51",,"98",,,"10160","0","10","0","250","0","240","235","3","220","3","3","3","4","6","2",,"5","1","0",,,"238","33","992","114","5","1","2","2","111111","111AA111111131",,,"1",,"0",,,,"0","A","A","A","A","4"
"EUCDE18","2019-09-13T19:00:00","26.77","-116.56",,,"1","5","2","5","3","4","1",,,,,,,,,"10146","7","10","8","212",,,"183",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T20:00:00","26.59","-116.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10143","7","10","8","217",,,"190",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T21:00:00","26.40","-116.03",,,"1","5","2","5","3","4","1",,,,,,,,,"10130","7","18","8","221",,,"197",,,,,,,,,,,,,,,"238","66","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"D5LB9","2019-09-13T22:00:00","26.40","-116.90",,,"1","6","2","5","3","3","1",,"360","3","62","1","98","2","0","10120",,,"8","210",,"190","180","7","210","3","3","5","A","2","5",,"5","3","23","10","5","238","66","798","172","5","1","2","2","111111","1111111111111A",,"5",,"0",,,,,,,,,,
"EUCDE18","2019-09-13T22:00:00","26.21","-115.77",,,"1","5","2","5","3","4","1",,,,,,,,,"10124","7","22","8","221",,,"202",,,,,,,,,,,,,,,"238","65","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-13T23:00:00","26.02","-115.51",,,"1","5","2","5","3","4","1",,,,,,,,,"10121","7","22","8","222",,,"207",,,,,,,,,,,,,,,"238","65","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T00:00:00","25.83","-115.25",,,"1","5","2","5","3","4","1",,,,,,,,,"10118","7","12","8","226",,,"210",,,,,,,,,,,,,,,"238","55","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T01:00:00","25.65","-114.99",,,"1","5","2","5","3","4","1",,,,,,,,,"10118","7","6","8","224",,,"213",,,,,,,,,,,,,,,"238","54","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T02:00:00","25.46","-114.74",,,"1","5","2","5","3","4","1",,,,,,,,,"10114","7","6","8","224",,,"217",,,,,,,,,,,,,,,"238","54","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"VRMV8","2019-09-14T02:00:00","27.40","-117.80",,,"1","6","2","5","3","4","1",,"340","3","5","1","98",,"0","10120","1","10","8","210",,"190","178","7","150","5","5","1","6","4","3",,"4","2","12","2","2","238","77","798","172","5","1","2","1","411111","111A1111111111",,"5",,"0",,,,,,,,,,
"EUCDE18","2019-09-14T03:00:00","25.28","-114.48",,,"1","5","2","5","3","4","1",,,,,,,,,"10118","7","0","8","228",,,"219",,,,,,,,,,,,,,,"238","54","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA7",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T04:00:00","25.09","-114.22",,,"1","5","2","5","3","4","1",,,,,,,,,"10122","2","5","8","235",,,"217",,,,,,,,,,,,,,,"238","54","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T05:00:00","24.91","-113.97",,,"1","5","2","5","3","4","1",,,,,,,,,"10128","2","14","8","239",,,"225",,,,,,,,,,,,,,,"238","43","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T06:00:00","24.72","-113.71",,,"1","5","2","5","3","4","1",,,,,,,,,"10129","2","11","8","243",,,"226",,,,,,,,,,,,,,,"238","43","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"9V2728","2019-09-14T07:00:00","21.90","-110.40",,,"1","5","2","5","3","4","1",,"20","4","41","1","97","2","0","10160","8","10","8","300",,"260","243",,,"2","1","1","5","A","A",,"1","1","35","1","1","238","10","798","172","5","1","2","1","F11111","111111111A1111",,"5",,"0",,,,,,,,,,
"EUCDE18","2019-09-14T07:00:00","24.54","-113.45",,,"1","5","2","5","3","4","1",,,,,,,,,"10131","2","9","8","241",,,"231",,,,,,,,,,,,,,,"238","43","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T08:00:00","24.35","-113.19",,,"1","5","2","5","3","4","1",,,,,,,,,"10130","2","3","8","242",,,"237",,,,,,,,,,,,,,,"238","43","798","172","5","1","2","1","F1FF13","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"D5LB9","2019-09-14T09:00:00","25.10","-114.90",,,"1","6","2","5","3","3","1",,"350","3","67","1","97","2","0","10120","4","0","8","220",,"210","206","7","220","3","3","1","2","4","5",,"5","3","23","9","4","238","54","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,,,
"EUCDE18","2019-09-14T09:00:00","24.15","-112.93",,,"1","5","2","5","3","4","1",,,,,,,,,"10127","7","1","8","242",,,"238",,,,,,,,,,,,,,,"238","42","798","172","5","1","2","1","F1FF13","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T10:00:00","23.96","-112.67",,,"1","5","2","5","3","4","1",,,,,,,,,"10120","7","11","8","244",,,"237",,,,,,,,,,,,,,,"238","32","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T11:00:00","23.77","-112.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10120","7","10","8","247",,,"237",,,,,,,,,,,,,,,"238","32","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T12:00:00","23.58","-112.15",,,"1","5","2","5","3","4","1",,,,,,,,,"10120","7","7","8","249",,,"238",,,,,,,,,,,,,,,"238","32","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"OUJN2","2019-09-14T12:00:00","24.00","-112.80",,,"1","6","2","5","4","4","1",,"280","4","31",,,"0",,"10115",,,"8","258",,,"249","1","250",,,"A",,"A","A",,,,,,,"238","42","798","172","5","1","2","1","111111","11A1A11A118AAA",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T13:00:00","23.38","-111.89",,,"1","5","2","5","3","4","1",,,,,,,,,"10120","2","1","8","249",,,"241",,,,,,,,,,,,,,,"238","31","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T14:00:00","23.20","-111.63",,,"1","5","2","5","3","4","1",,,,,,,,,"10121","2","1","8","262",,,"241",,,,,,,,,,,,,,,"238","31","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T15:00:00","23.02","-111.38",,,"1","5","2","5","3","4","1",,,,,,,,,"10126","2","6","8","273",,,"244",,,,,,,,,,,,,,,"238","31","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T16:00:00","22.83","-111.12",,,"1","5","2","5","3","4","1",,,,,,,,,"10134","2","15","8","283",,,"223",,,,,,,,,,,,,,,"238","21","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T17:00:00","22.65","-110.88",,,"1","5","2","5","3","4","1",,,,,,,,,"10135","2","15","8","287",,,"249",,,,,,,,,,,,,,,"238","20","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"D5LB9","2019-09-14T18:00:00","24.20","-113.40",,,"1","6","2","5","3","3","1",,"300","3","41","1","98","3","1","10120","0","0","8","290",,"260","250","7","280","5","3","4","5","7","1",,"5","2","20","8","4","238","43","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,,,
"EUCDE18","2019-09-14T18:00:00","22.48","-110.64",,,"1","5","2","5","3","4","1",,,,,,,,,"10133","2","7","8","291",,,"249",,,,,,,,,,,,,,,"238","20","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T19:00:00","22.30","-110.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10129","7","5","8","294",,,"251",,,,,,,,,,,,,,,"238","20","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"EUCDE18","2019-09-14T20:00:00","22.12","-110.15",,,"1","5","2","5","3","4","1",,,,,,,,,"10122","7","13","8","295",,,"237",,,,,,,,,,,,,,,"238","20","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,
"D5LB9","2019-09-14T21:00:00","23.80","-112.70",,,"1","6","2","5","3","3","1",,"10","3","51","1","97","1","0","10120","4","0","8","260",,"240","232","7","250","3","3","4","A","4","4",,"5","2","18","10","5","238","32","798","172","5","1","2","2","111111","11111111111111",,"5",,"0",,,,,,,,,,
"VRMV8","2019-09-15T01:00:00","22.90","-111.20",,,"1","6","2","5","3","4","1",,"250","3","21","1","99",,"0","10080","1","10","8","300",,"280","273","7","250","3","3","1","5","4","A",,"3","10","18","2","6","238","21","798","172","5","1","2","2","111111","111A1111111111",,"5",,"0",,,,,,,,,,
"D5LB9","2019-09-15T06:00:00","22.80","-111.20",,,"1","6","2","5","3","3","1",,"240","3","26","1","98","2","0","10120","0","0","8","270",,"260","257","7","260","2","1","1","2","0","0",,"4","2","23","6","2","238","21","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,,,
"D5LB9","2019-09-15T09:00:00","22.50","-110.70",,,"1","6","2","5","3","3","1",,"280","3","62","1","97","2","0","10120","4","0","8","270",,"260","257","7","250","4","4","5","A","4","5",,"5","3","21","9","4","238","20","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,,,,,,
"3EUS","2019-09-15T18:00:00","28.10","-115.80",,,"1","6","2","5","3","5","1",,"190","4","26","1","97","40","4","10130","4","0","8","210",,"200","194","7","220","0","0","0","9","0","0",,"4","1",,,,"238","85","798","172","5","1","2","2","111111","111111111111A1",,"5",,"4",,,,,,,,,,
"9HA4652","2019-09-15T19:00:00","28.00","-119.00",,,"1","6","2","5","3","4","1",,"330","4","36","1","98","1",,"10159","2","10","8","220",,"210","206","1","230","1","1","1","2","0","0",,"2","2","32","10","2","238","89","798","172","5","1","2","2","111111","1111A111111111",,"5",,,,,,,,,,,,
"9HA4652","2019-09-15T21:00:00","27.60","-118.40",,,"1","6","2","5","3","4","1",,"360","4","46","1","98","2",,"10139","8","0","8","230",,"220","216","1","230",,,"0",,"A","A",,,,"34","12","2","238","78","798","172","5","1","2","2","111111","1111A111118A17",,"5",,,,,,,,,,,,
"9HA4652","2019-09-16T00:00:00","27.10","-117.60",,,"1","6","2","5","3","4","1",,"340","4","57","1","98","2",,"10129","4","0","8","250",,"240","236","1","230","2","2","1","5","1","1",,"2","1","32","12","2","238","77","798","172","5","1","2","2","111111","1111A111111111",,"5",,,,,,,,,,,,
"3EUS","2019-09-16T06:00:00","24.70","-112.70",,,"1","4","0","0","3","4","1","0","20","4","31",,"98","2",,"10110","4","0","0","240","0","230","225",,"230",,,,"A",,,,"3","0","33","5","2","238","42","992","114","5","1","2","1","111111","1111A111118111",,,"1",,,,,,,,,,,"4"
"9HA4652","2019-09-16T06:00:00","26.00","-116.00",,,"1","6","2","5","3","4","1",,"230","4","31","1","98","1",,"10139","2","10","8","210",,"210","210","1","240","1","1","1","2","0","0",,"2","1","21","8","2","238","66","798","172","5","1","2","1","111113","1111A111111111",,"5",,,,,,,,,,,,
"9HA4652","2019-09-16T08:00:00","25.70","-115.50",,,"1","6","2","5","3","4","1",,"350","4","46","1","98","2",,"10139","4","0","8","210",,"190","180","1","230","0","0","A","9","A","A",,,,"34","12","2","238","55","798","172","5","1","2","1","111111","1111A111111A11",,"5",,,,,,,,,,,,
"VRIV3","2019-09-16T08:00:00","29.00","-119.70",,,"1","6","2","5","3","4","1",,"320","4","46","1","98","2","2","10138","0","1","8","200",,"170","149","1","220","7","4","2","5","6","2",,,,,,,"238","99","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",,,,,,,,,,
"9HA4652","2019-09-16T12:00:00","25.00","-114.50",,,"1","6","2","5","3","4","1",,"310","4","41","1","98","0",,"10119","7","20","8","220",,"210","206","1","250","3","3","1","5","1","1",,"2","1","32","11","2","238","54","798","172","5","1","2","1","111111","1111A111111111",,"5",,,,,,,,,,,,
"OZUN2","2019-09-16T12:00:00","22.30","-110.70",,,"1","6","2","5","7","3","1",,"350","3","21","1","98","3","2","10110","4","0","8","290",,,"276","1","310","3","1","1","5","0","A",,"5","1",,,,"238","20","798","172","5","0",,"1","111111","1111111A1111A1",,"5",,"2",,,,,,,,,,
"9HA4652","2019-09-16T18:00:00","23.90","-112.90",,,"1","6","2","5","3","4","1",,"230","4","31","1","98","2",,"10139","2","10","8","250",,"240","236","1","280","0","0","0","9","0","0",,"2","1","21","8","2","238","32","798","172","5","1","2","2","111111","1111A111111111",,"5",,,,,,,,,,,,
"OZUN2","2019-09-16T18:00:00","23.10","-111.80",,,"1","6","2","5","7","3","1",,"300","3","21","1","98","1","0","10118","1","4","8","310",,,"231","1","300","2","2","0","A","0","A","0",,"0","19",,"3","238","31","798","172","5","0",,"2","111111","1111111A111331",,"5",,"0",,,,,,,,,,
"VROV7","2019-09-16T19:00:00","26.50","-116.20",,,"1","6","2","5","3","3","1",,"360","4","46","1","98",,,"10090","4","0","8","270",,"250","241","1","250",,,"A",,"A","A",,,,,,,"238","66","798","172","5","1","2","2","111111","111AA111118AA1",,"5",,,,,,,,,,,,
"9HA4652","2019-09-16T20:00:00","23.50","-112.40",,,"1","6","2","5","3","4","1",,"340","4","41","1","99","2",,"10139","4","0","8","260",,"250","246","1","280","0","0","A","9","A","A",,"4","2","18","12","2","238","32","798","172","5","1","2","2","111111","1111A111111111",,"5",,,,,,,,,,,,
"VRIV3","2019-09-16T21:00:00","26.60","-116.40",,,"1","6","2","5","3","4","1",,"340","4","46","1","98","3","0","10131","5","14","8","250",,"200","170","1","230","3","2","1","5","4","1",,,,"35","6","1","238","66","798","172","5","1","2","2","111111","11111111111A11",,"5",,"0",,,,,,,,,,
"A8NQ7","2019-09-17T00:00:00","25.50","-113.70",,,"1","5","2","5","7","3","1",,"340",,"31","1","97","2","2","10130","4","0","8","250","0","250","250",,,"2",,"1","0","A","A","34","0","0","23","2","3","238","53","798","172","5","1","2","2","F11113","111111111A1111",,"5",,"2",,,,,,,,,,
"9HA4652","2019-09-17T05:00:00","22.00","-110.10",,,"1","6","2","5","3","4","1",,"300","4","41","1","98","2",,"10139","2","20","8","270",,"250","243","1","310","0","0","0","9","0","0",,"2","1","22","10","2","238","20","798","172","5","1","2","1","111111","1111A111111111",,"5",,,,,,,,,,,,
"OZUN2","2019-09-17T06:00:00","24.80","-114.10",,,"1","6","2","5","7","3","1",,"340","3","51","1","98","2","0","10110","1","5","8","250",,,"223","1","260","2","2","A","A","A","A",,,"1","21",,"3","238","44","798","172","5","0",,"1","111111","1111111A111331",,"5",,"0",,,,,,,,,,
"OZUN2","2019-09-17T12:00:00","25.60","-115.20",,,"1","6","2","5","7","3","1",,"350","3","51","1","98","3","2","10110","4","0","8","290",,,"276","1","300","4","3","1","4","4","A",,"6","2","21","9","4","238","55","798","172","5","0",,"1","311111","1111111A111111",,"5",,"2",,,,,,,,,,
"A8NQ7","2019-09-17T17:00:00","27.70","-115.60",,,"1","6","2","5","7","2","1",,"320",,"72","1","98","2","0","10150","0","10","8","210","0","192","183","3","250","2","2","1","3","0","0","32","3","1","19","12","3","238","75","798","172","5","0",,"2","111111","11111111111111",,"5",,"0",,,,,,,,,,
"OZUN2","2019-09-17T18:00:00","26.40","-116.40",,,"1","6","2","5","7","3","1",,"360","3","72","1","98","2","0","10135","1","5","8","260",,,"215","1","240","3","3","A","A","A","1",,,"1","23",,"3","238","66","798","172","5","0",,"2","111111","1111111A111331",,"5",,"0",,,,,,,,,,
"VROV7","2019-09-17T19:00:00","22.70","-112.30",,,"1","6","2","5","3","3","1",,"340","4","36","1","98",,,"10080","4","0","8","310",,"270","254","1","250",,,"A",,"A","A",,,,,,,"238","22","798","172","5","1","2","2","111111","111AA111118AA1",,"5",,,,,,,,,,,,
"OZUN2","2019-09-18T06:00:00","28.30","-119.00",,,"1","6","2","5","7","3","1",,"360","3","77","1","98","2","0","10134","1","4","8","195",,,"179","1","210",,,,,,,,,"1",,,,"238","89","798","172","5","0",,"1","111111","1111111A11A3A1",,"5",,"0",,,,,,,,,,
"VRIZ9","2019-09-18T15:00:00","26.60","-118.10",,,"1","6","2","5","3","4","1",,"360","3","134",,,,,"10142","2","2","8","210",,"180","161","7","180",,,"A",,"A","A",,,,,,,"238","68","798","172","5","1","2","2","111211","11AAA111118AA1",,"5",,,,,,,,,,,,
"V7TU3","2019-09-18T16:00:00","25.30","-114.70",,,"1","4","0","0",,,"1","0","50","3","51",,"98","2",,"10118",,,"0","260",,,,"3","260","0",,,"A",,,,,"1","16",,"3","238","54","992","114","5","1","2","2","11111F","1111A11AA1133A",,,"1",,,,,,,,,,,"4"
"V7TU3","2019-09-18T20:00:00","26.00","-115.90",,,"1","6","2","5","9",,"1",,"320","3","62","1","98","2",,"10122",,,"8","260",,,,"3","240","0","0","A","9","A","A",,,"2",,,,"238","65","798","172","5","1","2","2","11111F","1111A11AA113AA",,"5",,,,,,,,,,,,
"VRIZ9","2019-09-18T20:00:00","25.40","-116.80",,,"1","6","2","5","3","4","1",,"360","3","103","1","98",,,"10133","7","15","8","250",,"210","188","7","240",,,"A",,"A","A",,,,,,,"238","56","798","172","5","1","2","2","111111","111AA111118AA1",,"5",,,,,,,,,,,,
"VRIZ9","2019-09-18T22:00:00","25.10","-116.40",,,"1","6","2","5","3","4","1",,,,,,,,,"10124","7","16","8","250",,"210","188","7","240",,,"A",,"A","A",,,,,,,"238","56","798","172","5","1","2","2","11FF11","1AAAA111118AA1",,"5",,,,,,,,,,,,
"BLHQ","2019-09-19T12:00:00","25.70","-119.20",,,"1","6","2","5","3","5","1",,"350","4","98","1","98",,"5","10130","8","10","8","210",,"200","194","1","240","0","0","0","9","0","7",,"5","1",,,,"238","59","798","172","5","1","2","1","111111","111A11111111A1",,"5",,"0",,,,,,,,,,
"CQAI7","2019-09-19T12:00:00","21.60","-111.20",,,"1","6","2","5","7","3","1",,"10","4","51","1","97","2","1","10140","0","10","8","260",,"240","232","3","290","5","3","1","4","4","5",,"5","1","16","5","4","238","11","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,,
"VRIZ9","2019-09-19T15:00:00","21.30","-111.40",,,"1","6","2","5","3","5","1",,"10","3","98",,,,,"10094","7","3","8","290",,"240","216","7","240",,,"A",,"A","A",,,,,,,"238","11","798","172","5","1","2","2","111111","11AAA111118AA1",,"5",,,,,,,,,,,,
"VRIZ9","2019-09-19T17:00:00","20.90","-111.00",,,"1","6","2","5","3","5","1",,"360","3","77","1","98",,,"10100","2","5","8","290",,"250","232","7","280",,,"A",,"A","A",,,,,,,"238","1","798","172","5","1","2","2","111111","111AA111118AA1",,"5",,,,,,,,,,,,
"CQAI7","2019-09-19T18:00:00","22.20","-112.50",,,"1","6","2","5","7","3","1",,"340","4","57","1","97","3","1","10140","4","0","8","290",,"250","235","3","270","4","3","1","5","4","5",,"10","2","17","10","4","238","22","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,,,
