"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4602635","2024-09-08T13:00:00","27.63","-122.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","218",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602636","2024-09-08T13:00:00","27.01","-121.97",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,,"237","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602637","2024-09-08T13:00:00","27.36","-123.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","219",,,,,,,,,,,,,"237","73","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-08T13:00:00","29.96","-121.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804048","2024-09-08T13:00:00","24.98","-129.84",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","49","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-08T13:00:00","26.77","-126.75",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-08T13:00:00","27.13","-125.92",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","75","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-08T13:00:00","24.02","-127.19",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","47","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-08T13:00:00","21.04","-123.77",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","13","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802129","2024-09-08T13:00:00","28.15","-125.44",,,"1","3","2","5",,,"11",,,,,,,,,"10137",,,,,,,,,,,,,,,,,,,,,,"237","85","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"6801820","2024-09-08T13:00:00","23.10","-128.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"237","38","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801825","2024-09-08T13:00:00","29.25","-123.19",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,"9","216",,,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"6801945","2024-09-08T13:00:00","25.85","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","221",,,,,,,,,,,,,"237","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801637","2024-09-08T13:00:00","20.49","-120.39",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,"9","263",,,,,,,,,,,,,"237","0","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-08T13:00:00","23.13","-122.76",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-08T13:00:00","28.40","-124.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801679","2024-09-08T13:00:00","20.88","-121.02",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,,"237","1","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-08T13:00:00","23.99","-121.21",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801750","2024-09-08T13:00:00","22.66","-127.48",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,"9","239",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801766","2024-09-08T13:00:00","25.66","-120.03",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","229",,,,,,,,,,,,,"237","50","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801767","2024-09-08T13:00:00","28.13","-125.45",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","221",,,,,,,,,,,,,"237","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801817","2024-09-08T13:01:00","26.70","-124.50",,,"1","4","2","5",,,"11",,,,,,,,,"10118",,,"8",,,,,"9","224",,,,,,,,,,,,,"237","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4804089","2024-09-08T13:04:00","28.46","-124.83",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","84","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"7801680","2024-09-08T13:04:00","20.98","-127.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,,"237","7","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801705","2024-09-08T14:00:00","27.89","-126.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801817","2024-09-08T14:00:00","26.70","-124.50",,,"1","4","2","5",,,"11",,,,,,,,,"10125",,,"8",,,,,"9","224",,,,,,,,,,,,,"237","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801826","2024-09-08T14:00:00","24.83","-123.55",,,"1","4","2","5",,,"11",,,,,,,,,"10114",,,"8",,,,,"9","235",,,,,,,,,,,,,"237","43","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2802018","2024-09-08T14:00:00","20.12","-126.49",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-08T14:00:00","20.83","-123.46",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-08T14:00:00","22.22","-123.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802121","2024-09-08T14:00:00","25.37","-122.01",,,"1","3","2","5",,,"11",,,,,,,,,"10094",,,,,,,,,,,,,,,,,,,,,,"237","52","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"3801602","2024-09-08T14:00:00","28.52","-121.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","211",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-08T14:00:00","26.06","-128.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"1","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
"3801630","2024-09-08T14:00:00","24.06","-125.73",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","45","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801633","2024-09-08T14:00:00","26.62","-125.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,,"237","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602627","2024-09-08T14:00:00","25.98","-129.96",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","230",,,,,,,,,,,,,"237","59","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602629","2024-09-08T14:00:00","21.50","-129.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,,"237","19","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602633","2024-09-08T14:00:00","23.08","-126.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"237","36","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602635","2024-09-08T14:00:00","27.63","-122.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","218",,,,,,,,,,,,,"237","72","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602637","2024-09-08T14:00:00","27.36","-123.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","219",,,,,,,,,,,,,"237","73","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-08T14:00:00","29.96","-121.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804048","2024-09-08T14:00:00","24.97","-129.84",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","49","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-08T14:00:00","26.77","-126.75",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-08T14:00:00","27.13","-125.92",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","75","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-08T14:00:00","24.02","-127.19",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","47","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-08T14:00:00","21.04","-123.77",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","13","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"6801820","2024-09-08T14:00:00","23.10","-128.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"237","38","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801825","2024-09-08T14:00:00","29.24","-123.19",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","216",,,,,,,,,,,,,"237","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"6801945","2024-09-08T14:00:00","25.84","-122.50",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,"9","221",,,,,,,,,,,,,"237","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801637","2024-09-08T14:00:00","20.48","-120.39",,,"1","4","2","5",,,"11",,,,,,,,,"10092",,,"8",,,,,"9","263",,,,,,,,,,,,,"237","0","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-08T14:00:00","23.13","-122.76",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,"9","244",,,,,,,,,,,,,"237","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-08T14:00:00","28.40","-124.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801679","2024-09-08T14:00:00","20.89","-121.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,,"237","1","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-08T14:00:00","23.98","-121.22",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","31","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801766","2024-09-08T14:00:00","25.66","-120.03",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","229",,,,,,,,,,,,,"237","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801767","2024-09-08T14:00:00","28.13","-125.45",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","220",,,,,,,,,,,,,"237","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5802129","2024-09-08T14:02:00","28.15","-125.44",,,"1","3","2","5",,,"11",,,,,,,,,"10141",,,,,,,,,,,,,,,,,,,,,,"237","85","798","172","6","0",,"1","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"4602636","2024-09-08T14:04:00","26.99","-121.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,,"237","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804089","2024-09-08T14:04:00","28.46","-124.83",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","84","798","172","6","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"7801680","2024-09-08T14:04:00","20.94","-127.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,,"237","7","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801750","2024-09-08T14:04:00","22.65","-127.46",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","239",,,,,,,,,,,,,"237","27","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801705","2024-09-08T15:00:00","27.88","-126.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801826","2024-09-08T15:00:00","24.83","-123.55",,,"1","4","2","5",,,"11",,,,,,,,,"10116",,,"8",,,,,"9","235",,,,,,,,,,,,,"237","43","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2802018","2024-09-08T15:00:00","20.12","-126.50",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-08T15:00:00","20.83","-123.46",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-08T15:00:00","22.22","-123.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802121","2024-09-08T15:00:00","25.38","-122.01",,,"1","3","2","5",,,"11",,,,,,,,,"10100",,,,,,,,,,,,,,,,,,,,,,"237","52","798","172","6","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"3801602","2024-09-08T15:00:00","28.52","-121.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","211",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-08T15:00:00","26.06","-128.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
"3801630","2024-09-08T15:00:00","24.06","-125.73",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,,"237","45","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801633","2024-09-08T15:00:00","26.62","-125.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","228",,,,,,,,,,,,,"237","65","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4601776","2024-09-08T15:00:00","26.66","-129.24",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","228",,,,,,,,,,,,,"237","69","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602633","2024-09-08T15:00:00","23.08","-126.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","231",,,,,,,,,,,,,"237","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602635","2024-09-08T15:00:00","27.62","-122.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","218",,,,,,,,,,,,,"237","72","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602637","2024-09-08T15:00:00","27.35","-123.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","219",,,,,,,,,,,,,"237","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804037","2024-09-08T15:00:00","29.97","-121.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","91","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804048","2024-09-08T15:00:00","24.97","-129.84",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","49","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"4804056","2024-09-08T15:00:00","26.77","-126.75",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","66","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802024","2024-09-08T15:00:00","27.13","-125.92",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","75","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802032","2024-09-08T15:00:00","24.01","-127.19",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","47","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802047","2024-09-08T15:00:00","21.04","-123.78",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","13","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"5802129","2024-09-08T15:00:00","28.15","-125.44",,,"1","3","2","5",,,"11",,,,,,,,,"10144",,,,,,,,,,,,,,,,,,,,,,"237","85","798","172","6","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"6801820","2024-09-08T15:00:00","23.10","-128.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,,"237","38","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"6801825","2024-09-08T15:00:00","29.24","-123.19",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","216",,,,,,,,,,,,,"237","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"6801945","2024-09-08T15:00:00","25.84","-122.51",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,"9","221",,,,,,,,,,,,,"237","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801637","2024-09-08T15:00:00","20.48","-120.40",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","263",,,,,,,,,,,,,"237","0","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801640","2024-09-08T15:00:00","23.13","-122.77",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801666","2024-09-08T15:00:00","28.40","-124.32",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","84","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801679","2024-09-08T15:00:00","20.89","-121.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,,"237","1","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"7801746","2024-09-08T15:00:00","23.98","-121.22",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","245",,,,,,,,,,,,,"237","31","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801766","2024-09-08T15:00:00","25.66","-120.02",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","229",,,,,,,,,,,,,"237","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801817","2024-09-08T15:01:00","26.69","-124.50",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","224",,,,,,,,,,,,,"237","64","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801680","2024-09-08T15:01:00","20.96","-127.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,,"237","7","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602636","2024-09-08T15:04:00","26.99","-121.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,,"237","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4804089","2024-09-08T15:04:00","28.51","-124.86",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","84","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"7801750","2024-09-08T15:04:00","22.65","-127.46",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","239",,,,,,,,,,,,,"237","27","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"7801767","2024-09-08T15:04:00","28.13","-125.45",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","220",,,,,,,,,,,,,"237","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"1801705","2024-09-08T16:00:00","27.88","-126.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","221",,,,,,,,,,,,,"237","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"1801826","2024-09-08T16:00:00","24.83","-123.55",,,"1","4","2","5",,,"11",,,,,,,,,"10120",,,"8",,,,,"9","235",,,,,,,,,,,,,"237","43","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2802018","2024-09-08T16:00:00","20.11","-126.50",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","6","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802028","2024-09-08T16:00:00","20.83","-123.46",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","3","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802040","2024-09-08T16:00:00","22.23","-123.98",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237","23","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,,
"2802121","2024-09-08T16:00:00","25.38","-122.01",,,"1","3","2","5",,,"11",,,,,,,,,"10104",,,,,,,,,,,,,,,,,,,,,,"237","52","798","172","6","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,,,,,,,,,
"3801602","2024-09-08T16:00:00","28.52","-121.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","212",,,,,,,,,,,,,"237","81","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3801614","2024-09-08T16:00:00","26.06","-128.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"237","68","798","172","7","0",,"2","7FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,
