"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"4402885","2024-09-05T07:04:00","25.94","-43.76",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T08:00:00","26.78","-47.78",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","67","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T08:00:00","28.77","-45.34",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T08:00:00","21.03","-41.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"245","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T08:00:00","22.25","-41.04",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","21","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T08:00:00","25.82","-47.19",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T08:00:00","27.85","-48.70",,,"1","6","2","5","1","5","1","5","105",,"74",,,,,"10200","2","5","8","285",,,"221","1","295",,,,,,,,,,,,,"245","78","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,,,
"6203607","2024-09-05T08:00:00","24.65","-46.52",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T08:00:00","26.40","-45.52",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T08:00:00","25.47","-40.36",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","50","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T08:00:00","28.94","-45.19",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T08:00:00","25.43","-47.50",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T08:00:00","21.38","-48.73",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-05T08:00:00","21.54","-49.98",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T08:03:00","25.94","-43.77",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T08:04:00","20.55","-48.26",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","8","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T09:00:00","26.79","-47.78",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","67","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T09:00:00","28.77","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T09:00:00","21.03","-41.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T09:00:00","22.25","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T09:00:00","25.82","-47.21",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T09:00:00","28.09","-48.43",,,"1","6","2","5","1","5","1",,"110",,"64",,,,,"10203","2","7","8","286",,,"217","1","295",,,,,,,,,,,,,"245","88","798","172","5","0",,"1","111111","11AAA11A11AAA1",,"5",,,,,
"6203607","2024-09-05T09:00:00","24.65","-46.52",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","46","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T09:00:00","26.41","-45.52",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T09:00:00","25.47","-40.36",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T09:00:00","28.93","-45.21",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T09:00:00","25.43","-47.50",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T09:00:00","21.38","-48.73",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-05T09:00:00","21.54","-49.98",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","19","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T09:04:00","20.56","-48.23",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","8","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T09:04:00","25.95","-43.78",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T10:00:00","26.79","-47.77",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","67","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T10:00:00","28.77","-45.37",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T10:00:00","21.03","-41.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T10:00:00","22.25","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T10:00:00","25.81","-47.22",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T10:00:00","28.33","-48.16",,,"1","6","2","5","1","5","1","5","95",,"57","1","97","3","2","10210","2","13","8","288",,,"220","1","296","5","5","3","6","0","0",,"3","2","9","8","2","245","88","798","172","5","0",,"2","111111","1111111A111111",,"5",,"1",,,
"6203607","2024-09-05T10:00:00","24.65","-46.53",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","46","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T10:00:00","26.41","-45.53",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T10:00:00","25.47","-40.37",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T10:00:00","28.93","-45.23",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T10:00:00","25.43","-47.51",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T10:00:00","21.39","-48.73",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-05T10:00:00","21.54","-49.99",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","19","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T10:04:00","20.60","-48.23",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","8","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T10:04:00","26.06","-43.98",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","281",,,,,,,,,,,,,"245","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T12:00:00","26.80","-47.77",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","67","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T12:00:00","28.77","-45.40",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T12:00:00","21.03","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T12:00:00","22.25","-41.07",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","276",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T12:00:00","25.81","-47.25",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T12:00:00","28.81","-47.60",,,"1","6","2","5","1","5","1",,"100",,"31",,,,,"10218","2","15","8","290",,,"214","1","296",,,,,,,,,,,,,"245","87","798","172","5","0",,"2","311111","11AAA11A11AAA1",,"5",,,,,
"6203607","2024-09-05T12:00:00","24.65","-46.55",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","46","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T12:00:00","26.41","-45.53",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T12:00:00","25.47","-40.39",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T12:00:00","28.94","-45.25",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T12:00:00","25.44","-47.52",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T12:00:00","21.40","-48.73",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-05T12:00:00","21.54","-50.00",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","288",,,,,,,,,,,,,"244","10","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T12:02:00","25.95","-43.80",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T12:04:00","20.55","-48.26",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","8","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T13:00:00","26.81","-47.76",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","67","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T13:00:00","28.77","-45.42",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T13:00:00","21.03","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T13:00:00","22.26","-41.08",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T13:00:00","25.94","-43.80",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T13:00:00","25.81","-47.27",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T13:00:00","29.06","-47.32",,,"1","6","2","5","1","5","1",,"120",,"2",,,,,"10220","2","10","8","285",,,"214","1","298",,,,,,,,,,,,,"245","97","798","172","5","0",,"2","311111","11AAA11A11AAA1",,"5",,,,,
"6203607","2024-09-05T13:00:00","24.66","-46.55",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","46","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T13:00:00","26.41","-45.54",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T13:00:00","25.47","-40.40",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T13:00:00","28.95","-45.26",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T13:00:00","25.44","-47.53",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T13:00:00","21.40","-48.72",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402619","2024-09-05T13:00:00","21.54","-50.00",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","10","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T13:04:00","20.59","-48.26",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","289",,,,,,,,,,,,,"245","8","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T14:00:00","26.81","-47.76",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","67","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T14:00:00","28.78","-45.43",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T14:00:00","21.03","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T14:00:00","22.26","-41.08",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","277",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T14:00:00","25.81","-47.28",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T14:00:00","29.31","-47.03",,,"1","6","2","5","1","5","1",,"80",,"52","1","98","60","1","10220","2","5","8","273",,,"210","1","297","5","5","2","7","6","4",,"3","1","9","8","2","245","97","798","172","5","0",,"2","311111","1111111A111111",,"5",,"1",,,
"6203607","2024-09-05T14:00:00","24.66","-46.56",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","282",,,,,,,,,,,,,"245","46","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T14:00:00","26.41","-45.54",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","285",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T14:00:00","25.47","-40.41",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","278",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T14:00:00","28.96","-45.27",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T14:00:00","25.45","-47.53",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T14:00:00","21.41","-48.72",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T14:04:00","25.94","-43.81",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301725","2024-09-05T15:00:00","26.81","-47.75",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","67","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T15:00:00","28.78","-45.44",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101860","2024-09-05T15:00:00","21.03","-41.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"245","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4101861","2024-09-05T15:00:00","22.27","-41.09",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","278",,,,,,,,,,,,,"245","21","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4601782","2024-09-05T15:00:00","25.82","-47.30",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4XLPJKF","2024-09-05T15:00:00","29.55","-46.74",,,"1","6","2","5","1","5","1",,"220",,"12","1","97","60","6","10221","2","3","8","271",,,"209","1","296","7","7","7","A","4","4",,"4","3","9","8","2","245","96","798","172","5","0",,"2","311111","1111111A111111",,"5",,"6",,,
"6203607","2024-09-05T15:00:00","24.67","-46.56",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","283",,,,,,,,,,,,,"245","46","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203634","2024-09-05T15:00:00","26.42","-45.55",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","286",,,,,,,,,,,,,"245","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203639","2024-09-05T15:00:00","25.47","-40.42",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","279",,,,,,,,,,,,,"245","50","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6203768","2024-09-05T15:00:00","28.97","-45.27",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402616","2024-09-05T15:00:00","25.45","-47.53",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"6402618","2024-09-05T15:00:00","21.41","-48.72",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","288",,,,,,,,,,,,,"245","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"1301792","2024-09-05T15:04:00","20.56","-48.23",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","289",,,,,,,,,,,,,"245","8","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4402885","2024-09-05T15:04:00","25.94","-43.81",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","284",,,,,,,,,,,,,"245","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4101753","2024-09-05T16:00:00","28.79","-45.45",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","287",,,,,,,,,,,,,"245","85","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
