"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","THICKNESS_OF_I","IND_FOR_PRECIP"
"4601763","2024-09-06T00:00:00","27.77","-161.73",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,"233","71","798","172","7","0",,"2","7FFF7F","1AAAA9AAA1AAAA","4",,,,,
"4602596","2024-09-06T00:00:00","27.12","-166.13",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","278",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T00:00:00","20.83","-160.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-06T00:00:00","23.65","-162.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"233","32","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-06T00:00:00","25.20","-165.21",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","288",,,,,,,,,,,,"233","55","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-06T00:00:00","25.94","-162.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-06T00:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","143",,"24",,,,,"10163",,,"8","266",,,"218","9","282",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T00:00:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"140",,"22",,,,,"10167",,,"8","270",,,,"9","278",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2024-09-06T00:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103558","2024-09-06T00:00:00","29.17","-163.17",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","267",,,,,,,,,,,,"233","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-06T00:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","133",,"24",,,,,"10162",,,"8","266",,,"217","9","283",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T00:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","137",,"23",,,,,"10166",,,"8","270",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T00:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"150","1","30",,,,,"10161",,,"8","267",,,"217",,,,,,,,,,"4","6","9","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T00:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"140","1","30",,,,,"10165",,,"8","270",,,,,,,,,,,,,"4","11","8","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-06T00:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","137",,"29",,,,,"10161",,,"8","267",,,"216","9","283",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T00:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","148",,"48",,,,,"10165",,,"8","267",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T00:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","136",,"30",,,,,"10161",,,"8","267",,,"215","9","284",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T00:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","163",,"53",,,,,"10164",,,"8","261",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T00:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"140","1","40",,,,,"10160",,,"8","268",,,"218",,,,,,,,,,"4","7","9","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T00:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","183",,"30",,,,,"10163",,,"8","266",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"2101823","2024-09-06T01:00:00","28.89","-162.82",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","267",,,,,,,,,,,,"233","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601763","2024-09-06T01:00:00","27.78","-161.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,"233","71","798","172","7","0",,"2","7FFF7F","1AAAA9AAA1AAAA","4",,,,,
"4602596","2024-09-06T01:00:00","27.13","-166.13",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","279",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T01:00:00","20.84","-160.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-06T01:00:00","23.66","-162.25",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"233","32","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-06T01:00:00","25.19","-165.22",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","293",,,,,,,,,,,,"233","55","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-06T01:00:00","25.94","-162.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"233","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-06T01:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","137",,"40",,,,,"10158",,,"8","266",,,"218","9","281",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T01:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","130","1","20",,,,,"10161",,,"0","269",,,,"1","279",,,,"A",,,"12","4","36","12","4","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2024-09-06T01:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"233","61","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103558","2024-09-06T01:00:00","29.16","-163.17",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","267",,,,,,,,,,,,"233","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-06T01:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","131",,"34",,,,,"10158",,,"8","267",,,"218","9","281",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T01:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","137",,"16",,,,,"10162",,,"8","270",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T01:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"140","1","30",,,,,"10158",,,"8","267",,,"218",,,,,,,,,,"4","1","13","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T01:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"130","1","20",,,,,"10161",,,"8","269",,,,,,,,,,,,,"4","36","12","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-06T01:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","139",,"32",,,,,"10157",,,"8","267",,,"217","9","283",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T01:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","128",,"28",,,,,"10161",,,"8","269",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T01:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","139",,"28",,,,,"10156",,,"8","267",,,"217","9","284",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T01:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","126",,"30",,,,,"10160",,,"8","269",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T01:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"130","1","30",,,,,"10156",,,"8","268",,,"217",,,,,,,,,,"4","4","10","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T01:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"130","1","30",,,,,"10159",,,"8","269",,,,,,,,,,,,,"4","1","12","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"2101823","2024-09-06T02:00:00","28.89","-162.83",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","267",,,,,,,,,,,,"233","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601763","2024-09-06T02:00:00","27.78","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,"233","71","798","172","7","0",,"2","7FFF7F","1AAAA9AAA6AAAA","4",,,,,
"4602596","2024-09-06T02:00:00","27.13","-166.14",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","280",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T02:00:00","20.84","-160.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-06T02:00:00","23.67","-162.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"233","32","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-06T02:00:00","25.19","-165.23",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","298",,,,,,,,,,,,"233","55","798","172","7","0",,"2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-06T02:00:00","25.95","-162.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"233","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-06T02:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","130","1","30",,,,,"10156",,,"0","268",,,"217","1","283",,,,"A",,,"10","4","4","10","4","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2024-09-06T02:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","130","1","30",,,,,"10159",,,"0","269",,,,"1","280",,,,"A",,,"4","1","1","12","4","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2024-09-06T02:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"233","61","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103558","2024-09-06T02:00:00","29.15","-163.18",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","267",,,,,,,,,,,,"233","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-06T02:10:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"130",,"22",,,,,"10155",,,"8","268",,,"214","9","282",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T02:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","124",,"30",,,,,"10159",,,"8","270",,,,"9","281",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T02:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"130","1","30",,,,,"10154",,,"8","268",,,"213",,,,,,,,,,"4","20","13","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T02:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"120","1","30",,,,,"10159",,,"8","270",,,,,,,,,,,,,"4","1","12","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-06T02:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","134",,"26",,,,,"10154",,,"8","268",,,"211","9","283",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T02:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","119",,"24",,,,,"10158",,,"8","270",,,,"9","281",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T02:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","126",,"25",,,,,"10154",,,"8","270",,,"213","9","283",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T02:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","121",,"26",,,,,"10158",,,"8","270",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T02:50:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","114",,"27",,,,,"10154",,,"8","270",,,"215","9","283",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T02:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","114",,"21",,,,,"10158",,,"8","271",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"2101823","2024-09-06T03:00:00","28.89","-162.85",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","267",,,,,,,,,,,,"233","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602596","2024-09-06T03:00:00","27.14","-166.14",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","280",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T03:00:00","20.85","-160.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-06T03:00:00","23.68","-162.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"233","32","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-06T03:00:00","25.19","-165.23",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","295",,,,,,,,,,,,"233","55","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-06T03:00:00","25.95","-162.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","282",,,,,,,,,,,,"233","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-06T03:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","106",,"24",,,,,"10154",,,"8","269",,,"213","9","283",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T03:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","100","1","30",,,,,"10158",,,"0","271",,,,"1","280",,,,"A",,,"4","1","36","11","4","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2024-09-06T03:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"233","61","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103558","2024-09-06T03:00:00","29.13","-163.19",,,"1","4","2","5",,,"11",,,,,,,,,"10156",,,"8",,,,,"9","267",,,,,,,,,,,,"233","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-06T03:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","103",,"26",,,,,"10154",,,"8","269",,,"211","9","282",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T03:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","109",,"25",,,,,"10158",,,"8","270",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T03:20:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","115",,"27",,,,,"10153",,,"8","271",,,"215","9","281",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T03:20:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","103",,"26",,,,,"10158",,,"8","271",,,,"9","280",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T03:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","124",,"27",,,,,"10154",,,"8","270",,,"214","9","281",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T03:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","108",,"29",,,,,"10158",,,"8","270",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T03:40:00","24.45","-162.01",,,"1","5","2","5",,,"11",,"120",,"28",,,,,"10153",,,"8","270",,,"214","9","281",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T03:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","108",,"26",,,,,"10158",,,"8","270",,,,"9","278",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T03:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"120","1","30",,,,,"10154",,,"8","270",,,"213",,,,,,,,,,"4","4","13","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T03:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","111",,"27",,,,,"10158",,,"8","270",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"2101823","2024-09-06T04:00:00","28.89","-162.86",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","267",,,,,,,,,,,,"233","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601763","2024-09-06T04:00:00","27.78","-161.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"233","71","798","172","7","0",,"2","1FFF7F","1AAAA9AAA1AAAA","4",,,,,
"4602596","2024-09-06T04:00:00","27.15","-166.15",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","279",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T04:00:00","20.87","-160.08",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,"233","0","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602626","2024-09-06T04:00:00","23.69","-162.24",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,"233","32","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602722","2024-09-06T04:00:00","25.18","-165.25",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","291",,,,,,,,,,,,"233","55","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602740","2024-09-06T04:00:00","25.95","-162.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,"233","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2024-09-06T04:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","110","1","30",,,,,"10155","7","3","0","270",,,"213","1","281",,,,"A",,,,,,,,"233","42","993","114","6","1","2","2","111111","11AAA11A118AA1",,,"6",,,"4"
"5100101","2024-09-06T04:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","110","1","30",,,,,"10158","6","4","0","270",,,,"1","279",,,,"A",,,,,,,,"233","42","993","114","6","1","2","2","11111F","11AAA11AA18AA1",,,"6",,,"4"
"5102629","2024-09-06T04:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"233","61","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5103558","2024-09-06T04:00:00","29.12","-163.20",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","267",,,,,,,,,,,,"233","93","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2024-09-06T04:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","116",,"32",,,,,"10155",,,"8","270",,,"212","9","280",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T04:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","117",,"29",,,,,"10159",,,"8","270",,,,"9","278",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T04:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"110","1","20",,,,,"10156",,,"8","269",,,"210",,,,,,,,,,"4","3","12","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T04:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"110","1","30",,,,,"10160",,,"8","270",,,,,,,,,,,,,"4","1","12","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2024-09-06T04:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","121",,"25",,,,,"10156",,,"8","270",,,"213","9","280",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T04:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","98",,"31",,,,,"10160",,,"8","270",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T04:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","108",,"25",,,,,"10157",,,"8","268",,,"210","9","280",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2024-09-06T04:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","115",,"31",,,,,"10161",,,"8","269",,,,"9","279",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2024-09-06T04:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"120","1","30",,,,,"10158",,,"8","269",,,"209",,,,,,,,,,"4","12","9","4","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2024-09-06T04:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"110","1","30",,,,,"10162",,,"8","269",,,,,,,,,,,,,"4","10","8","4","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"2101823","2024-09-06T05:00:00","28.90","-162.87",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","267",,,,,,,,,,,,"233","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4601763","2024-09-06T05:00:00","27.79","-161.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,"233","71","798","172","7","0",,"1","1FFF7F","1AAAA9AAA1AAAA","4",,,,,
"4602596","2024-09-06T05:00:00","27.16","-166.15",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","278",,,,,,,,,,,,"233","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"4602619","2024-09-06T05:00:00","20.88","-160.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,"233","0","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
