"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"C6FU4","2024-09-11T12:00:00","22.60","-109.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10046","3","6","8","276",,"267","263",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T12:00:00","20.80","-108.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10058","5","5","8","278",,"260","254",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T13:00:00","21.00","-108.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10062","3","2","8","277",,"258","252",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T14:00:00","21.20","-109.00",,,"1","5","2","5","7","4","1",,,,,,,,,"10062","3","2","8","277",,"258","252",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T15:00:00","21.40","-109.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10067","3","8","8","290",,"263","254",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T16:00:00","21.50","-109.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10068","3","6","8","291",,"265","255",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVC4","2024-09-11T17:00:00","21.70","-109.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10062","8","0","8","290",,"261","250",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA7","5",,,,,,,
"VRFU9","2024-09-12T08:00:00","21.50","-109.70",,,"1","6","2","5","3","4","1",,"320",,"51","1","97",,"2","10060","2","20","8","290",,"280","276",,"260","4","3","2","5","4","4",,"3","3",,,,"239","19","798","172","5","1","2","1","111111","111A11111111A1","5",,"2",,,,,
"VRFU9","2024-09-12T18:00:00","21.50","-109.70",,,"1","4","2","0","3","4","1","0","320","1","50",,"97",,"2","10060","2","20","0","290","0","280","276","1","260","4","3","2","5","4","4",,"3","3",,,,"239","19","992","114","5","0",,"1","111111","111A11111111A1",,"1","2",,,,,"4"
"7JWH","2024-09-12T20:00:00","22.00","-110.00",,,"1","6","2","5","3","4","1",,"340","3","21","1","98","3","2","10076","2","25","8","300","0","270","258",,"270","6","6","7","2","7","7",,"5","1","34","8","2","238","20","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,
"D5NC3","2024-09-13T20:00:00","21.60","-108.70",,,"1","6","2","5","7","4","1",,"220","4","154",,,,,"10083",,,"8","260",,"240","231","1","270",,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","113511","11AAA111118AAA","5",,,,,,,
"VRUX9","2024-09-13T23:00:00","20.90","-109.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10089","6","8","8","284",,"262","254",,,,,"A",,"A","A",,,,,,,"239","9","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T00:00:00","20.80","-109.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10091","5","2","8","284",,"262","255",,,,,"A",,"A","A",,,,,,,"239","9","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T01:00:00","20.70","-109.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10093","3","2","8","284",,"261","253",,,,,"A",,"A","A",,,,,,,"239","9","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T02:00:00","20.50","-109.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10099","3","9","8","283",,"263","256",,,,,"A",,"A","A",,,,,,,"239","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T03:00:00","20.40","-108.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10103","1","12","8","285",,"264","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T03:00:00","20.10","-107.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10072","3","9","8","285",,"263","255",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T04:00:00","20.20","-108.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10111","3","16","8","284",,"264","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T04:00:00","20.20","-108.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10076","3","11","8","283",,"261","254",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T05:00:00","20.10","-108.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10115","1","16","8","285",,"264","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T05:00:00","20.30","-108.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10080","3","11","8","281",,"263","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRUX9","2024-09-14T06:00:00","20.00","-107.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10117","1","14","8","282",,"260","253",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T06:00:00","20.50","-108.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10081","0","9","8","276",,"262","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T07:00:00","20.60","-108.50",,,"1","5","2","5","7","3","1",,,,,,,,,"10074","8","2","8","277",,"261","255",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T08:00:00","20.70","-108.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10072","8","8","8","278",,"261","255",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T09:00:00","20.90","-108.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10069","6","11","8","279",,"262","256",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T10:00:00","21.00","-109.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10061","8","13","8","278",,"258","251",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T11:00:00","21.10","-109.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10063","5","9","8","273",,"253","246",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRNR5","2024-09-14T12:00:00","20.90","-108.80",,,"1","5","2","5","7","4","1",,,,,"1","97","2","1","10060","4","0","8","290",,"280","277",,,,,,,,,,,,,,,"239","8","798","172","5","1","2","1","F11711","111111111AAAA1","5",,"1",,,,,
"WPAJ","2024-09-14T12:00:00","21.20","-109.50",,,"1","5","2","5","7","3","1",,,,,,,,,"10067","5","2","8","267",,"246","238",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T13:00:00","21.40","-109.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10074","3","12","8","263",,"242","234",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T14:00:00","21.50","-109.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10078","3","15","8","262",,"237","227",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"WPAJ","2024-09-14T15:00:00","21.60","-110.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10078","0","10","8","303",,"257","240",,,,,"A",,"A","A",,,,,,,"238","10","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"9V9288","2024-09-15T14:00:00","21.50","-109.20",,,"1","6","2","5","3","4","1",,"320","4","93","1","96",,,"10135","4","0","8","240",,"230","226","1","230",,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","411111","111AA111118AA1","5",,,,,,,
"9V9288","2024-09-15T18:00:00","20.80","-108.20",,,"1","6","2","5","3","3","1",,"300","4","31","1","95",,,"10147","4","0","8","290",,"280","277","1","280",,,"A",,"A","A",,"4","4",,,,"239","8","798","172","5","1","2","2","111111","111AA1111181A1","5",,,,,,,
"2GNG3","2024-09-15T22:00:00","21.80","-109.70",,,"1","5","2","5","3","3","1",,"330","4","103","1","97","2","0","10140","7","30","8","290",,"240","216",,,"2","2","1","5","A","5",,"8","5",,,,"239","19","798","172","5","1","2","2","F11111","111111111A11A1","5",,"0",,,,,
"5LKJ9","2024-09-15T22:00:00","22.10","-109.80",,,"1","6","2","5","7","4","1",,"310","3","93","1","97","2",,"10123","4","0","8","270",,"220","193","7","270","3","3","1","5","3","0",,"4","3","25","9","3","239","29","798","172","5","1","2","2","111111","1111A111111111","5",,,,,,,
"2GNG3","2024-09-16T00:00:00","21.50","-109.10",,,"1","6","2","5","3","3","1",,"300","4","82","1","98",,,"10140",,,"8","270",,"230","210","1","290","2","2","A","6","A","2",,,,,,,"239","19","798","172","5","1","2","2","111111","111AA111111AAA","5",,,,,,,
"9HA5860","2024-09-17T02:00:00","21.30","-109.30",,,"1","4","0","0",,,"1","0","300","4","72",,"97","2",,"10150",,,"0","250",,,,"1","290",,,,"A",,,,,"1","23",,"2","239","19","992","114","5","1","2","1","11111F","1111A11AA1833A",,"3",,,,,,"4"
"9HA5860","2024-09-17T06:00:00","20.60","-108.20",,,"1","4","0","0",,,"1","0","320","4","62",,,,,"10150",,,"0","250",,,,"1","290",,,,"A",,,,,"1","23",,"3","239","8","992","114","5","1","2","1","11111F","11AAA11AA1833A",,"3",,,,,,"4"
"9HA5860","2024-09-17T10:00:00","20.00","-107.10",,,"1","4","0","0",,,"1","0","320","3","62",,"98","2",,"10142",,,"0","260",,,,"3","272","8",,,"A",,,,,"1","21",,"2","239","7","992","114","5","1","2","1","11111F","1111A11AA1133A",,"1",,,,,,"4"
"2CYD8","2024-09-19T00:00:00","24.30","-109.40",,,"1","6","2","5","3","3","1",,"170","4","31","1","98","1","2","10040","0","10","8","300",,"270","260","1","300","1","1","0","7","0","1",,"2","2",,,,"239","49","798","172","5","1","2","2","111111","111111111111A1","5",,"2",,,,,
"VRVB8","2024-09-19T05:00:00","20.00","-107.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10072","0","2","8","268",,"243","233",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"2CYD8","2024-09-19T06:00:00","23.10","-108.80",,,"1","6","2","5","3","3","1",,"160","4","41","1","98","2","2","10050","4","0","8","290",,"270","263","1","300","5","4","1","4","4","5",,"1","1","22","1","1","239","38","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,
"VRVB8","2024-09-19T06:00:00","20.20","-107.70",,,"1","5","2","5","7","5","1",,,,,,,,,"10078","3","4","8","266",,"241","231",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T07:00:00","20.40","-108.00",,,"1","5","2","5","7","5","1",,,,,,,,,"10074","0","1","8","262",,"237","228",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T08:00:00","20.60","-108.20",,,"1","5","2","5","7","5","1",,,,,,,,,"10076","0","4","8","258",,"233","223",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T09:00:00","20.80","-108.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10078","5","0","8","252",,"227","217",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T10:00:00","21.00","-108.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10065","8","9","8","248",,"224","213",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T11:00:00","21.20","-109.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10071","5","6","8","246",,"220","209",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"2CYD8","2024-09-19T12:00:00","21.90","-108.20",,,"1","6","2","5","3","3","1",,"280","4","67","1","98","3","1","10050","4","0","8","260",,"250","246","1","280","3","3","1","4","4","0",,"5","2",,,,"239","18","798","172","5","1","2","1","111111","111111111111A1","5",,"1",,,,,
"VRVB8","2024-09-19T12:00:00","21.40","-109.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10066","8","12","8","246",,"219","207",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T13:00:00","21.60","-109.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10074","0","8","8","242",,"215","203",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRVB8","2024-09-19T14:00:00","21.90","-109.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10075","3","5","8","241",,"213","200",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"2CYD8","2024-09-19T18:00:00","20.70","-107.50",,,"1","6","2","5","3","3","1",,"310","4","46","1","98","2","2","10060","4","0","8","290",,"240","220","1","280","5","4","4","6","6","4",,"1","1","18","1","1","239","7","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,
"2ZMV8HB","2024-09-20T12:00:00","22.00","-110.00",,,"1","6","2","5","7","4","1",,"300",,"82","1","98","2","1","10082","5","2","8","230",,,,"1","270","5","3","7","5","7","A","30","10","3",,,,"238","20","798","172","5","0",,"1","11111F","1111111AA111A1","5",,"1",,,,,
"8PRGBJL","2024-09-21T06:00:00","21.60","-109.60",,,"1","6","2","5","3","3","1",,"320",,"62","1","97","2","2","10103","1","10","8","230","0","220","216","7","290",,,"A",,"A","A","32","7","3","27","8","3","239","19","798","172","5","0",,"1","121111","11111111118111","5",,"2",,,,,
"8PRGBJL","2024-09-21T12:00:00","20.90","-108.30",,,"1","6","2","5","3","3","1",,"300",,"41","1","97","3","1","10088","5","1","8","220",,,,"7","292","3","3","7","3","1","3","30","3","1","21","8","2","239","8","798","172","5","0",,"1","14111F","1111111AA11111","5",,"1",,,,,
"8PRGBJL","2024-09-21T18:00:00","20.30","-107.30",,,"1","6","2","5","3","3","1",,"320",,"57","1","99","2","1","10116","1","7","8","290","0","250","235","7","323","7","7","1","5","6","A","32","8","3","20","9","2","239","7","798","172","5","0",,"2","111111","11111111111111","5",,"1",,,,,
"9HJC9","2024-09-22T02:00:00","21.90","-108.20",,,"1","6","2","5","3","4","1",,"270","4","82","1","99","2","0","10060","4","0","8","250",,,,"1","307","5","4","4","A","7","A",,"6","1",,,,"239","18","798","172","5","1","2","1","11111F","1111111AA111A1","5",,"0",,,,,
"9HJC9","2024-09-22T17:00:00","20.60","-105.20",,,"1","6","2","5","9","0","1",,"290","4","41",,,,,"10130",,,"8","350",,,,"1","250",,,"A",,"A","A",,,,,,,"239","5","798","172","5","1","2","2","451116","11AAA111118AAA","5",,,,,,,
"C6EI4","2024-09-22T18:00:00","21.80","-110.00",,,"1","6","2","5","3","3","1",,"320","4","41","1","98",,"2","10080",,,"8","260",,"240","231","7","270",,,"6",,"7","6",,"4","3",,,,"238","10","798","172","5","1","2","2","111111","111A11111181AA","5",,"2",,,,,
"7JYBKRJ","2024-09-22T21:00:00","21.40","-108.90",,,"1","6","2","5","3","3","1",,"290","4","67","1","98","2","1","10082","7","20","8","280","0","225","196","1","260","4","2","1","6","4","8",,"3","1","21","8","2","239","18","798","172","5","1","2","2","111111","11111111111111","5",,"1",,,,,
"C6EI4","2024-09-23T00:00:00","21.20","-109.00",,,"1","6","2","5","3","3","1",,"290","4","57","1","98","3","0","10030","4","0","8","300",,"260","243","7","280",,,"A",,"A","A",,"8","1","32","10","2","239","19","798","172","5","1","2","2","111121","11111111118111","5",,"0",,,,,
"C6EI4","2024-09-23T05:00:00","20.60","-108.20",,,"1","6","2","5","3","3","1",,"350","4","31","1","98",,"2","10070","4","0","8","250",,"240","236","7","270","5","5","6","3","7","9",,"2","2",,,,"239","8","798","172","5","1","2","1","111111","111A11111111A1","5",,"2",,,,,
"C6EI4","2024-09-23T10:00:00","20.60","-108.20",,,"1","6","2","5","3","3","1",,"350","4","31","1","98",,"2","10070","4","0","8","250",,"240","236","7","270","5","5","6","3","7","9",,"2","2",,,,"239","8","798","172","5","1","2","1","111111","111A11111111A1","5",,"2",,,,,
"C6FU4","2024-09-23T16:00:00","22.80","-109.90",,,"1","5","2","5","2","2","1",,,,,,,,,"10077","3","4","8","300",,"262","249",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-23T18:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10074","0","2","8","292",,"263","254",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"9HA5406","2024-09-23T19:00:00","21.30","-109.50",,,"1","4","0","0",,,"1","0","320","3","77",,"98","2",,"10080",,,"0","260",,,,"3","281","3",,,"A",,,,,"2","27",,"2","239","19","992","114","5","1","2","2","11111F","1111A11AA1133A",,"1",,,,,,"4"
"C6FU4","2024-09-23T19:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10062","8","15","8","296",,"252","236",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-23T22:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","6","18","8","304",,"258","241",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T00:00:00","22.80","-109.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10046","5","3","8","307",,"262","246",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T02:00:00","22.80","-109.50",,,"1","5","2","5","2","2","1",,,,,,,,,"10051","3","10","8","289",,"266","258",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"7JDE","2024-09-24T03:00:00","21.90","-110.00",,,"1","6","2","5","3","4","1",,"300","4","62","1","98","3","0","10089","2","27","8","250","0","230","222","1","250","3","3","1","6","A","A",,,,,,,"238","10","798","172","5","1","2","1","111111","11111111111AA1","5",,"0",,,,,
"C6FU4","2024-09-24T03:00:00","22.90","-109.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10057","3","12","8","287",,"258","247",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T05:00:00","22.90","-108.60",,,"1","6","2","5","2","4","1",,"240","4","46","1","98",,,"10057","0","6","8","282",,"267","263","1","313","4",,"A","A","A","A",,,,,,,"239","28","798","172","5","1","2","1","111111","111AA111111AA1","5",,,,,,,
"C6FU4","2024-09-24T06:00:00","22.90","-108.40",,,"1","5","2","5","2","4","1",,,,,,,,,"10052","8","5","8","280",,"261","254",,,,,"A",,"A","A",,,,,,,"239","28","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"7JDE","2024-09-24T07:00:00","21.20","-108.90",,,"1","6","2","5","3","4","1",,"270","4","72","1","99","2","0","10072","6",,"8","240","0","230","226","1","270","3","2","1","5","A","5",,"1","2",,,,"239","18","798","172","5","1","2","1","111111","111111111111A7","5",,"0",,,,,
"VRJL6","2024-09-24T08:00:00","20.00","-107.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10049","8","15","8","274",,"242","230",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T09:00:00","23.00","-107.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10055","0","2","8","275",,"262","257",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T09:00:00","20.10","-107.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10057","5","15","8","275",,"267","265",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T09:00:00","20.10","-107.30",,,"1","5","2","5","7","3","1",,,,,,,,,"10052","5","15","8","272",,"242","230",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T10:00:00","23.00","-107.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10049","8","5","8","274",,"264","261",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T10:00:00","20.20","-107.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10054","6","14","8","273",,"268","266",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T10:00:00","20.30","-107.50",,,"1","5","2","5","7","3","1",,,,,,,,,"10047","6","17","8","270",,"240","228",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"7JDE","2024-09-24T11:00:00","20.50","-107.70",,,"1","6","2","5","3","4","1",,"280","4","62","1","98","3","1","10064","7","8","8","220","0","210","206","1","270","4",,"1","5","A","A",,"3","1",,,,"239","7","798","172","5","1","2","1","141111","111111111111A1","5",,"1",,,,,
"C6FU4","2024-09-24T11:00:00","23.00","-107.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10043","8","12","8","269",,"265","264",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T11:00:00","20.30","-107.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10054","8","1","8","268",,"266","265",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T11:00:00","20.40","-107.70",,,"1","5","2","5","7","3","1",,,,,,,,,"10050","3","1","8","265",,"237","226",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T12:00:00","23.10","-106.80",,,"1","5","2","5","2","3","1",,,,,,,,,"10044","5","11","8","268",,"267","267",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T12:00:00","20.50","-107.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10060","3","3","8","263",,"260","260",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T12:00:00","20.60","-107.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10054","3","2","8","261",,"233","222",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T13:00:00","23.10","-106.60",,,"1","5","2","5","2","3","1",,,,,,,,,"10049","5","0","8","269",,"268","268",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T13:00:00","20.60","-108.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10066","3","12","8","261",,"258","257",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRJL6","2024-09-24T13:00:00","20.70","-108.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10058","3","11","8","262",,"233","221",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,
"C6FU4","2024-09-24T14:00:00","23.10","-106.40",,,"1","5","2","5","2","3","1",,,,,,,,,"10051","0","8","8","289",,"284","282",,,,,"A",,"A","A",,,,,,,"239","36","798","172","5","1","2","2","F1FF13","1AAAA1111A8AA1","5",,,,,,,
"VRGV9","2024-09-24T14:00:00","20.80","-108.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10071","1","17","8","264",,"257","255",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,
