"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4600620","2015-09-06T02:00:00","26.07","-145.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T02:00:00","27.43","-141.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T02:00:00","21.00","-141.73",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"268",,,,,,,,,,,,"235","11","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T02:01:00","29.98","-149.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T02:02:00","28.61","-144.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T02:03:00","21.00","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T02:04:00","29.98","-149.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T02:05:00","28.62","-144.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T02:11:00","28.62","-144.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T02:44:00","20.22","-142.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T02:45:00","20.99","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","1","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T02:51:00","26.07","-145.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T02:52:00","27.44","-141.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T02:52:00","28.62","-144.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T02:53:00","29.98","-149.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T02:54:00","20.99","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","1","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T02:58:00","29.98","-149.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T02:58:00","28.62","-144.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T03:00:00","20.22","-142.33",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"262",,,,,,,,,,,,"235","2","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T03:00:00","26.07","-145.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T03:00:00","27.44","-141.53",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"253",,,,,,,,,,,,"235","71","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T03:00:00","29.98","-149.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T03:40:00","29.97","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T03:42:00","20.99","-141.73",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"268",,,,,,,,,,,,"235","1","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T03:46:00","27.44","-141.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T03:46:00","29.97","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T03:46:00","28.62","-144.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T03:47:00","26.08","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T03:48:00","28.62","-144.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T03:48:00","20.99","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","1","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T03:49:00","20.21","-142.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T03:49:00","29.97","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T03:54:00","29.98","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T03:57:00","28.62","-144.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T04:00:00","20.21","-142.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T04:00:00","26.08","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T04:34:00","29.98","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T04:38:00","29.98","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T05:00:00","20.20","-142.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T05:00:00","26.08","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T05:00:00","27.44","-141.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T05:33:00","29.97","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T05:33:00","28.63","-144.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T05:57:00","20.99","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,"235","1","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T05:58:00","20.20","-142.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T05:58:00","29.97","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T05:59:00","27.45","-141.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T05:59:00","28.63","-144.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T06:00:00","20.20","-142.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T06:00:00","26.08","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T06:00:00","27.45","-141.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T06:00:00","28.62","-144.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T06:04:00","29.97","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T06:09:00","28.63","-144.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T06:53:00","20.18","-142.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T06:55:00","28.63","-144.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T06:56:00","27.45","-141.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T06:56:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T07:00:00","20.18","-142.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T07:00:00","26.10","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T07:00:00","27.45","-141.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T07:00:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T07:00:00","28.63","-144.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100676","2015-09-06T07:00:00","20.99","-141.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,"235","1","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T07:03:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T07:03:00","28.63","-144.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T07:39:00","20.17","-142.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T07:39:00","26.10","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T07:39:00","27.46","-141.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T07:39:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T07:40:00","28.64","-144.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T07:44:00","28.64","-144.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T07:48:00","28.64","-144.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T08:00:00","20.17","-142.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T08:00:00","26.10","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T08:00:00","27.46","-141.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T08:36:00","29.98","-149.93",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","99","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4600563","2015-09-06T09:00:00","20.17","-142.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T09:00:00","26.10","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T09:00:00","27.46","-141.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T10:00:00","20.15","-142.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T10:00:00","26.10","-145.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T10:00:00","27.49","-141.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T11:00:00","20.15","-142.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T11:00:00","26.11","-145.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T11:00:00","27.49","-141.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T11:20:00","27.49","-141.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T11:20:00","29.99","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T11:20:00","28.67","-144.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T11:21:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T11:21:00","28.64","-144.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T11:22:00","26.11","-145.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T11:24:00","29.98","-149.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T11:24:00","28.64","-144.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T11:28:00","20.15","-142.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T11:30:00","29.99","-149.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100527","2015-09-06T11:30:00","28.67","-144.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"235","84","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T12:00:00","20.15","-142.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T12:00:00","26.11","-145.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600621","2015-09-06T12:00:00","27.49","-141.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","251",,,,,,,,,,,,"235","71","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"5100526","2015-09-06T12:58:00","29.99","-149.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","99","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600563","2015-09-06T13:00:00","20.15","-142.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","2","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4600620","2015-09-06T13:00:00","26.11","-145.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
