"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","IND_FOR_PRECIP"
"WMCU","2023-09-15T08:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10052","8","17","8","297",,"268","259",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WMCU","2023-09-15T09:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10041","8","27","8","296",,"271","262",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WMCU","2023-09-15T11:00:00","20.70","71.40",,,"1","5","2","5","4","1","1",,,,"10030","8","22","8","298",,"275","268",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-15T11:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10058",,,"8",,,,,"9","289",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCU","2023-09-15T12:00:00","20.50","71.30",,,"1","5","2","5","5","2","1",,,,"10034","5","7","8","298",,"271","262",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-15T12:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10056",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCU","2023-09-15T13:00:00","20.40","71.10",,,"1","5","2","5","5","3","1",,,,"10045","3","1","8","287",,"266","259",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WMCU","2023-09-15T14:00:00","20.20","71.00",,,"1","5","2","5","5","3","1",,,,"10048","1","18","8","282",,"264","258",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-15T14:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10066",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCU","2023-09-15T15:00:00","20.00","70.90",,,"1","5","2","5","5","3","1",,,,"10048","1","14","8","282",,"263","257",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-15T18:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-15T23:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10057",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-16T00:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10058",,,"8",,,,,"9","287",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-16T01:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10060",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-16T02:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10067",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-16T03:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10073",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T00:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10057",,,"8",,,,,"9","275",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T03:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10074",,,"8",,,,,"9","275",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T04:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","276",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T06:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","276",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T07:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","276",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T10:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10047",,,"8",,,,,"9","276",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T11:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10049",,,"8",,,,,"9","277",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T12:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10050",,,"8",,,,,"9","278",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T13:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10058",,,"8",,,,,"9","278",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T15:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10066",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T16:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10075",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T17:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10078",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-20T19:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10075",,,"8",,,,,"9","281",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T00:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10061",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T02:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10073",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T03:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10079",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T04:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10084",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T05:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10088",,,"8",,,,,"9","280",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-21T10:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10059",,,"8",,,,,"9","281",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-21T11:00:00","20.50","70.10",,,"1","5","2","5","3","3","1",,,,"10063","5","10","8","329",,"291","279",,,"A",,"A","A","221","0","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T12:00:00","20.40","70.40",,,"1","4","0","0","2","3","1",,,,"10068","3","1","0","319","0","285","274",,,,"A",,,"221","0","992","114","5","0",,"2","F3FF11","1AAAA1111A8AA1",,"1","4"
"2302625","2023-09-21T12:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10064",,,"8",,,,,"9","282",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-21T13:00:00","20.40","70.60",,,"1","5","2","5","2","3","1",,,,"10075","3","14","8","307",,"278","269",,,"A",,"A","A","221","0","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-21T13:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10070",,,"8",,,,,"9","283",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-21T14:00:00","20.30","70.80",,,"1","5","2","5","2","3","1",,,,"10080","3","18","8","292",,"272","266",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T15:00:00","20.40","70.90",,,"1","5","2","5","2","3","1",,,,"10088","3","20","8","282",,"270","266",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T16:00:00","20.50","71.10",,,"1","5","2","5","2","3","1",,,,"10093","3","18","8","292",,"273","267",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-21T16:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10085",,,"8",,,,,"9","284",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-21T17:00:00","20.60","71.30",,,"1","5","2","5","1","3","1",,,,"10094","0","13","8","292",,"272","265",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T18:00:00","20.70","71.40",,,"1","5","2","5","1","3","1",,,,"10089","0","1","8","287",,"271","265",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T19:00:00","20.80","71.50",,,"1","5","2","5","1","2","1",,,,"10087","8","6","8","277",,"270","268",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-21T19:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","284",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-21T20:00:00","20.90","71.50",,,"1","5","2","5","1","2","1",,,,"10084","6","10","8","282",,"273","270",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-21T22:00:00","20.90","71.50",,,"1","5","2","5","8","1","1",,,,"10078","5","8","8","279",,"264","259",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-21T23:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10073",,,"8",,,,,"9","284",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-22T01:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10084","3","6","8","271",,"262","259",,,"A",,"A","A","221","1","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-22T01:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","284",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-22T02:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10087","3","8","8","270",,"263","261",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-22T02:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10083",,,"8",,,,,"9","283",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-22T03:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10092","3","11","8",,,"294","281",,,"A",,"A","A","221","1","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,
"2302625","2023-09-22T03:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10089",,,"8",,,,,"9","283",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-22T04:00:00","20.90","71.50",,,"1","5","2","5","9","0","1",,,,"10098","3","13","8",,,,,,,"A",,"A","A","221","1","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,
"2302625","2023-09-22T04:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10096",,,"8",,,,,"9","283",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"WMCS","2023-09-22T10:00:00","20.70","71.40",,,"1","5","2","5","4","1","1",,,,"10063","6","24","8","313",,"277","266",,,"A",,"A","A","221","1","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-22T11:00:00","20.50","71.40",,,"1","5","2","5","4","2","1",,,,"10063","6","16","8","317",,"280","267",,,"A",,"A","A","221","1","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-22T12:00:00","20.30","71.40",,,"1","5","2","5","4","3","1",,,,"10064","5","6","8","311",,"277","266",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"WMCS","2023-09-22T13:00:00","20.10","71.40",,,"1","5","2","5","4","3","1",,,,"10071","3","8","8","306",,"275","265",,,"A",,"A","A","221","1","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,
"2302625","2023-09-22T15:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10083",,,"8",,,,,"9","287",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-22T17:15:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","286",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-22T18:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10092",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-22T22:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","286",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-22T23:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10072",,,"8",,,,,"9","284",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T03:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10098",,,"8",,,,,"9","286",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T05:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10104",,,"8",,,,,"9","286",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T05:15:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10077",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T06:15:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10080",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T10:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10077",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T11:04:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10080",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T12:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-23T13:05:00","20.89","70.37",,,"1","4","2","5",,,"11",,,,"10084",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-24T23:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10072",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T00:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10078",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T01:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T03:05:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10094",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T04:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10096",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T10:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T11:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10065",,,"8",,,,,"9","288",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T12:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10072",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T15:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","291",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T16:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10086",,,"8",,,,,"9","291",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-25T22:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10070",,,"8",,,,,"9","291",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T00:05:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10075",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T01:05:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10082",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T02:05:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10090",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T03:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10096",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T04:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10100",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T05:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10100",,,"8",,,,,"9","289",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T06:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10098",,,"8",,,,,"9","289",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T07:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10092",,,"8",,,,,"9","289",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T11:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10070",,,"8",,,,,"9","291",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T13:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10074",,,"8",,,,,"9","292",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T14:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10083",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T15:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10091",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T16:04:00","20.90","70.35",,,"1","4","2","5",,,"11",,,,"10097",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T22:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-26T23:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10081",,,"8",,,,,"9","292",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T00:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10083",,,"8",,,,,"9","292",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T01:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10091",,,"8",,,,,"9","291",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T02:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10096",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T03:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10098",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T04:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10099",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T05:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10102",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T06:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10098",,,"8",,,,,"9","290",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T12:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T13:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10072",,,"8",,,,,"9","294",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T14:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10080",,,"8",,,,,"9","295",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-27T22:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10070",,,"8",,,,,"9","295",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T00:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10071",,,"8",,,,,"9","294",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T01:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10078",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T02:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10086",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T04:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10097",,,"8",,,,,"9","292",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T06:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10095",,,"8",,,,,"9","292",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T11:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10056",,,"8",,,,,"9","293",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T12:04:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10060",,,"8",,,,,"9","294",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T13:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10073",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,,
"2302625","2023-09-28T14:05:00","20.90","70.37",,,"1","4","2","5",,,"11",,,,"10070",,,"8",,,,,"9","296",,,,,"221","0","798","172","8","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,,
"WTAA","2023-09-28T15:00:00","20.40","70.20",,,"1","5","2","5","9",,"1",,,,"10062","0","7","8","289",,"260","249",,,"A",,"A","A","221","0","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,
