"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"7XCL4WP","2023-09-07T14:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10040","2","6","8","277",,,"254",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T15:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10045","2","13","8","276",,,"253",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T16:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10052","2","15","8","275",,,"255",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T17:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10055","2","15","8","273",,,"255",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T18:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10053","2","8","8","274",,,"255",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"9V8197","2023-09-07T18:00:00","24.30","60.20",,,"1","6","2","5","2","3","1",,,"4",,"1","98","2","2","10073","1",,"8","270","0","260","256","3","290",,,,,,,,,,,,,"220","40","798","172","5","0",,"1","117111","1111111111AAA7","5",,"2",,,,,,,,,
"7XCL4WP","2023-09-07T19:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10053","2","1","8","273",,,"255",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T20:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10052","7","2","8","274",,,"251",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T21:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10049","7","5","8","276",,,"248",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T22:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10046","7","7","8","274",,,"251",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-07T22:00:00","21.90","60.00",,,"1","5","2","5","8","4","1",,,,,,,,,"10054","8","11","8","258",,"256","255",,,,,"A",,"A","A",,,,,,,"220","10","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T23:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10043","7","10","8","272",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK72","2023-09-07T23:00:00","20.55","65.02",,,"1","6","2","5","7","4","1",,,,,"1","98","2","1","10066","6","12","8","276",,"246","233","1","288","5","3","4","6","6","5",,"6","3","25","6","4","220","5","798","172","5","0",,"1","11FF11","17111111111111","5",,"1",,,,,,,,,
"VROB9","2023-09-07T23:00:00","22.20","63.80",,,"1","6","2","5","1","3","1",,"230","4","46","1","97","1","2","10100","8","10","8","260",,"240","231","1","280",,,"A",,"A","A",,,,,,,"220","23","798","172","5","1","2","1","111111","11111111118AA1","5",,"2",,,,,,,,,
"7XCL4WP","2023-09-08T00:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10043","7","5","8","270",,,"250",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"VROB9","2023-09-08T00:00:00","22.10","63.70",,,"1","4","2","0","1","3","1","0","230","4","46",,"97","1","2","10100","8","10","0","260",,,"231","1","280",,,,"A",,,,,,,,,"220","23","992","114","5","0",,"1","111111","1111111A118AA1",,"1","2",,,,,,,,,"4"
"7XCL4WP","2023-09-08T01:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10045","4","0","8","270",,,"251",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-08T01:00:00","22.60","60.00",,,"1","5","2","5","8","3","1",,,,,,,,,"10052","8","2","8","253",,"253","253",,,,,"A",,"A","A",,,,,,,"220","20","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T02:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10051","2","9","8","272",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T03:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10058","2","15","8","275",,,"248",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK53","2023-09-08T03:00:00","21.75","61.55",,,"1","6","2","5","7","3","1","5",,,,"1","98",,,"10076","2","12","8","241",,"211","195","1","280","2","2","2","A","6","1",,"3","1","22","9","3","220","11","798","172","5","0",,"2","116111","141AA111111411","5",,,,,,"0",,,,,
"7XCL4WP","2023-09-08T04:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10062","2","17","8","280",,,"248",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T05:00:00","24.81","66.99",,,"1","5","2","5","3","0","1",,,,,,,,,"10062","2","11","8","289",,,"250",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T06:00:00","24.66","66.88",,,"1","5","2","5","5","4","1",,,,,,,,,"10050","7","8","8","277",,,"247",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"9V8197","2023-09-08T06:00:00","23.60","62.70",,,"1","6","2","5","3","3","1",,"230","4","62","1","98","2",,"10093","1","20","8","300","0","280","273","3","280","7","6","5","5","1","A",,"8","3","20","7","3","220","32","798","172","5","0",,"2","111111","1111A111111111","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T07:00:00","24.37","66.96",,,"1","5","2","5","4","4","1",,,,,,,,,"10059","7","3","8","280",,,"252",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"D5UT6","2023-09-08T07:00:00","23.10","60.10",,,"1","6","2","5","7","3","1",,"180","4","103","1","98",,"2","10148",,,"8","310","0","270","254","3","294","3","3","4","7","4","4",,"20","4",,,,"220","30","798","172","5","0",,"2","111311","111A11111113AA","5",,"2",,,,,,,,,
"TBWUK72","2023-09-08T07:00:00","21.77","63.25",,,"1","6","2","5","7","4","1",,,,,"1","98","2",,"10072","8","0","8","291",,"281","277","1","275","3","3","2","2","0","0","0","4","1","23","8","3","220","13","798","172","5","0",,"2","11FF11","1711A111111117","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T08:00:00","24.07","67.05",,,"1","5","2","5","4","4","1",,,,,,,,,"10054","7","8","8","278",,,"249",,,,,,,,,,,,,,,"220","47","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T09:00:00","23.77","67.15",,,"1","5","2","5","4","4","1",,,,,,,,,"10048","7","2","8","279",,,"246",,,,,,,,,,,,,,,"220","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T10:00:00","23.47","67.25",,,"1","5","2","5","4","4","1",,,,,,,,,"10043","7","16","8","280",,,"245",,,,,,,,,,,,,,,"220","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T11:00:00","23.16","67.35",,,"1","5","2","5","4","4","1",,,,,,,,,"10043","7","12","8","281",,,"246",,,,,,,,,,,,,,,"220","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK72","2023-09-08T11:00:00","22.35","62.25",,,"1","6","2","5","7","4","1",,,,,"1","98","2","0","10054","8","22","8","291",,"276","270","1","265","3","2","1","4","4","8",,"6","1",,,,"220","22","798","172","5","0",,"2","11FF11","171111111111A1","5",,"0",,,,,,,,,
"7XCL4WP","2023-09-08T12:00:00","22.85","67.46",,,"1","5","2","5","3","4","1",,,,,,,,,"10044","7","4","8","281",,,"246",,,,,,,,,,,,,,,"220","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T13:00:00","22.59","67.67",,,"1","5","2","5","3","4","1",,,,,,,,,"10045","2","2","8","281",,,"246",,,,,,,,,,,,,,,"220","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T14:00:00","22.34","67.89",,,"1","5","2","5","3","4","1",,,,,,,,,"10051","2","9","8","280",,,"252",,,,,,,,,,,,,,,"220","27","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-08T14:00:00","22.22","60.09",,,"1","5","2","5","8","4","1",,"190",,"93",,,,,"10052","7","4","8","277",,,"247",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK72","2023-09-08T14:00:00","22.82","61.52",,,"1","6","2","5","7","4","1","5",,,,"1","98","3",,"10053","5","3","8","271",,"261","257","1","280","5","5","5","5","6","5",,"10","4",,,,"220","21","798","172","5","0",,"1","11FF11","1711A1111111A1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T15:00:00","22.09","68.12",,,"1","5","2","5","3","4","1",,,,,,,,,"10055","2","11","8","280",,,"249",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"EUMDE60","2023-09-08T15:00:00","22.49","60.08",,,"1","5","2","5","8","4","1","5","185",,"77",,,,,"10057","2","5","8","260",,,"244",,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T16:00:00","21.83","68.35",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","2","19","8","281",,,"249",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T17:00:00","21.58","68.58",,,"1","5","2","5","3","4","1",,,,,,,,,"10067","2","16","8","282",,,"251",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"TBWUK72","2023-09-08T17:00:00","23.30","60.67",,,"1","6","2","5","7","4","1",,,,,"1","98","2",,"10046","3","4","8","271",,"251","242","1","290","2","2","1","4","0","0",,"4","1","15","5","1","220","30","798","172","5","0",,"1","11FF11","1711A111111111","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T18:00:00","21.34","68.81",,,"1","5","2","5","3","4","1",,,,,,,,,"10065","2","10","8","281",,,"249",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T19:00:00","21.08","69.04",,,"1","5","2","5","3","4","1",,,,,,,,,"10057","7","8","8","281",,,"249",,,,,,,,,,,,,,,"220","19","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T20:00:00","20.83","69.26",,,"1","5","2","5","3","4","1",,,,,,,,,"10053","7","15","8","281",,,"249",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T21:00:00","20.58","69.49",,,"1","5","2","5","3","4","1",,,,,,,,,"10049","7","17","8","281",,,"255",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T22:00:00","20.32","69.71",,,"1","5","2","5","3","4","1",,,,,,,,,"10044","7","13","8","281",,,"251",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-08T23:00:00","20.06","69.93",,,"1","5","2","5","3","4","1",,,,,,,,,"10050","7","3","8","282",,,"255",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"9V8197","2023-09-09T00:00:00","22.50","66.80",,,"1","6","2","5","2","3","1",,"280","4","82","1","98","2","0","10063","0","0","8","260","0","250","246","3","280",,,,,,,,,"4","26","5","4","220","26","798","172","5","0",,"1","111111","1111111111A311","5",,"0",,,,,,,,,
"VTMV","2023-09-09T07:00:00","23.60","60.20",,,"1","6","2","5","3","3","1",,"160","4","108",,,,,"10068","0",,"8","300","0","270","258","1","330",,,,,,,,,,,,,"220","30","798","172","5","0",,"2","311311","11AAA11111AAA7","5",,,,,,,,,,,
"C6UU5","2023-09-09T08:00:00","23.50","60.80",,,"1","6","2","5","7","3","1",,"240","4","82","1","98",,,"10094",,"10","8","280","0","260","252",,"280","6","1","6","2","4","2",,"2","2","36","5","4","220","30","798","172","5","0",,"2","111111","111AA111111117","5",,,,,,,,,,,
"3FMI2","2023-09-09T18:00:00","21.00","68.90",,,"1","6","2","5","8","3","1",,"270","3","82","1","98","3","0","10000","6",,"8","270","0","250","243","3","300","4","4","5","5","0","0",,"2","3","27","2","3","220","18","798","172","5","0",,"1","111111","11111111111117","5",,"0",,,,,,,,,
"VTMV","2023-09-10T07:00:00","21.40","65.20",,,"1","6","2","5","2","3","1",,"260","4","103",,,,,"10068","0",,"8","320","0","280","265","1","310",,,,,,,,,,,,,"220","15","798","172","5","0",,"2","351111","11AAA11111AAA7","5",,,,,,,,,,,
"TBWUK48","2023-09-10T11:00:00","21.40","61.63",,,"1","6","2","5","3","4","1",,"220",,"103",,,,,"10022","2",,"8","301",,"261","244","1","270",,,,,,,,,,,,,"220","11","798","172","5","0",,"2","111111","11AAA11111AAA7","5",,,,,,,,,,,
"7XCL4WP","2023-09-10T23:00:00","20.27","69.98",,,"1","5","2","5","7","4","1",,,,,,,,,"10046","7","9","8","283",,,"249",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T00:00:00","20.53","69.81",,,"1","5","2","5","7","4","1",,,,,,,,,"10049","7","1","8","283",,,"250",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T01:00:00","20.77","69.62",,,"1","5","2","5","7","4","1",,,,,,,,,"10052","2","4","8","284",,,"254",,,,,,,,,,,,,,,"220","9","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T02:00:00","21.01","69.43",,,"1","5","2","5","7","4","1",,,,,,,,,"10053","2","7","8","283",,,"248",,,,,,,,,,,,,,,"220","19","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T02:00:00","24.50","60.00",,,"1","4","0","0","2","4","1",,,,,,,,,"10011","0","1","0","276","0","273","272",,,,,,"A",,,,,,,,,"220","40","992","114","5","0",,"2","F1FF13","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"7XCL4WP","2023-09-11T03:00:00","21.25","69.24",,,"1","5","2","5","7","4","1",,,,,,,,,"10058","2","9","8","284",,,"243",,,,,,,,,,,,,,,"220","19","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T03:00:00","24.40","60.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10019","3","5","8","283",,"269","265",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T04:00:00","21.49","69.06",,,"1","5","2","5","7","4","1",,,,,,,,,"10063","2","12","8","287",,,"244",,,,,,,,,,,,,,,"220","19","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T04:00:00","24.40","60.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10030","3","18","8","298",,"275","268",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T05:00:00","21.77","68.92",,,"1","5","2","5","8","4","1",,,,,,,,,"10061","2","8","8","285",,,"245",,,,,,,,,,,,,,,"220","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T05:00:00","24.30","60.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10041","3","30","8","303",,"274","265",,,,,"A",,"A","A",,,,,,,"220","40","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"3FUY2","2023-09-11T06:00:00","21.60","62.80",,,"1","6","2","5","7","3","1",,"230","4","46","1","98","3","1","10020","7",,"8","300","0","280","273","3","280","3","3","1","5","0","1",,"4","2","30","4","2","220","12","798","172","5","0",,"2","111111","11111111111117","5",,"1",,,,,,,,,
"7XCL4WP","2023-09-11T06:00:00","22.05","68.83",,,"1","5","2","5","8","4","1",,,,,,,,,"10060","2","2","8","285",,,"246",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"V7QS7","2023-09-11T06:00:00","23.00","60.90",,,"1","6","2","5","3","3","1",,"190","4","72","1","98","0","2","10050","1","10","8","280","0","260","253","1","270","8","8","7","2","5","7",,"4","4","15","4","4","220","30","798","172","5","0",,"2","111111","11111111111111","5",,"2",,,,,,,,,
"WMCU","2023-09-11T06:00:00","24.30","61.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10043","1","23","8","309",,"275","264",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T07:00:00","22.35","68.83",,,"1","5","2","5","1","4","1",,,,,,,,,"10057","7","6","8","287",,,"253",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T07:00:00","24.20","61.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10041","0","11","8","315",,"276","263",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T08:00:00","22.61","68.98",,,"1","5","2","5","1","4","1",,,,,,,,,"10051","7","10","8","292",,,"251",,,,,,,,,,,,,,,"220","28","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T08:00:00","24.20","61.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10036","8","5","8","320",,"279","266",,,,,"A",,"A","A",,,,,,,"220","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T09:00:00","22.58","69.28",,,"1","5","2","5","3","4","1",,,,,,,,,"10046","7","15","8","289",,,"255",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T09:00:00","24.20","62.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10034","8","9","8","314",,"276","264",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T10:00:00","22.62","69.55",,,"1","5","2","5","2","4","1",,,,,,,,,"10039","7","18","8","291",,,"253",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T10:00:00","24.20","62.50",,,"1","5","2","5","2","4","1",,,,,,,,,"10027","8","14","8","317",,"281","269",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T11:00:00","22.65","69.70",,,"1","5","2","5","7","1","1",,,,,,,,,"10035","7","16","8","291",,,"250",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T11:00:00","24.20","62.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10023","8","13","8","317",,"278","265",,,,,"A",,"A","A",,,,,,,"220","42","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"3FUY2","2023-09-11T12:00:00","22.30","61.80",,,"1","6","2","5","7","3","1",,"180","4","51",,,"2","1","10020","4","0","8","300","0","280","273","3","282","5","4","1","4","4","3",,"3","3","18","3","3","220","21","798","172","5","0",,"2","111111","11A11111111111","5",,"1",,,,,,,,,
"7XCL4WP","2023-09-11T12:00:00","22.66","69.70",,,"1","5","2","5","0","0","1",,,,,,,,,"10035","7","10","8","294",,,"251",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"V7QS7","2023-09-11T12:00:00","22.20","62.10",,,"1","6","2","5","3","3","1",,"170","4","41","1","98",,,"10040","0","0","8","330","0","280","264","1","280","5","5","4","5","A","A",,"2","2","15","2","2","220","22","798","172","5","0",,"2","151111","111AA111111111","5",,,,,,,,,,,
"WMCU","2023-09-11T12:00:00","24.20","63.20",,,"1","5","2","5","2","4","1",,,,,,,,,"10023","6","10","8","313",,"276","264",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T13:00:00","22.65","69.70",,,"1","5","2","5","8","0","1",,,,,,,,,"10037","7","2","8","286",,,"254",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T13:00:00","24.20","63.40",,,"1","5","2","5","2","4","1",,,,,,,,,"10025","5","2","8","299",,"270","261",,,,,"A",,"A","A",,,,,,,"220","43","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T14:00:00","22.66","69.71",,,"1","5","2","5","8","0","1",,,,,,,,,"10041","2","6","8","282",,,"252",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T14:00:00","24.20","63.70",,,"1","4","0","0","2","4","1",,,,,,,,,"10028","3","5","0","278","0","260","254",,,,,,"A",,,,,,,,,"220","43","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"7XCL4WP","2023-09-11T15:00:00","22.66","69.71",,,"1","5","2","5","1","0","1",,,,,,,,,"10046","2","11","8","285",,,"244",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T15:00:00","24.20","64.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10031","3","7","8","274",,"262","258",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T16:00:00","22.70","69.71",,,"1","5","2","5","1","2","1",,,,,,,,,"10053","2","16","8","283",,,"248",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T16:00:00","24.30","64.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10034","3","9","8","270",,"263","260",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T17:00:00","22.75","69.71",,,"1","5","2","5","6","0","1",,,,,,,,,"10057","2","15","8","281",,,"247",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMCU","2023-09-11T17:00:00","24.30","64.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10038","3","10","8","270",,"262","260",,,,,"A",,"A","A",,,,,,,"220","44","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-11T18:00:00","22.75","69.71",,,"1","5","2","5","0","0","1",,,,,,,,,"10056","2","9","8","280",,,"247",,,,,,,,,,,,,,,"220","29","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"V7QS7","2023-09-11T18:00:00","21.40","63.30",,,"1","6","2","5","3","3","1",,"180","4","72","1","98","1","2","10050","1","10","8","270","0","250","243","1","270","8","8","7","2","6","7",,"4","4","22","5","4","220","13","798","172","5","0",,"1","111111","11111111111111","5",,"2",,,,,,,,,
