"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","ICE_SIT_TREND","IND_FOR_PRECIP"
"8JGV5XF","2023-09-05T01:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","176",,"9",,,,,"10015",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK48","2023-09-05T01:00:00","25.82","51.88",,,"1","6","2","5","0","0","1",,"180",,"10",,,,,"10020","2",,"8","331",,"301","291","1","340",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","111111","11AAA11111AAA7","5",,,,,,,,,,,,
"V7DR9","2023-09-05T01:00:00","26.10","50.70",,,"1","4","0","0","0","0","1","0",,"3",,,"96",,,"10050","0","10","0","310","0","290","284","3","353",,,,"A",,,,,,,,,"219","60","992","114","5","1","2","1","11FF11","111AA111118AA1",,"1",,,,,,,,,,,"4"
"7XCL4WP","2023-09-05T02:00:00","24.99","55.05",,,"1","5","2","5","7","1","1",,,,,,,,,"10027","2","8","8","321",,,"282",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T02:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","141",,"32",,,,,"10017",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T03:00:00","25.12","54.94",,,"1","5","2","5","7","3","1",,,,,,,,,"10033","2","13","8","326",,,"285",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T03:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","153",,"30",,,,,"10022",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK48","2023-09-05T03:00:00","25.83","51.88",,,"1","6","2","5","0","0","1",,"210",,"26","1","98","0","0","10020","0","6","8","351",,"291","269","1","344","2","1","1","6","4","4","0","2","0","1","1","1","219","51","798","172","5","0",,"2","111111","11111111111311","5",,"0","9","2","1",,,,,,,
"TBWUK59","2023-09-05T03:00:00","25.62","56.75",,,"1","6","2","5","8","4","1",,,,,"1","97","2",,"10043","3","15","8","301",,"276","267","1","320","8","6","2","4","2","2","0","0","0",,,,"219","56","798","172","5","0",,"2","11FF11","1711A1111111A1","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T04:00:00","25.36","54.87",,,"1","5","2","5","8","4","1",,,,,,,,,"10038","2","14","8","329",,,"289",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T04:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","134",,"14",,,,,"10027",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK59","2023-09-05T04:00:00","25.90","56.70",,,"1","4","0","0","8","4","1","0",,,,,"97","2","1","10043","2","20","0","311","0","281","270","1","320","5",,"6","2","A","A",,"3","1",,,,"219","56","992","114","5","1","2","2","11FF11","171111111111A1",,,"1",,,,,,,,,,"4"
"TBWUK63","2023-09-05T04:00:00","25.83","51.80",,,"1","6","2","5","0","0","1","5",,,,,,,,"10036","2","14","8","341",,"311","302","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"2","11FF11","17AAA11111AAA1","5",,,,,,,,,,,,
"V7DR9","2023-09-05T04:00:00","26.10","50.70",,,"1","6","2","5","9","0","1",,"220","3","26",,,,,"10060",,,"8","290",,"280","277","3","352",,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T05:00:00","25.63","54.91",,,"1","5","2","5","1","4","1",,,,,,,,,"10039","2","12","8","331",,,"289",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T05:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","85",,"20",,,,,"10029",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T06:00:00","25.75","55.22",,,"1","5","2","5","1","4","1",,,,,,,,,"10041","2","7","8","322",,,"292",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T06:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","27",,"25",,,,,"10032",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T07:00:00","25.91","55.50",,,"1","5","2","5","1","4","1",,,,,,,,,"10040","2","3","8","328",,,"283",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T07:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","52",,"38",,,,,"10029",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK48","2023-09-05T07:00:00","25.82","51.87",,,"1","6","2","5","0","0","1",,"290",,"36",,,,,"10036","0",,"8","361",,,,"1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"2","11111F","11AAA11AA1AAA7","5",,,,,,,,,,,,
"VTMV","2023-09-05T07:00:00","25.20","56.50",,,"1","6","2","5","0","0","1",,"110","4","41",,,,,"10058","0",,"8","330","0","280","261","1","350",,,,,,,,,,,,,"219","56","798","172","5","0",,"2","311111","11AAA11111AAA7","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T08:00:00","26.07","55.78",,,"1","5","2","5","1","4","1",,,,,,,,,"10034","7","4","8","338",,,"281",,,,,,,,,,,,,,,"219","65","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T08:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","69",,"48",,,,,"10025",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"V7EQ4","2023-09-05T08:00:00","23.70","58.90",,,"1","4","0","0","3","3","1","0","60","4","26",,"97","5","2","10060",,,"0","320","0","300","293","1","320",,,,"A",,,,"10","1","0",,,"219","38","992","114","5","1","2","2","111111","1111111111813A",,"1","2","0",,,,,,,,,"4"
"7XCL4WP","2023-09-05T09:00:00","26.29","56.01",,,"1","5","2","5","1","4","1",,,,,,,,,"10028","7","13","8","336",,,"278",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T09:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","82",,"58",,,,,"10019",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T10:00:00","26.46","56.29",,,"1","5","2","5","1","4","1",,,,,,,,,"10021","7","20","8","336",,,"278",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T10:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","95",,"46",,,,,"10012",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T11:00:00","26.53","56.57",,,"1","5","2","5","3","4","1",,,,,,,,,"10012","7","23","8","308",,,"275",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T11:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","94",,"47",,,,,"10005",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T12:00:00","26.26","56.65",,,"1","5","2","5","4","4","1",,,,,,,,,"10009","7","19","8","309",,,"273",,,,,,,,,,,,,,,"219","66","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T12:00:00","24.61","56.68",,,"1","5","2","5","9",,"1","5","106",,"40",,,,,"10002",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T13:00:00","25.98","56.73",,,"1","5","2","5","4","4","1",,,,,,,,,"10010","7","11","8","308",,,"275",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T13:00:00","24.61","56.68",,,"1","5","2","5","9",,"1","5","127",,"31",,,,,"10000",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T14:00:00","25.71","56.84",,,"1","5","2","5","3","4","1",,,,,,,,,"10014","2","2","8","307",,,"271",,,,,,,,,,,,,,,"219","56","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T14:00:00","24.61","56.68",,,"1","5","2","5","9",,"1","5","155",,"35",,,,,"10002",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"V7DR9","2023-09-05T14:00:00","26.10","50.70",,,"1","6","2","5","9","0","1",,"330","3","72","1","97",,,"10030",,,"8","340",,"300","289","3","356",,,"7",,"7","8",,,,,,,"219","60","798","172","5","1","2","2","111111","111AA111118AAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T15:00:00","25.52","57.09",,,"1","5","2","5","3","4","1",,,,,,,,,"10017","2","9","8","306",,,"273",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T15:00:00","24.61","56.69",,,"1","5","2","5","9",,"1",,"150",,"44",,,,,"10002",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T16:00:00","25.41","57.39",,,"1","5","2","5","3","4","1",,,,,,,,,"10022","2","13","8","300",,,"271",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T16:00:00","24.61","56.69",,,"1","5","2","5","9",,"1",,"150",,"51",,,,,"10001",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"V7DR9","2023-09-05T16:00:00","26.10","50.70",,,"1","6","2","5","9","0","1",,"40","3","77","1","97",,,"10030",,,"8","330",,"290","278","3","350",,,"7",,"7","8",,,,,,,"219","60","798","172","5","1","2","1","111111","111AA111118AAA","5",,,,,,,,,,,,
"V7OE5","2023-09-05T16:00:00","25.80","51.80",,,"1","6","2","5","9","0","1",,"30","4","51","1","97","0",,"10021","2","3","8","350",,"340","337","3","350","6","6","7","4","1","A",,"3","1",,,,"219","51","798","172","5","1","2","1","111111","1111A1111111A1","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T17:00:00","25.31","57.69",,,"1","5","2","5","2","4","1",,,,,,,,,"10028","2","14","8","298",,,"269",,,,,,,,,,,,,,,"219","57","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T17:00:00","24.61","56.69",,,"1","5","2","5","9",,"1","5","123",,"53",,,,,"10009",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK63","2023-09-05T17:00:00","25.83","51.80",,,"1","6","2","5","0","0","1",,,,,,,,,"10024","3","8","8","351",,"311","298","1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","11FF11","17AAA11111AAA1","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T18:00:00","25.23","58.00",,,"1","5","2","5","2","4","1",,,,,,,,,"10031","2","13","8","297",,,"269",,,,,,,,,,,,,,,"219","58","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T18:00:00","24.60","56.71",,,"1","5","2","5","9",,"1","5","145",,"47",,,,,"10008",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T19:00:00","25.14","58.31",,,"1","5","2","5","2","4","1",,,,,,,,,"10030","2","6","8","291",,,"265",,,,,,,,,,,,,,,"219","58","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T19:00:00","24.57","56.91",,,"1","5","2","5","9",,"1","5","122",,"46",,,,,"10004",,,"8",,,,,,,,,,,,,,,,,,,"219","46","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK48","2023-09-05T19:00:00","25.82","51.87",,,"1","6","2","5","0","0","1",,,,,,,,,"10026","0",,"8","361",,,,"1","350",,,,,,,,,,,,,"219","51","798","172","5","0",,"1","11FF1F","17AAA11AA1AAA7","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T20:00:00","25.05","58.63",,,"1","5","2","5","2","4","1",,,,,,,,,"10032","2","4","8","289",,,"262",,,,,,,,,,,,,,,"219","58","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T20:00:00","24.51","57.12",,,"1","5","2","5","9",,"1","5","114",,"30",,,,,"9998",,,"8",,,,,,,,,,,,,,,,,,,"219","47","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T21:00:00","24.95","58.95",,,"1","5","2","5","2","4","1",,,,,,,,,"10028","7","4","8","290",,,"265",,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T21:00:00","24.46","57.33",,,"1","5","2","5","9",,"1","5","45",,"27",,,,,"10002",,,"8",,,,,,,,,,,,,,,,,,,"219","47","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T22:00:00","24.87","59.27",,,"1","5","2","5","2","4","1",,,,,,,,,"10024","7","5","8","287",,,"265",,,,,,,,,,,,,,,"219","49","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T22:00:00","24.40","57.56",,,"1","5","2","5","9",,"1",,"100",,"30",,,,,"10005",,,"8",,,,,,,,,,,,,,,,,,,"219","47","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-05T23:00:00","24.78","59.58",,,"1","5","2","5","2","4","1",,,,,,,,,"10028","7","4","8","281",,,"260",,,,,,,,,,,,,,,"219","49","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-05T23:00:00","24.33","57.79",,,"1","5","2","5","9",,"1","5","52",,"33",,,,,"10006",,,"8",,,,,,,,,,,,,,,,,,,"219","47","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"7XCL4WP","2023-09-06T00:00:00","24.70","59.89",,,"1","5","2","5","2","4","1",,,,,,,,,"10034","2","7","8","277",,,"259",,,,,,,,,,,,,,,"219","49","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T00:00:00","24.27","58.01",,,"1","5","2","5","9",,"1","5","59",,"62",,,,,"10011",,,"8",,,,,,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"9V3776","2023-09-06T00:00:00","28.50","51.80",,,"1","4","0","0",,,"1","0","180","4","21",,"97","2",,"10020",,,"0","310",,,,,,,,,"A",,,,,,,,,"219","81","992","114","5","0",,"1","F1111F","1111A11AAA8AAA",,"3",,,,,,,,,,,"4"
"8JGV5XF","2023-09-06T01:00:00","24.22","58.22",,,"1","5","2","5","9",,"1","5","46",,"51",,,,,"10014",,,"8",,,,,,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK59","2023-09-06T01:00:00","26.10","52.33",,,"1","6","2","5","6","3","1","5",,,,"1","96",,,"10020","5","12","8","331",,"271","247","1","330","2",,,"A",,,,,,,,,"219","62","798","172","5","0",,"1","11FF11","171AA111111AA1","5",,,,,,,,"0",,,,
"8JGV5XF","2023-09-06T02:00:00","24.16","58.43",,,"1","5","2","5","9",,"1","5","61",,"48",,,,,"10020",,,"8",,,,,,,,,,,,,,,,,,,"219","48","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T03:00:00","24.09","58.63",,,"1","5","2","5","9",,"1","5","74",,"49",,,,,"10025",,,"8",,,,,,,,,,,,,,,,,,,"219","48","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"TBWUK70","2023-09-06T03:00:00","23.98","58.67",,,"1","6","2","5","3","3","1","5",,,,"1","98",,,"10058","1","18","8","321",,"281","266","1","310","1","1","1","5",,,,,,,,,"219","38","798","172","5","0",,"2","11FF11","171AA111111AA1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T04:00:00","23.97","58.80",,,"1","5","2","5","9",,"1","5","99",,"47",,,,,"10030",,,"8",,,,,,,,,,,,,,,,,,,"219","38","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T05:00:00","23.84","58.96",,,"1","5","2","5","9",,"1","5","78",,"41",,,,,"10034",,,"8",,,,,,,,,,,,,,,,,,,"219","38","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"9V3776","2023-09-06T05:00:00","25.80","51.80",,,"1","4","0","0",,,"1","0","180","4","21",,"98",,,"10030",,,"0","340",,,,,,,,,"A",,,,,,,,,"219","51","992","114","5","0",,"2","F1111F","111AA11AAA8AAA",,"3",,,,,,,,,,,"4"
"8JGV5XF","2023-09-06T06:00:00","23.70","59.12",,,"1","5","2","5","9",,"1","5","67",,"39",,,,,"10033",,,"8",,,,,,,,,,,,,,,,,,,"219","39","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"D7VM","2023-09-06T06:00:00","26.10","55.20",,,"1","5","2","5","9",,"1",,"10","4","41","1","91",,,,,,"8","343",,,,,,"0","0","0","9","0","0",,,"1",,,,"219","65","798","172","5","1","2","2","F111FF","111AAA1AAA13AA","5",,,,,,,,,,,,
"DIDK2","2023-09-06T06:00:00","25.50","53.90",,,"1","6","2","5","7","3","1",,"300",,"36","1","96","5",,"10050","2","17","8","365","0","330","320","1","360","0","0","0","9","0","0","30","3","1",,,,"219","53","798","172","5","0",,"2","331111","1111A1111111A1","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T07:00:00","23.56","59.29",,,"1","5","2","5","9",,"1","5","85",,"17",,,,,"10034",,,"8",,,,,,,,,,,,,,,,,,,"219","39","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T08:00:00","23.41","59.46",,,"1","5","2","5","9",,"1","5","1",,"25",,,,,"10024",,,"8",,,,,,,,,,,,,,,,,,,"219","39","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"8JGV5XF","2023-09-06T09:00:00","23.27","59.65",,,"1","5","2","5","9",,"1","5","44",,"51",,,,,"10017",,,"8",,,,,,,,,,,,,,,,,,,"219","39","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"9V3776","2023-09-06T09:00:00","25.80","51.80",,,"1","4","0","0",,,"1","0","140","4","21",,"98",,,"10020",,,"0","379",,,,,,,,,"A",,,,,,,,,"219","51","992","114","5","0",,"2","F5111F","111AA11AAA8AAA",,"3",,,,,,,,,,,"4"
"8JGV5XF","2023-09-06T10:00:00","23.10","59.87",,,"1","5","2","5","9",,"1","5","136",,"49",,,,,"10018",,,"8",,,,,,,,,,,,,,,,,,,"219","39","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,,
"9V3776","2023-09-06T16:00:00","25.80","51.80",,,"1","4","0","0",,,"1","0","140","3","77",,"97","2",,"10020",,,"0","350",,,,"3","330",,,,"A",,,,,"1","14",,"1","219","51","992","114","5","1","2","1","11151F","1111A11AA1833A",,"1",,,,,,,,,,,"4"
"TBWUK59","2023-09-06T16:00:00","25.85","51.87",,,"1","6","2","5","0","0","1",,,,,"1","95","2","4","10023","0","3","8","336",,"311","303","1","345",,,,,,,,,,,,,"219","51","798","172","5","1","2","1","11FF11","1714111111AAA1","5",,"4",,,,,,,,,,
"9V3776","2023-09-06T17:00:00","25.80","51.80",,,"1","4","0","0","0","0","1","0","90","3","62",,"97","2",,"10020",,,"0","330",,,,"3","300",,,,"A",,,,,"1","9",,"1","219","51","992","114","5","1","2","1","11111F","1111A11AA1833A",,"1",,,,,,,,,,,"4"
"TBWUK59","2023-09-06T17:00:00","25.85","51.87",,,"1","6","2","5","0","0","1","5",,,,"1","96","2","1","10023","2","2","8","331",,"301","291","1","340","5","5","6","2",,,,,,,,,"219","51","798","172","5","1","2","1","11FF11","17141111111AA1","5",,"1",,,,,,,,,,
"TBWUK63","2023-09-06T19:00:00","25.83","51.80",,,"1","6","2","5","0","0","1",,,,,"1","97",,"2","10019","0","0","8","331",,"311","305","1","350",,,,,,,"0",,"0",,,,"219","51","798","172","5","0",,"1","11FF11","171A111111A3A1","5",,"2",,,,,,,,,,
"9V3776","2023-09-06T23:00:00","25.80","51.80",,,"1","5","2","5","9",,"1",,"180","4","21",,,,,"10030",,,"8","340",,,,,,"1",,"A","A","A","A",,,,,,,"219","51","798","172","5","1","2","1","F1111F","11AAA11AAA1AAA","5",,,,,,,,,,,,
"9V8197","2023-09-07T00:00:00","25.80","56.80",,,"1","6","2","5","4","3","1",,"220","4","82","1","98","2","0","10043","0","0","8","310","0","290","283","3","330",,,,,,,,,"4",,,,"219","56","798","172","5","0",,"1","111111","1111111111A3A1","5",,"0",,,,,,,,,,
"TBWUK59","2023-09-07T04:00:00","25.85","51.87",,,"1","6","2","5","0","0","1","5",,,,"1","94","5",,"10043","1","20","8","331",,"311","305","1","345","8","2","1","4","3","3","0","0","0",,,,"219","51","798","172","5","0",,"2","11FF11","1711A1111111A1","5",,,,,,,,,,,,
"TBWUK59","2023-09-07T05:00:00","25.85","51.87",,,"1","6","2","5","0","0","1",,,,,"1","95","2","1","10043","2","15","8","341",,"301","288","1","350","8",,"6","2",,,"0",,"0",,,,"219","51","798","172","5","0",,"2","11FF11","171411111113A1","5",,"1",,,,,,,,,,
"3E2529","2023-09-07T06:00:00","24.50","59.10",,,"1","6","2","5","6","3","1",,"90","4","72","1","98","2","1","10070","2","10","8","290","0","270","262","3","290",,,,,,,,,"1","36",,,"219","49","798","172","5","0",,"2","111111","1111111111A371","5",,"1","36",,,,,,,,,
"3E3536","2023-09-07T08:00:00","25.40","56.90",,,"1","6","2","5","3","4","1",,"90","4","103","1","98",,,"10060",,,"8","320","0","280","265",,"330","5",,"7","6","A","A",,"5","2","36","5","1","219","56","798","172","5","0",,"2","114111","111AA11111111A","5",,,,,,,,,,,,
"9V6416","2023-09-07T08:00:00","23.70","59.80",,,"1","6","2","5","9","0","1",,"160","3","62","1","97","2","1","10070",,,"8","300",,"290","287","7","300","7","6","7","2","A","A",,"3","4",,,,"219","39","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,,
"9V6841","2023-09-07T08:00:00","24.30","50.40",,,"1","4","0","0",,,"1","0","320","4","72",,,,,"10170",,,"0","250",,,,,,"8",,,"A",,,,,,,,,"219","40","992","114","5","0",,"2","F1115F","11AAA11AAA1AAA",,"3",,,,,,,,,,,"4"
"9V3776","2023-09-07T09:00:00","25.80","51.80",,,"1","4","0","0",,,"1","0","90","4","36",,"97",,,"10020",,,"0","379",,,,,,,,,"A",,,,,,,,,"219","51","992","114","5","0",,"2","F5111F","111AA11AAA8AAA",,"3",,,,,,,,,,,"4"
"WMCU","2023-09-07T15:00:00","20.20","59.30",,,"1","5","2","5","1","3","1",,,,,,,,,"10052","3","6","8","267",,"259","256",,,,,"A",,"A","A",,,,,,,"219","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,,
"9V3776","2023-09-07T17:00:00","25.80","51.80",,,"1","4","0","0",,,"1","0","140","4","82",,"97",,,"10020",,,"0","340",,,,,,,,,"A",,,,,,,,,"219","51","992","114","5","0",,"1","F1151F","111AA11AAA8AAA",,"3",,,,,,,,,,,"4"
"9V3776","2023-09-07T23:00:00","25.80","51.80",,,"1","6","2","5","9",,"1",,"140","4","41","1","97",,,"10010",,,"8","330",,,,"1","299",,,"A",,"A","A",,,"1",,,,"219","51","798","172","5","1","2","1","11111F","111AA11AA183AA","5",,,,,,,,,,,,
