"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"EUMDE61","2023-09-07T23:00:00","28.66","32.96",,,"1","5","2","5","3","3","1","5","325",,"106",,,,,"10061","7","9","8","337",,,"159",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T00:00:00","23.20","36.80",,,"1","6","2","5","7","3","1",,"330","4","93","1","98","2","2","9984",,,"8","319",,,"257","1","320","5","5","6","2","A","A",,,,,,,"217","36","798","172","5","0",,"1","111141","1111111A111AAA","5",,"2",,,,,,,,,,,
"EUMDE38","2023-09-08T00:00:00","29.82","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10067","7","8","8","335",,,"150",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F5FF14","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T00:00:00","28.49","33.08",,,"1","5","2","5","3","3","1","5","325",,"67",,,,,"10058","7","11","8","311",,,"187",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F31111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T01:00:00","23.50","36.60",,,"1","6","2","5","7","3","1",,"310","4","113","1","97","2","0",,"8","11","8","314",,,"257","1","320","4",,"A","A","A","A",,,,,,,"217","36","798","172","5","0",,"1","111161","1111111A111AA1","5",,"0",,,,,,,,,,,
"EUMDE38","2023-09-08T01:00:00","29.82","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10066","7","6","8",,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F7FF16","1AAAA11A6AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T01:00:00","28.32","33.18",,,"1","5","2","5","3","3","1",,"320",,"102",,,,,"10058","7","5","8","339",,,"134",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F51114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T01:00:00","20.03","38.95",,,"1","5","2","5","7","4","1",,,,,,,,,"10025","7","5","8","316",,,"295",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T02:00:00","23.70","36.50",,,"1","6","2","5","7","3","1",,"310","4","129","1","98","2","0",,"5","7","8","320",,,"248","1","310","4",,"A","A","A","A",,,,,,,"217","36","798","172","5","0",,"1","113161","1111111A111AA1","5",,"0",,,,,,,,,,,
"EUMDE38","2023-09-08T02:00:00","29.82","32.56",,,"1","5","2","5","0","0","1",,,,,,,,,"10067","7","3","8",,,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F7FF16","1AAAA11A9AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T02:00:00","28.16","33.31",,,"1","5","2","5","3","3","1","5","315",,"127",,,,,"10054","7","8","8","340",,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F51116","11AAA11A6AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T02:00:00","20.28","38.81",,,"1","5","2","5","7","4","1",,,,,,,,,"10029","2","1","8","314",,,"295",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T03:00:00","23.90","36.40",,,"1","6","2","5","7","3","1",,"310","4","129","1","98","2","0","9984","3","9","8","318",,,"252","1","310","3","3","0","9","3","0",,"5","6",,,,"217","36","798","172","5","0",,"1","113141","1111111A1111A1","5",,"0",,,,,,,,,,,
"EUMDE38","2023-09-08T03:00:00","29.82","32.55",,,"1","5","2","5","7","1","1",,,,,,,,,"10067","7","1","8","330",,,,,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F5FF16","1AAAA11A9AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T03:00:00","28.02","33.47",,,"1","5","2","5","3","3","1","5","315",,"102",,,,,"10057","7","1","8","320",,,"170",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F31112","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T03:00:00","20.53","38.66",,,"1","5","2","5","7","4","1",,,,,,,,,"10032","2","13","8","312",,,"293",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE38","2023-09-08T04:00:00","29.98","32.59",,,"1","5","2","5","8","2","1","5","125",,"24",,,,,"10071","2","3","8","297",,,"133",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F11114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T04:00:00","27.89","33.64",,,"1","5","2","5","3","3","1","5","315",,"102",,,,,"10057","7","1","8","322",,,"161",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F11112","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T04:00:00","20.77","38.51",,,"1","5","2","5","7","4","1",,,,,,,,,"10037","2","12","8","312",,,"290",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T05:00:00","24.30","36.20",,,"1","6","2","5","7","3","1",,"300","4","144","1","98","2","0","9989","3","10","8","320",,,"256","1","310","3","3","0","9","3","0",,"7","6","36",,,"217","46","798","172","5","0",,"2","115141","1111111A111171","5",,"0","36",,,,,,,,,,
"EUMDE61","2023-09-08T05:00:00","27.75","33.80",,,"1","5","2","5","3","3","1",,"320",,"80",,,,,"10062","2","8","8","315",,,"213",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T05:00:00","21.02","38.37",,,"1","5","2","5","7","4","1",,,,,,,,,"10042","2","13","8","326",,,"280",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T06:00:00","24.60","36.00",,,"1","6","2","5","7","3","1",,"300","4","139","1","98","5","0","9995","0","6","8","319",,,"250","1","300","2","2","0","9","8","0",,"5","3",,,,"217","46","798","172","5","0",,"2","115141","1111111A1111A1","5",,"0",,,,,,,,,,,
"EUMDE61","2023-09-08T06:00:00","27.60","33.95",,,"1","5","2","5","3","3","1","5","285",,"41",,,,,"10068","2","11","8","301",,,"241",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"TBWUK85","2023-09-08T06:00:00","26.60","34.70",,,"1","4","0","0","3","3","1","0","320","4","113",,"97","5","0","10028","0","1","0","310","0","280","269","1","280","0","0","0","9","0","0",,"4","1","0",,,"217","64","992","114","5","1","2","2","111111","14111111111431",,"1","0","0",,,,,,,,"4",,
"ZHPBD5L","2023-09-08T06:00:00","21.27","38.22",,,"1","5","2","5","7","4","1",,,,,,,,,"10046","2","13","8","333",,,"269",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T07:00:00","27.45","34.10",,,"1","5","2","5","3","3","1",,"320",,"110",,,,,"10068","2","12","8","336",,,"173",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F31114","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T07:00:00","21.51","38.07",,,"1","5","2","5","7","4","1",,,,,,,,,"10046","2","10","8","341",,,"259",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T08:00:00","27.21","34.29",,,"1","5","2","5","3","4","1",,"350",,"62",,,,,"10065","2","3","8","318",,,"238",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T08:00:00","21.76","37.92",,,"1","5","2","5","7","4","1",,,,,,,,,"10045","2","4","8","336",,,"262",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T09:00:00","25.20","35.60",,,"1","6","2","5","7","3","1",,"310","4","139","1","98","5","0","10007","0","3","8","313",,,"252","1","300","0","0","0","9","0","0",,"5","3",,,,"217","55","798","172","5","0",,"2","113141","1111111A1111A1","5",,"0",,,,,,,,,,,
"EUMDE61","2023-09-08T09:00:00","26.98","34.47",,,"1","5","2","5","3","4","1",,"330",,"88",,,,,"10058","7","9","8","337",,,"209",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F31111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"HPAK","2023-09-08T09:00:00","20.00","38.60",,,"1","6","2","5","3","4","1",,"140","4","36","1","98","2","0","10057","1","10","8","340","0","310","302",,"330","7","7","7","3","3","2",,"6","2",,,,"217","8","798","172","5","0",,"2","111111","111111111111A1","5",,"0",,,,,,,,,,,
"V7HH2","2023-09-08T09:00:00","27.50","34.10",,,"1","6","2","5","7","3","1",,"290","4","72","1","97",,,"10090",,,"8","310",,"300","297","1","290",,,"A",,"A","7",,,,,,,"217","74","798","172","5","1","2","2","111111","111AA111118AAA","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T09:00:00","21.99","37.75",,,"1","5","2","5","7","4","1",,,,,,,,,"10040","7","6","8","338",,,"272",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T10:00:00","26.75","34.65",,,"1","5","2","5","3","4","1",,"330",,"68",,,,,"10057","7","12","8","336",,,"232",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F31111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"VRRQ4","2023-09-08T10:00:00","28.00","33.50",,,"1","4","0","0","7","3","1","0","350","4","77",,"97","9",,"10073","4","0","0","320","0","270","253",,,,,,"A",,,,"2","1","0",,,"217","83","992","114","5","1","2","2","731111","1111A111118131",,"1",,"0",,,,,,,,"4",,
"ZHPBD5L","2023-09-08T10:00:00","22.24","37.61",,,"1","5","2","5","7","4","1",,,,,,,,,"10038","7","8","8","333",,,"273",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T11:00:00","26.51","34.86",,,"1","5","2","5","3","4","1","5","315",,"87",,,,,"10050","7","14","8","342",,,"245",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F51111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T11:00:00","22.49","37.47",,,"1","5","2","5","7","4","1",,,,,,,,,"10036","7","10","8","328",,,"283",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T12:00:00","25.90","35.10",,,"1","6","2","5","7","3","1",,"340","4","129","1","98","2","2","9995",,,"8","322",,,"234","1","300","2","2","6","2","0","0",,"11","5",,,,"217","55","798","172","5","0",,"2","111141","1111111A1111AA","5",,"2",,,,,,,,,,,
"EUMDE61","2023-09-08T12:00:00","26.27","35.05",,,"1","5","2","5","3","4","1",,"320",,"112",,,,,"10041","7","17","8",,,,"202",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F71112","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"TBWUK85","2023-09-08T12:00:00","25.30","35.80",,,"1","4","0","0","3","3","1","0","330","4","93",,"97","5","0","10006","6","18","0",,"0","300","281","1","310","4","0","0","9","0","7",,"4","1","0",,,"217","55","992","114","5","1","2","2","171141","11111111111131",,"1","0","0",,,,,,,,"4",,
"ZHPBD5L","2023-09-08T12:00:00","22.74","37.32",,,"1","5","2","5","7","4","1",,,,,,,,,"10029","7","10","8","331",,,"286",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T13:00:00","26.01","35.25",,,"1","5","2","5","3","4","1",,"330",,"91",,,,,"10037","7","20","8","336",,,"239",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F31111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T13:00:00","22.98","37.18",,,"1","5","2","5","7","4","1",,,,,,,,,"10025","7","14","8","329",,,"285",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T14:00:00","25.75","35.45",,,"1","5","2","5","3","4","1",,"330",,"105",,,,,"10034","7","16","8",,,,"229",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F71111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T14:00:00","23.23","37.04",,,"1","5","2","5","7","4","1",,,,,,,,,"10023","7","13","8","324",,,"288",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T15:00:00","25.51","35.65",,,"1","5","2","5","3","4","1",,"340",,"72",,,,,"10033","7","9","8","330",,,"237",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F31111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T15:00:00","23.47","36.89",,,"1","5","2","5","7","4","1",,,,,,,,,"10020","7","10","8","312",,,"289",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T16:00:00","25.27","35.85",,,"1","5","2","5","3","4","1","5","335",,"77",,,,,"10030","7","6","8","324",,,"254",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T16:00:00","23.70","36.74",,,"1","5","2","5","7","4","1",,,,,,,,,"10018","7","6","8","308",,,"284",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T17:00:00","25.02","36.04",,,"1","5","2","5","3","4","1",,"350",,"54",,,,,"10036","2","1","8","320",,,"257",,,,,,,,,,,,,,,"217","56","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T17:00:00","23.94","36.59",,,"1","5","2","5","7","4","1",,,,,,,,,"10028","2","5","8","308",,,"282",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T18:00:00","27.00","34.40",,,"1","6","2","5","7","3","1",,"300","4","139","1","98","2","0","10042","1","9","8","335",,,"223","1","300","0","0","0","9","0","0",,,,,,,"217","74","798","172","5","0",,"1","135111","1111111A111AA1","5",,"0",,,,,,,,,,,
"EUMDE61","2023-09-08T18:00:00","24.78","36.23",,,"1","5","2","5","3","4","1","5","5",,"45",,,,,"10042","2","9","8","315",,,"268",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"TBWUK85","2023-09-08T18:00:00","24.10","36.80",,,"1","6","2","5","3","3","1",,"350","4","57","1","98","2","0","10009","3","10","8","312",,"295","289","1","310","1",,"A","A","A","A",,"4","1","38",,,"217","46","798","172","5","1","2","1","111121","11111111111171","5",,"0","38",,,,,,,,,,
"ZHPBD5L","2023-09-08T18:00:00","24.18","36.44",,,"1","5","2","5","7","4","1",,,,,,,,,"10036","2","17","8","314",,,"271",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T19:00:00","24.53","36.40",,,"1","5","2","5","3","4","1",,"350",,"36",,,,,"10045","2","14","8","310",,,"276",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T19:00:00","24.43","36.29",,,"1","5","2","5","7","4","1",,,,,,,,,"10040","2","22","8","316",,,"262",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T20:00:00","24.30","36.59",,,"1","5","2","5","3","4","1","5","345",,"44",,,,,"10042","2","6","8","313",,,"270",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T20:00:00","24.68","36.13",,,"1","5","2","5","7","4","1",,,,,,,,,"10043","2","15","8","312",,,"263",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-08T21:00:00","27.50","34.10",,,"1","6","2","5","7","3","1",,"320","4","195","1","98","2","0","10058","1","16","8","317",,,"218","1","300","0","0","0","9","0","0",,,,,,,"217","74","798","172","5","0",,"1","115211","1111111A111AA1","5",,"0",,,,,,,,,,,
"EUMDE61","2023-09-08T21:00:00","24.05","36.78",,,"1","5","2","5","3","4","1","5","335",,"68",,,,,"10036","7","6","8","320",,,"263",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T21:00:00","24.92","35.97",,,"1","5","2","5","7","4","1",,,,,,,,,"10039","2","2","8","310",,,"264",,,,,,,,,,,,,,,"217","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T22:00:00","23.81","36.97",,,"1","5","2","5","3","4","1","5","325",,"60",,,,,"10032","7","12","8","321",,,"267",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T22:00:00","25.16","35.80",,,"1","5","2","5","7","4","1",,,,,,,,,"10034","7","7","8","319",,,"243",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-08T23:00:00","23.57","37.15",,,"1","5","2","5","3","4","1",,"200",,"45",,,,,"10036","7","6","8","309",,,"296",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-08T23:00:00","25.41","35.66",,,"1","5","2","5","7","4","1",,,,,,,,,"10025","7","18","8","321",,,"238",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T00:00:00","23.36","37.34",,,"1","5","2","5","3","4","1","5","225",,"65",,,,,"10033","7","3","8","313",,,"300",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11311","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T00:00:00","25.64","35.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10032","7","6","8","313",,,"249",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T01:00:00","23.13","37.51",,,"1","5","2","5","3","4","1",,"240",,"116",,,,,"10035","2","3","8","312",,,"302",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F13311","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T01:00:00","25.87","35.33",,,"1","5","2","5","7","4","1",,,,,,,,,"10022","7","11","8","323",,,"228",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F1FF21","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T02:00:00","22.91","37.68",,,"1","5","2","5","3","4","1",,"260",,"106",,,,,"10041","2","5","8","310",,,"299",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T02:00:00","26.10","35.16",,,"1","5","2","5","7","4","1",,,,,,,,,"10030","2","5","8","317",,,"230",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"9V5600","2023-09-09T03:00:00","20.30","38.80",,,"1","6","2","5","7","4","1",,"360","3","26","1","97","5","0","10030",,,"8","320","0","278","265","1","330","2","0","0","9","0","8",,"4","1","36",,,"217","8","798","172","5","0",,"1","111111","1111111111117A","5",,"0","36",,,,,,,,,,
"EUMDE61","2023-09-09T03:00:00","22.67","37.86",,,"1","5","2","5","3","4","1","5","265",,"96",,,,,"10045","2","13","8","311",,,"298",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F13111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T03:00:00","26.32","35.01",,,"1","5","2","5","7","4","1",,,,,,,,,"10042","2","9","8","303",,,"244",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T04:00:00","22.44","38.04",,,"1","5","2","5","3","4","1",,"260",,"46",,,,,"10054","2","18","8","313",,,"292",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T04:00:00","26.56","34.85",,,"1","5","2","5","7","4","1",,,,,,,,,"10047","2","24","8","300",,,"242",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T05:00:00","22.21","38.22",,,"1","5","2","5","3","4","1",,"300",,"13",,,,,"10063","2","22","8","316",,,"289",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T05:00:00","26.79","34.69",,,"1","5","2","5","7","4","1",,,,,,,,,"10054","2","24","8","304",,,"242",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"9V5600","2023-09-09T06:00:00","21.00","38.40",,,"1","6","2","5","7","4","1",,"130","3","31","1","97","2","0","10050",,,"8","340","0","300","289","1","315","2","1","1","4","0","7",,"3","1",,,,"217","18","798","172","5","0",,"2","111111","111111111111AA","5",,"0",,,,,,,,,,,
"DIVZ2","2023-09-09T06:00:00","29.00","32.80",,,"1","6","2","5","7","3","1",,"340","4","123","1","98","5","0","10096","1","18","8","282",,,"215","1","270","0","0","0","9","0","0",,"5","2","36",,,"217","92","798","172","5","0",,"2","111111","1111111A111171","5",,"0","36",,,,,,,,,,
"EUMDE61","2023-09-09T06:00:00","22.00","38.38",,,"1","5","2","5","3","4","1",,"220",,"17",,,,,"10068","2","22","8","318",,,"292",,,,,,,,,,,,,,,"217","28","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"OYRO2","2023-09-09T06:00:00","20.80","38.50",,,"1","6","2","5","7","4","1",,"110","4","46","1","97","5","4","10089","2","10","8","370",,"310","293","1","325","4","2","6","3","8","5",,"6","1",,,,"217","8","798","172","5","1","2","2","152111","111111111111A1","5",,"0",,,,,,,,,,,
"TBWUK85","2023-09-09T06:00:00","21.70","38.70",,,"1","6","2","5","3","3","1",,"150","4","51","1","97","5","1","10038","1","19","8","325",,"300","292","1","320","5","1","1","5","6","7",,"3","1","17","6","1","217","18","798","172","5","1","2","2","111111","11111111111111","5",,"1",,,,,,,,,,,
"ZHPBD5L","2023-09-09T06:00:00","27.02","34.53",,,"1","5","2","5","7","4","1",,,,,,,,,"10062","2","20","8","304",,,"241",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"DIVZ2","2023-09-09T07:00:00","29.20","32.70",,,"1","6","2","5","7","3","1",,"330","4","118","1","98","32","0","10102","1","25","8","280",,,"229","1","270","0","0","0","9","0","0",,"5","2","36",,,"217","92","798","172","5","0",,"2","111111","1111111A111171","5",,"0","36",,,,,,,,,,
"EUMDE61","2023-09-09T07:00:00","21.80","38.53",,,"1","5","2","5","3","4","1","5","195",,"54",,,,,"10068","2","14","8","319",,,"292",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T07:00:00","27.24","34.36",,,"1","5","2","5","7","4","1",,,,,,,,,"10077","2","29","8","303",,,"234",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"EUMDE61","2023-09-09T08:00:00","21.59","38.69",,,"1","5","2","5","3","4","1",,"200",,"44",,,,,"10068","2","5","8","323",,,"296",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,,,,,,
"ZHPBD5L","2023-09-09T08:00:00","27.47","34.19",,,"1","5","2","5","7","4","1",,,,,,,,,"10076","2","22","8","298",,,"231",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,,,
"7KJZ","2023-09-09T09:00:00","26.40","34.80",,,"1","6","2","5","3","4","1",,"310","3","118","1","98","2","2",,"1","3","8","310","0","270","254","1","280","5","5","6","2","1","2",,"10","2","33","10","2","217","64","798","172","5","0",,"2","111171","11111111111111","5",,"2",,,,,,,,,,,
