"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"TBWUK76","2023-09-19T21:00:00","20.30","-107.10",,,"1","6","2","5","9","0","1",,"320","3","15","1","99",,,"10100","5","11","8","320",,"270","250","1","310","1","1","1","2","A","A",,,,,,,"239","7","798","172","5","1","2","2","111111","111AA111111AA1","5",,,,
"OWLD2","2023-09-20T00:00:00","20.60","-107.90",,,"1","6","2","5","7","4","1",,"300","3","67",,,,,"10070",,,"8","320",,"270","250","1","310",,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","111111","11AAA111118AAA","5",,,,
"TBWUK76","2023-09-20T01:00:00","20.30","-107.00",,,"1","4","0","0","0","0","1","0","330","3","46",,"98",,,"10092","3","2","0","300","0","300","300","1","320","1","1","1","4","4","2",,,"0","0",,,"239","7","992","114","5","1","2","2","111113","111AA111111331",,"1",,"0","4"
"3FJB3","2023-09-20T11:00:00","22.10","-106.10",,,"1","6","2","5","8","4","1",,"300","4","82","1","98",,,"10061","1","20","8","300",,"250","228","1","310","6","5","8","5","6","2",,"3","6",,,,"239","26","798","172","5","1","2","1","111111","111AA1111111A1","5",,,,
"OZJM2","2023-09-20T14:00:00","20.10","-108.90",,,"1","6","2","5","6","4","1",,"50","4","108","1","98",,"1","10120",,,"8","280",,"270","266","1","320","4","4","5","6","A","A",,"2","2",,,,"239","8","798","172","5","1","2","2","112111","111A11111111AA","5",,"1",,
"VRCI9","2023-09-20T18:00:00","20.80","-108.20",,,"1","6","2","5","3","4","1",,"280",,"46","1","98","1","0","10205","1","15","8","330",,"280","264",,"320","3","2","1","6",,"2",,"3","1","16","3","1","239","8","798","172","5","1","2","2","131151","11111111111111","5",,"0",,
"A8SI6","2023-09-21T00:00:00","21.40","-109.10",,,"1","6","2","5","3","4","1",,"300","4","67",,,,,"10116","6","20","8","300",,"240","211","1","310",,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","2","111112","11AAA111118AA1","5",,,,
"KCOJ","2023-09-21T04:00:00","20.00","-107.00",,,"1","6","2","5","7","3","1",,"270","4","31",,,,,"10106","1","13","8","280",,"260","252","1","310",,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","111111","11AAA111118AA1","5",,,,
"A8SI6","2023-09-21T06:00:00","20.40","-107.50",,,"1","6","2","5","3","4","1",,"330","4","41","1","97","13",,"10125","2","20","8","280",,"240","221","1","300","5",,"A","A","A","A",,,,,,,"239","7","798","172","5","1","2","1","111111","1111A111111AA1","5",,,,
"KCOJ","2023-09-21T06:00:00","20.30","-107.30",,,"1","6","2","5","7","3","1",,"270","4","31",,,,,"10105","0","3","8","280",,"260","252","1","310",,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","111111","11AAA111118AA1","5",,,,
"KCOJ","2023-09-21T10:00:00","20.70","-107.90",,,"1","4","0","0","7","3","1","0","280","4","41",,"98","2","2","10097","6","7","0","270","0","230","210",,,"1","1","1","5","0","0",,"14","1",,,,"239","7","992","114","5","0",,"1","F11111","111111111A13A1",,"1","2",,"4"
"3FJB3","2023-09-21T12:00:00","22.90","-109.50",,,"1","6","2","5","6","4","1",,"320","4","26","1","99",,,"10071","1","10","8","290",,"240","216","1","290","4","3","5","6","4","2",,"2","4",,,,"239","29","798","172","5","1","2","1","111111","111AA1111111A1","5",,,,
"DCQP2","2023-09-21T12:00:00","22.00","-109.90",,,"1","6","2","5","3","4","1",,"320","3","77","1","98","2","1","10101","5","6","8","271",,,"214","1","292",,,"A",,"A","A",,"3","2",,,,"239","29","798","172","5","0",,"1","111111","1111111A1181A1","5",,"1",,
"DCQP2","2023-09-21T18:00:00","21.00","-108.40",,,"1","6","2","5","3","4","1",,"240","3","26","1","99","2","0","10111","2","5","8","309",,,"228","1","300","2","1","5","5","4","0",,"1","1",,,,"239","18","798","172","5","0",,"2","111111","1111111A1111A1","5",,"0",,
"DDOQ2","2023-09-22T18:00:00","21.90","-109.80",,,"1","6","2","5","3","4","1",,"300","4","62","1","98","2","0","10116","0","3","8","301",,,"245","1","275","3","2","6","2","1","1",,"2","2","12","8","4","239","19","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,
"3FNL4","2023-09-22T19:00:00","20.70","-108.30",,,"1","4","0","0",,,"1","0","230","4","26",,"98","2",,"10120",,,"0","310",,,,,,"2",,,"A",,,,,,,,,"239","8","992","114","5","0",,"2","F1111F","1111A11AAA1AAA",,"3",,,"4"
"DDOQ2","2023-09-22T21:00:00","21.40","-109.10",,,"1","6","2","5","3","4","1",,"270","4","41","1","98","0","0","10109","6","10","8","320",,,"270","1","286","1","1","1","6","A","A",,"1","1","32","5","3","239","19","798","172","5","0",,"2","111111","1111111A111111","5",,"0",,
"7JUL","2023-09-23T11:00:00","20.20","-109.40",,,"1","6","2","5","7","4","1",,"310","3","77","1","98","2",,"10098","7","6","8","280","0","260","253",,"300","3","2","4","2","A","A",,,,,,,"239","9","798","172","5","1","2","1","111111","1111A111111AA1","5",,,,
"TWDG8PK","2023-09-23T12:00:00","20.70","-107.30",,,"1","6","2","5","3","4","1",,"290","4","51","1","97","3","2","10110","4","0","8","280","0","260","253","1","310","3","3","5","6","4","5",,"5","1",,,,"239","7","798","172","5","0",,"1","111111","111111111111A1","5",,"2",,
"VRMC7","2023-09-23T19:00:00","21.80","-109.90",,,"1","6","2","5","3","3","1",,"350","3","62","1","98","3","0","10130","0","0","8","310",,"300","297","1","310","5","5","0","9","0","8",,"3","2","27","11","4","239","19","798","172","5","1","2","2","111111","11111111111111","5",,"0",,
"VRMC7","2023-09-24T06:00:00","20.70","-108.10",,,"1","6","2","5","3","3","1",,"350","3","46","1","98","3","0","10100",,,"8","270",,"260","256","1","270","5","5","0","A","0","A",,"3","2","24","10","3","239","8","798","172","5","1","2","1","111111","1111111111111A","5",,"0",,
"OXLT2","2023-09-24T10:00:00","21.20","-108.50",,,"1","6","2","5","3","4","1",,"310","3","72","1","98","2","0","10100","8","10","8","280","0","250","239","1","310","2","1","1","4","A","5",,"3","1",,,,"239","18","798","172","5","0",,"1","111111","111111111111A1","5",,"0",,
"VRMC7","2023-09-24T10:00:00","20.30","-107.40",,,"1","6","2","5","3","3","1",,"350","3","46","1","98","3","1","10100",,,"8","270",,"260","256","1","270","5","5","0","9","0","8",,"3","2","22","9","4","239","7","798","172","5","1","2","1","111111","1111111111111A","5",,"1",,
"C6FF5","2023-09-24T16:00:00","22.80","-109.90",,,"1","5","2","5","2","1","1",,,,,,,,,"10107","1","15","8","316",,"278","266",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-24T18:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10103","8","1","8","343",,"282","263",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-24T19:00:00","22.80","-109.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10097","8","10","8","335",,"270","247",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-24T20:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10088","8","19","8","356",,"280","255",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F5FF12","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-24T21:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10083","8","20","8",,,"284","255",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F7FF14","1AAAA1666A8AA1","5",,,,
"C6FF5","2023-09-24T22:00:00","22.80","-109.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10077","6","20","8",,,"287","260",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F7FF14","1AAAA1666A8AA1","5",,,,
"C6FF5","2023-09-24T23:00:00","22.80","-109.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10073","6","15","8",,,"295","270",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F7FF14","1AAAA1666A8AA1","5",,,,
"C6FF5","2023-09-25T00:00:00","22.60","-109.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10075","5","8","8",,,"303","287",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T01:00:00","22.50","-109.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10076","5","1","8","331",,"294","283",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T02:00:00","22.20","-109.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10081","3","8","8","313",,"296","291",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T03:00:00","22.10","-108.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10084","3","9","8","313",,"276","264",,,,,"A",,"A","A",,,,,,,"239","28","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T04:00:00","21.80","-108.40",,,"1","5","2","5","3","5","1",,,,,,,,,"10091","3","15","8","310",,"284","276",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T05:00:00","21.60","-108.10",,,"1","5","2","5","3","5","1",,,,,,,,,"10098","3","17","8","305",,"285","279",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T06:00:00","21.40","-107.90",,,"1","5","2","5","3","5","1",,,,,,,,,"10096","0","12","8","305",,"289","285",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T07:00:00","21.20","-107.60",,,"1","5","2","5","3","5","1",,,,,,,,,"10091","8","0","8","303",,"291","287",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,,,
"C6FF5","2023-09-25T08:00:00","21.00","-107.30",,,"1","5","2","5","3","5","1",,,,,,,,,"10090","8","8","8","301",,"292","289",,,,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T08:00:00","22.20","-110.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10107","5","10","8","274",,"261","257",,,,,"A",,"A","A",,,,,,,"238","20","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T09:00:00","20.80","-107.00",,,"1","5","2","5","3","5","1",,,,,,,,,"10091","5","5","8","299",,"288","285",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T09:00:00","22.00","-109.80",,,"1","5","2","5","3","4","1",,,,,,,,,"10103","6","12","8","280",,"265","260",,,,,"A",,"A","A",,,,,,,"239","29","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T10:00:00","20.50","-106.70",,,"1","5","2","5","3","5","1",,,,,,,,,"10088","5","3","8","297",,"286","282",,,,,"A",,"A","A",,,,,,,"239","6","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T10:00:00","21.90","-109.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10101","5","10","8","282",,"264","258",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T11:00:00","20.30","-106.50",,,"1","5","2","5","3","5","1",,,,,,,,,"10090","5","0","8","295",,"282","279",,,,,"A",,"A","A",,,,,,,"239","6","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T11:00:00","21.70","-109.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10095","6","12","8","284",,"262","254",,,,,"A",,"A","A",,,,,,,"239","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"C6FF5","2023-09-25T12:00:00","20.10","-106.20",,,"1","5","2","5","3","5","1",,,,,,,,,"10092","3","1","8","295",,"280","275",,,,,"A",,"A","A",,,,,,,"239","6","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T12:00:00","21.50","-108.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10098","5","5","8","294",,"272","264",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T13:00:00","21.30","-108.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10102","3","1","8","300",,"276","268",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T14:00:00","21.10","-108.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10113","3","18","8","303",,"278","269",,,,,"A",,"A","A",,,,,,,"239","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T15:00:00","20.90","-108.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10117","0","19","8","309",,"284","277",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T17:00:00","20.60","-107.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10123","1","9","8",,,"306","291",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,
"OYCY2","2023-09-25T18:00:00","20.40","-107.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10120","0","3","8",,,"314","296",,,,,"A",,"A","A",,,,,,,"239","7","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,
"3E5007","2023-09-25T19:00:00","20.60","-109.60",,,"1","6","2","5","7","3","1",,"290","3","51","1","98",,,"10112","2","6","8","330","0","290","278",,"310","3","3","1","2","A","A",,"8","1","22","10","2","239","9","798","172","5","1","2","2","131111","111AA111111111","5",,,,
"OYCY2","2023-09-25T19:00:00","20.20","-106.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10107","8","16","8",,,"309","291",,,,,"A",,"A","A",,,,,,,"239","6","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,
"VROG8","2023-09-25T19:00:00","20.10","-106.70",,,"1","5","2","5","7","4","1",,"360","3","72","1","97","3",,"10159",,,"8","300",,"280","273",,,,,"6",,"A","A",,,,,,,"239","6","798","172","5","1","2","2","F11111","1111A1111A8AAA","5",,,,
"OYCY2","2023-09-25T20:00:00","20.00","-106.60",,,"1","5","2","5","3","4","1",,,,,,,,,"10101","5","22","8",,,"304","289",,,,,"A",,"A","A",,,,,,,"239","6","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,
"V7BN9","2023-09-26T00:00:00","23.10","-106.40",,,"1","6","2","5","9","0","1",,"350","4","10",,,"2",,"10171",,,"8","350",,"300","286","7","340","1","1","5","4","A","A","0","0","0",,,,"239","36","798","172","5","1","2","2","551111","11A1A1111111AA","5",,,,
"MLTH5","2023-09-26T01:00:00","20.50","-107.70",,,"1","5","2","5","3","4","1",,"300","4","57","1","97","2","2","10080","4","0","8","320",,"300","294",,,"7","7","7","5","A","A",,"1","1",,,,"239","7","798","172","5","1","2","2","F11111","111111111A11A1","5",,"2",,
"3FJB3","2023-09-26T06:00:00","21.40","-107.40",,,"1","6","2","5","3","4","1",,"190","4","26",,,,,"10081",,,"8","300",,"260","243","1","310",,,"A",,"A","A",,,,,,,"239","17","798","172","5","1","2","1","111111","11AAA111118AAA","5",,,,
"V7BN9","2023-09-26T11:00:00","23.10","-106.40",,,"1","4","0","0","0","0","1","0","90","4","36",,"97","58",,"10171",,,"0","300","0","280","274",,"290","6","6","7","3","A","A",,"0","0","0",,,"239","36","992","114","5","1","2","1","111111","1111A11111113A",,"1",,"0","4"
"3FJB3","2023-09-26T12:00:00","20.70","-105.90",,,"1","6","2","5","3","4","1",,"130","4","31","1","97",,"8","10071","1","20","8","300",,"260","243","1","300","6","5","5","6","4","4",,"5","8",,,,"239","5","798","172","5","1","2","1","111111","111A11111111A1","5",,"8",,
"OZHS2","2023-09-26T12:00:00","21.70","-109.80",,,"1","6","2","5","3","4","1",,"330","3","51","1","98","0","2","10110",,,"8","280","0","270","266","1","300",,,"A",,"A","A",,"5","2","25","10","3","239","19","798","172","5","1","2","1","111111","1111111111811A","5",,"2",,
"OZHS2","2023-09-26T15:00:00","21.20","-109.10",,,"1","6","2","5","3","4","1",,"260","3","72","1","98","2","1","10130",,,"8","290","0","270","262","1","310","4","2","4","5","7","9",,"5","1","26","9","3","239","19","798","172","5","1","2","2","111111","1111111111111A","5",,"1",,
"V7BN9","2023-09-26T15:00:00","23.10","-106.40",,,"1","4","0","0","0","0","1","0","50","4","21",,"99","2",,"10161",,,"0","330","0","320","317",,"300","7","7","A","5","6","A",,"2","0",,,,"239","36","992","114","5","1","2","2","131111","1111A1111111AA",,"1",,,"4"
"OZHS2","2023-09-26T18:00:00","20.70","-108.40",,,"1","6","2","5","3","4","1",,"250","3","41","1","98","2","2","10140",,,"8","310","0","280","269","1","300","6","4","2","4","6","0","0","0","0","23","9","3","239","8","798","172","5","1","2","2","111111","1111111111111A","5",,"2",,
"OZHS2","2023-09-26T21:00:00","20.10","-107.60",,,"1","6","2","5","3","4","1",,"240","3","41","1","98",,,"10130",,,"8","320","0","280","265","1","300","3","3","1","5","3","9",,,,"24","9","2","239","7","798","172","5","1","2","2","111111","111AA111111A1A","5",,,,
"3FJB3","2023-09-27T12:00:00","22.40","-106.20",,,"1","6","2","5","8","4","1",,"100","4","26","1","98",,,"10081","1","20","8","300",,"250","228","1","290","6","5","7","5","7","8",,"6","10",,,,"239","26","798","172","5","1","2","1","111111","111AA1111111A1","5",,,,
"WPAJ","2023-09-28T01:00:00","21.60","-109.90",,,"1","4","0","0",,,"1",,,,,,,,,"10071","5","5","0","307","0","307","307",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"2","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T02:00:00","21.40","-109.70",,,"1","4","0","0",,,"1",,,,,,,,,"10076","3","7","0","292","0","292","292",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T03:00:00","21.30","-109.50",,,"1","4","0","0",,,"1",,,,,,,,,"10082","3","14","0","290","0","290","290",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T04:00:00","21.20","-109.30",,,"1","4","0","0",,,"1",,,,,,,,,"10085","0","14","0","289","0","289","289",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"3FJB3","2023-09-28T05:00:00","23.00","-107.50",,,"1","4","0","0","6","4","1",,,,,,,,,"10091",,,,,,,,,,,,,"A",,,,,,,,,"239","37","992","114","5","0",,"1","FFFF1F","1AAAA1AAAA8AAA",,"1",,,"4"
"WPAJ","2023-09-28T05:00:00","21.00","-109.10",,,"1","4","0","0",,,"1",,,,,,,,,"10092","3","16","0","284","0","284","284",,,,,,"A",,,,,,,,,"239","19","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T05:00:00","26.10","-110.00",,,"1","4","0","0","3","3","1",,,,,,,,,"10092","1","19","0","307","0","287","281",,,,,,"A",,,,,,,,,"238","60","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T06:00:00","20.90","-109.00",,,"1","4","0","0",,,"1",,,,,,,,,"10095","3","13","0","283","0","283","283",,,,,,"A",,,,,,,,,"239","9","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T06:00:00","25.90","-109.90",,,"1","4","0","0","3","3","1",,,,,,,,,"10093","1","15","0","309","0","286","279",,,,,,"A",,,,,,,,,"239","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T07:00:00","20.80","-108.80",,,"1","4","0","0",,,"1",,,,,,,,,"10091","0","6","0","285","0","285","285",,,,,,"A",,,,,,,,,"239","8","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T07:00:00","25.80","-109.80",,,"1","4","0","0","3","3","1",,,,,,,,,"10090","3","1","0","311","0","288","281",,,,,,"A",,,,,,,,,"239","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"9HA3777","2023-09-28T08:00:00","22.20","-110.00",,,"1","6","2","5","3","4","1",,"260","4","41","1","98","2","0",,,,"8","280",,"260","252","7","300","4","4","1","4","A","A",,"2","1","27","10","3","238","20","798","172","5","1","2","1","111171","1111111111111A","5",,"0",,
"WPAJ","2023-09-28T08:00:00","20.60","-108.60",,,"1","4","0","0",,,"1",,,,,,,,,"10087","8","5","0","284","0","284","284",,,,,,"A",,,,,,,,,"239","8","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T08:00:00","25.60","-109.70",,,"1","4","0","0","3","3","1",,,,,,,,,"10086","8","6","0","310","0","287","280",,,,,,"A",,,,,,,,,"239","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T09:00:00","20.50","-108.40",,,"1","4","0","0",,,"1",,,,,,,,,"10080","8","15","0","281","0","281","281",,,,,,"A",,,,,,,,,"239","8","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T09:00:00","25.50","-109.60",,,"1","4","0","0","3","3","1",,,,,,,,,"10082","8","11","0","309","0","288","281",,,,,,"A",,,,,,,,,"239","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T10:00:00","20.30","-108.20",,,"1","4","0","0",,,"1",,,,,,,,,"10075","8","17","0","279","0","279","279",,,,,,"A",,,,,,,,,"239","8","992","114","5","0",,"1","F1FF13","1AAAA1111A8AA1",,"1",,,"4"
"XCBR6","2023-09-28T10:00:00","25.30","-109.50",,,"1","4","0","0","3","3","1",,,,,,,,,"10082","5","8","0","309","0","285","277",,,,,,"A",,,,,,,,,"239","59","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,"1",,,"4"
"WPAJ","2023-09-28T11:00:00","20.20","-108.00",,,"1","5","2","5","3","3","1",,,,,,,,,"10072","6","14","8","281",,"281","281",,,,,"A",,"A","A",,,,,,,"239","8","798","172","5","1","2","1","F1FF13","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T11:00:00","25.10","-109.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10081","5","5","8","308",,"282","274",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"3FJB3","2023-09-28T12:00:00","22.90","-109.50",,,"1","6","2","5","6","3","1",,"250","4","129","1","99",,,"10081","1","20","8","300",,"250","228","1","290","3","2","1","6","4","5",,"5","12",,,,"239","29","798","172","5","1","2","1","115111","111AA1111111A1","5",,,,
"9HA3777","2023-09-28T12:00:00","21.50","-109.00",,,"1","6","2","5","3","4","1",,"260","4","62","1","99","2","1","10209","6","10","8","300",,"260","243","7","320","5","4","1","8","6","A",,"11","4","23","12","4","239","19","798","172","5","1","2","1","111151","11111111111111","5",,"1",,
"WPAJ","2023-09-28T12:00:00","20.00","-107.80",,,"1","4","0","0","3","3","1","0","280","4","41",,"98","3","0","10075","5","5","0","283","0","283","283",,,"4","2","1","3","3","0",,"0","0","38","3","2","239","7","992","114","5","1","2","1","F11113","111111111A1111",,"1","0",,"4"
"XCBR6","2023-09-28T13:00:00","24.80","-109.10",,,"1","5","2","5","3","3","1",,,,,,,,,"10089","3","7","8","308",,"278","268",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T14:00:00","24.70","-109.00",,,"1","5","2","5","3","3","1",,,,,,,,,"10089","1","7","8","318",,"281","268",,,,,"A",,"A","A",,,,,,,"239","49","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T15:00:00","24.50","-108.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10092","3","7","8","327",,"287","275",,,,,"A",,"A","A",,,,,,,"239","48","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"9HA3777","2023-09-28T16:00:00","20.90","-107.90",,,"1","6","2","5","3","4","1",,"290","4","36","1","98","3","0","10209","2","10","8","300",,"270","258","7","320","3","3","4","5","4","4",,"4","1","24","10","2","239","7","798","172","5","1","2","2","111151","11111111111111","5",,"0",,
"XCBR6","2023-09-28T16:00:00","24.30","-108.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10100","3","12","8","333",,"288","273",,,,,"A",,"A","A",,,,,,,"239","48","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T17:00:00","24.20","-108.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10099","0","10","8","331",,"288","274",,,,,"A",,"A","A",,,,,,,"239","48","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T18:00:00","24.00","-108.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10094","0","2","8","336",,"292","278",,,,,"A",,"A","A",,,,,,,"239","48","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"XCBR6","2023-09-28T19:00:00","23.80","-108.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10088","8","13","8","338",,"292","278",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
