"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"5103555","2023-09-04T07:00:00","28.72","-145.86",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","253",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T07:00:00","28.01","-149.57",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T07:00:00","26.86","-141.61",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","241",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T07:00:00","29.68","-143.25",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T07:04:00","28.84","-140.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T08:00:00","28.55","-148.08",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T08:00:00","27.50","-140.46",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T08:00:00","29.70","-145.11",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","248",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T08:00:00","23.44","-141.26",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","241",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T08:00:00","26.01","-142.47",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T08:00:00","25.45","-145.11",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","249",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T08:00:00","23.65","-146.00",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","251",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T08:00:00","29.00","-141.95",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","243",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-04T08:00:00","22.08","-144.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602714","2023-09-04T08:00:00","24.15","-144.16",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","249",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602737","2023-09-04T08:00:00","24.70","-147.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-04T08:00:00","28.34","-146.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-04T08:00:00","28.02","-148.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-04T08:00:00","28.72","-145.85",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","253",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T08:00:00","28.01","-149.57",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T08:00:00","26.87","-141.61",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","241",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T08:00:00","29.69","-143.25",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T08:02:00","28.85","-140.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","240",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T09:00:00","28.54","-148.09",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T09:00:00","27.49","-140.45",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T09:00:00","29.69","-145.12",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","248",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T09:00:00","23.44","-141.25",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","241",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T09:00:00","26.01","-142.46",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T09:00:00","25.46","-145.11",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","249",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T09:00:00","23.66","-146.01",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","251",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T09:00:00","29.00","-141.95",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","243",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-04T09:00:00","22.09","-144.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602737","2023-09-04T09:00:00","24.70","-147.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T09:00:00","28.85","-140.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-04T09:00:00","28.34","-146.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-04T09:00:00","28.02","-148.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-04T09:00:00","28.72","-145.84",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","252",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T09:00:00","28.01","-149.57",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T09:00:00","26.87","-141.61",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","241",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T09:00:00","29.70","-143.26",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602714","2023-09-04T09:01:00","24.15","-144.16",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","249",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T10:00:00","28.54","-148.10",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T10:00:00","27.49","-140.44",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T10:00:00","29.69","-145.13",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","248",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T10:00:00","23.45","-141.25",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","241",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T10:00:00","26.01","-142.46",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T10:00:00","25.47","-145.12",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","248",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T10:00:00","23.66","-146.01",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","251",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T10:00:00","28.99","-141.95",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","242",,,,,,,,,,,,"235","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-04T10:00:00","22.09","-144.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602714","2023-09-04T10:00:00","24.16","-144.17",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","249",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602737","2023-09-04T10:00:00","24.70","-147.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T10:00:00","28.85","-140.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","240",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-04T10:00:00","28.35","-146.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-04T10:00:00","28.02","-148.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-04T10:00:00","28.72","-145.84",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","252",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T10:00:00","28.01","-149.58",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T10:00:00","26.87","-141.61",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","242",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T10:00:00","29.70","-143.26",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T11:00:00","28.54","-148.11",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T11:00:00","27.48","-140.44",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T11:00:00","29.69","-145.14",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","247",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T11:00:00","23.45","-141.24",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","241",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T11:00:00","26.00","-142.46",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T11:00:00","25.48","-145.12",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","248",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T11:00:00","23.67","-146.01",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","250",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T11:00:00","28.99","-141.96",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","242",,,,,,,,,,,,"235","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-04T11:00:00","22.10","-144.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602714","2023-09-04T11:00:00","24.16","-144.17",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","249",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602737","2023-09-04T11:00:00","24.70","-147.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T11:00:00","28.85","-140.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","240",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-04T11:00:00","28.35","-146.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-04T11:00:00","28.02","-148.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-04T11:00:00","28.72","-145.84",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","252",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T11:00:00","28.02","-149.58",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T11:00:00","26.87","-141.60",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","242",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T11:00:00","29.71","-143.26",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T12:00:00","28.53","-148.12",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T12:00:00","27.48","-140.44",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T12:00:00","29.69","-145.15",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","247",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T12:00:00","23.45","-141.23",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","241",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T12:00:00","26.00","-142.45",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T12:00:00","25.49","-145.12",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","248",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T12:00:00","23.67","-146.02",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","250",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T12:00:00","28.99","-141.96",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","242",,,,,,,,,,,,"235","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601840","2023-09-04T12:00:00","22.10","-144.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"4602737","2023-09-04T12:00:00","24.70","-147.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102612","2023-09-04T12:00:00","28.35","-146.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5102777","2023-09-04T12:00:00","28.02","-148.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"5103555","2023-09-04T12:00:00","28.72","-145.83",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","252",,,,,,,,,,,,"235","85","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103561","2023-09-04T12:00:00","28.02","-149.58",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","254",,,,,,,,,,,,"235","89","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5103562","2023-09-04T12:00:00","26.87","-141.60",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","242",,,,,,,,,,,,"235","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5201694","2023-09-04T12:00:00","29.72","-143.26",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","248",,,,,,,,,,,,"235","93","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602714","2023-09-04T12:01:00","24.16","-144.17",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","249",,,,,,,,,,,,"235","44","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4602743","2023-09-04T12:03:00","28.85","-140.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","239",,,,,,,,,,,,"235","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2101690","2023-09-04T13:00:00","28.52","-148.13",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","248",,,,,,,,,,,,"235","88","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201844","2023-09-04T13:00:00","27.47","-140.44",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","241",,,,,,,,,,,,"235","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201845","2023-09-04T13:00:00","29.69","-145.16",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","247",,,,,,,,,,,,"235","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601744","2023-09-04T13:00:00","23.45","-141.22",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","240",,,,,,,,,,,,"235","31","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601753","2023-09-04T13:00:00","26.00","-142.45",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","244",,,,,,,,,,,,"235","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601763","2023-09-04T13:00:00","25.50","-145.13",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","248",,,,,,,,,,,,"235","55","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601775","2023-09-04T13:00:00","23.68","-146.02",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","250",,,,,,,,,,,,"235","36","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"4601777","2023-09-04T13:00:00","29.00","-141.96",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","243",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
