"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"5100101","2023-09-06T01:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"110","1","40",,,,,"10166",,,"8","268",,,,,,,,,,,,,"3","16","16","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T01:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","101",,"35",,,,,"10166",,,"8","266",,,"222","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T01:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","101",,"37",,,,,"10166",,,"8","268",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T01:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","107",,"36",,,,,"10166",,,"8","265",,,"222","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T01:40:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"35",,,,,"10166",,,"8","268",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T01:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"100","1","40",,,,,"10166",,,"8","266",,,"224",,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T01:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","30",,,,,"10167",,,"8","268",,,,,,,,,,,,,"3","8","8","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"4602597","2023-09-06T02:00:00","29.61","-165.85",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","268",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T02:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","100","1","40",,,,,"10166",,,"0","266",,,"224","1","275",,,,"A",,,"4","1","17","16","3","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2023-09-06T02:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","90","1","30",,,,,"10167",,,"0","268",,,,"1","275",,,,"A",,,"4","1","8","8","3","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2023-09-06T02:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T02:00:00","26.02","-161.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602563","2023-09-06T02:04:00","29.74","-169.06",,,"1","3","2","5",,,"11",,,,,,,,,"10274",,,,,,,,,,,,,,,,,,,,,"233","99","798","172","7","0",,"2","FFFF3F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T02:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","105",,"44",,,,,"10167",,,"8","266",,,"223","9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T02:10:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"90",,"39",,,,,"10167",,,"8","268",,,,"9","276",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T02:20:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"100","1","40",,,,,"10167",,,"8","266",,,"222",,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T02:20:00","24.40","-162.10",,,"1","3","2","5",,,"11",,"90","1","50",,,,,"10166",,,,,,,,,,,,,,,,,"3","16","16","3","233","42","798","172","6","1","2","2","FF111F","11AAA1AAAAA31A",,,,,,
"5100001","2023-09-06T02:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","99",,"41",,,,,"10166",,,"8","266",,,"217","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T02:30:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"43",,,,,"10168",,,"8","268",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T02:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","101",,"42",,,,,"10168",,,"8","268",,,"220","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T02:40:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"100",,"39",,,,,"10168",,,"8","269",,,,"9","276",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T02:50:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","102",,"41",,,,,"10168",,,"8","266",,,"222","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T02:50:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","95",,"38",,,,,"10167",,,"8","269",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"4602597","2023-09-06T03:00:00","29.60","-165.84",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","267",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T03:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","95",,"42",,,,,"10167",,,"8","266",,,"221","9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T03:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","93",,"41",,,,,"10167",,,"8","269",,,,"9","276",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-06T03:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T03:00:00","26.02","-161.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602563","2023-09-06T03:04:00","29.74","-169.06",,,"1","3","2","5",,,"11",,,,,,,,,"10274",,,,,,,,,,,,,,,,,,,,,"233","99","798","172","7","0",,"2","FFFF3F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T03:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","99",,"42",,,,,"10168",,,"8","266",,,"218","9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T03:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","94",,"39",,,,,"10167",,,"8","269",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T03:20:00","24.45","-162.01",,,"1","4","2","5",,,"11","5","98",,"41",,,,,"10169",,,"8","267",,,"219",,,,,,,,,,,,,,"233","42","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,
"5100101","2023-09-06T03:20:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","92",,"41",,,,,"10169",,,"8","269",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T03:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","102",,"40",,,,,"10169",,,"8","267",,,"218","9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T03:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","97",,"38",,,,,"10169",,,"8","269",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T03:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","104",,"42",,,,,"10169",,,"8","267",,,"219","9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T03:40:00","24.36","-162.08",,,"1","4","2","5",,,"11",,"90",,"40",,,,,"10169",,,"8","270",,,,"9","275",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T03:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"100","1","40",,,,,"10170",,,"8","267",,,"220",,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T03:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10169",,,"8","269",,,,,,,,,,,,,"3","16","16","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"4602597","2023-09-06T04:00:00","29.59","-165.84",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","267",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T04:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","90","1","40",,,,,"10170",,,"0","266",,,"222","1","274",,,,"A",,,"4","1","15","16","3","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2023-09-06T04:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","90","1","40",,,,,"10169",,,"0","269",,,,"1","274",,,,"A",,,"4","1","16","16","3","233","42","993","114","6","1","2","2","11111F","11AAA11AA1811A",,,"6",,,"4"
"5102629","2023-09-06T04:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T04:00:00","26.02","-161.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","271",,,,,,,,,,,,"233","61","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602563","2023-09-06T04:04:00","29.74","-169.10",,,"1","3","2","5",,,"11",,,,,,,,,"10260",,,,,,,,,,,,,,,,,,,,,"233","99","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T04:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","92",,"42",,,,,"10171",,,"8","266",,,"224","9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T04:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","89",,"39",,,,,"10170",,,"8","269",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T04:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10170",,,"8","266",,,"222",,,,,,,,,,"3","15","16","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T04:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10170",,,"8","269",,,,,,,,,,,,,"3","19","16","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T04:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","87",,"39",,,,,"10171",,,"8","266",,,"223","9","273",,,,,,,,,,,,"233","42","798","172","6","0",,"2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T04:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","92",,"36",,,,,"10171",,,"8","269",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T04:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","95",,"45",,,,,"10172",,,"8","266",,,"221","9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T04:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","86",,"41",,,,,"10171",,,"8","268",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","2","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T04:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10172",,,"8","267",,,"221",,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","2","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T04:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","40",,,,,"10171",,,"8","268",,,,,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","2","F1111F","11AAA11AAAA31A",,,,,,
"4602597","2023-09-06T05:00:00","29.59","-165.84",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","267",,,,,,,,,,,,"233","95","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T05:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","90","1","40",,,,,"10172",,,"0","267",,,"221","1","273",,,,"A",,,"4","1","17","16","3","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2023-09-06T05:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","88",,"43",,,,,"10172",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-06T05:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T05:00:00","26.02","-161.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602563","2023-09-06T05:04:00","29.74","-169.06",,,"1","3","2","5",,,"11",,,,,,,,,"10267",,,,,,,,,,,,,,,,,,,,,"233","99","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T05:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","85",,"38",,,,,"10174",,,"8","267",,,"226","9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T05:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","82",,"43",,,,,"10173",,,"8","267",,,,"9","274",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T05:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","50",,,,,"10175",,,"8","266",,,"227",,,,,,,,,,"3","24","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T05:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","50",,,,,"10174",,,"8","267",,,,,,,,,,,,,"3","15","16","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T05:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","94",,"45",,,,,"10176",,,"8","263",,,"226","9","273",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T05:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","88",,"44",,,,,"10176",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T05:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","91",,"39",,,,,"10177",,,"8","264",,,"222","9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T05:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","87",,"45",,,,,"10177",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T05:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10180",,,"8","265",,,"222",,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T05:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10179",,,"8","267",,,,,,,,,,,,,"3","16","16","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"4602597","2023-09-06T06:00:00","29.58","-165.84",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","267",,,,,,,,,,,,"233","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T06:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","89",,"39",,,,,"10181",,,"8","265",,,"226","9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T06:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","89",,"42",,,,,"10181",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-06T06:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T06:00:00","26.02","-161.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4602563","2023-09-06T06:04:00","29.79","-168.45",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233","98","798","172","7","0",,"1","FFFF7F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T06:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","96",,"40",,,,,"10182",,,"8","265",,,"226","9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T06:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","86",,"38",,,,,"10182",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T06:20:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10183",,,"8","266",,,"224",,,,,,,,,,"3","18","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T06:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10183",,,"8","267",,,,,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T06:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","88",,"40",,,,,"10186",,,"8","266",,,"221","9","272",,,,,,,,,,,,"233","42","798","172","6","0",,"1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T06:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","86",,"39",,,,,"10185",,,"8","267",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T06:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","94",,"40",,,,,"10187",,,"8","267",,,"223","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T06:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","86",,"36",,,,,"10186",,,"8","268",,,,"9","273",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T06:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"90","1","40",,,,,"10187",,,"8","266",,,"222",,,,,,,,,,"3","19","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T06:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10188",,,"8","268",,,,,,,,,,,,,"3","22","16","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"4602597","2023-09-06T07:00:00","29.58","-165.85",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","267",,,,,,,,,,,,"233","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2023-09-06T07:00:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","91",,"41",,,,,"10189",,,"8","266",,,"223","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T07:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","97",,"41",,,,,"10189",,,"8","267",,,,"9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-06T07:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5201669","2023-09-06T07:00:00","26.02","-161.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","270",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"9V5027","2023-09-06T07:00:00","21.50","-164.90",,,"1","6","2","5","2","3","1",,"110","3","82","1","97","2",,"10140",,,"8","280","0","240","224","7","240","2","2","2","5","0","0","10","3","11","11","3","233","14","798","172","5","0",,"1","211111","1111A11111111A",,"5",,,,
"4602563","2023-09-06T07:04:00","29.75","-169.01",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233","99","798","172","7","0",,"1","FFFF7F","1AAAA1AAAAAAAA","4",,,,,
"5100001","2023-09-06T07:10:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","98",,"51",,,,,"10190",,,"8","266",,,"226","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T07:10:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","92",,"42",,,,,"10189",,,"8","268",,,,"9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T07:20:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"90","1","40",,,,,"10189",,,"8","265",,,"224",,,,,,,,,,"3","16","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T07:20:00","24.40","-162.10",,,"1","3","2","5",,,"11",,"90","1","50",,,,,"10188",,,"8","266",,,,,,,,,,,,,"3","8","8","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T07:30:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","86",,"44",,,,,"10190",,,"8","266",,,"226","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T07:30:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","82",,"58",,,,,"10188",,,"8","261",,,,"9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T07:40:00","24.45","-162.01",,,"1","5","2","5",,,"11","5","103",,"47",,,,,"10190",,,"8","266",,,"229","9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,
"5100101","2023-09-06T07:40:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","59",,"49",,,,,"10188",,,"8","260",,,,"9","272",,,,,,,,,,,,"233","42","798","172","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,
"5100001","2023-09-06T07:50:00","24.50","-162.00",,,"1","5","2","5",,,"11",,"130","1","50",,,,,"10189",,,"8","260",,,"224",,,,,,,,,,"3","18","16","3","233","42","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,
"5100101","2023-09-06T07:50:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","40",,,,,"10188",,,"8","261",,,,,,,,,,,,,"3","17","16","3","233","42","798","172","6","1","2","1","F1111F","11AAA11AAAA31A",,,,,,
"5100001","2023-09-06T08:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"120","1","40",,,,,"10189","1","16","8","261",,,"224",,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2023-09-06T08:00:00","24.36","-162.08",,,"1","4","2","5",,,"11","5","76",,"49",,,,,"10188",,,"8","261",,,,"9","272",,,,,,,,,,,,"233","42","798","172","6","1","2","1","11111F","11AAA11AA1AAAA",,,,,,
"5102629","2023-09-06T08:00:00","26.11","-161.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","274",,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
