"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1801564","2022-09-02T14:59:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"EUMDE31","2022-09-02T15:00:00","22.49","37.51",,,"1","5","2","5","7","4","1","5","35",,"56",,,,,"10045","7","2","8","308",,,"280",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"2","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE43","2022-09-02T15:00:00","29.67","32.53",,,"1","5","2","5","4","4","1","5","355",,"98",,,,,"10078","7","5","8","335",,,"233",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F51111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"1801564","2022-09-02T15:01:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10047",,,"8","325",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:03:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:05:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:07:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:09:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:11:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10046",,,"8","328",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:13:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:15:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:17:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:19:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:21:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10045",,,"8","328",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:23:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:25:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:27:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:29:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:31:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10045",,,"8","331",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:33:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:35:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:37:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:39:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:41:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10044",,,"8","329",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:43:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:45:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:47:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:49:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:51:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10044",,,"8","335",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:53:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:55:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:57:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T15:59:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"EUMDE31","2022-09-02T16:00:00","22.77","37.34",,,"1","5","2","5","7","4","1","5","45",,"35",,,,,"10048","2","5","8","306",,,"282",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE43","2022-09-02T16:00:00","29.37","32.64",,,"1","5","2","5","3","4","1","5","345",,"91",,,,,"10074","7","5","8","304",,,"227",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"1801564","2022-09-02T16:01:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10044",,,"8","333",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF1F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:03:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:05:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:07:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:09:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:11:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10043",,,"8","336",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:13:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:15:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:17:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:19:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:21:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10043",,,"8","335",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:23:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:25:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:27:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:29:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:31:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10042",,,"8","336",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:33:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:35:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:37:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:39:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:41:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10042",,,"8","333",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:43:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:45:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:47:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:49:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:51:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10041",,,"8","334",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:53:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:55:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:57:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T16:59:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"EUMDE31","2022-09-02T17:00:00","23.05","37.18",,,"1","5","2","5","7","4","1","5","25",,"76",,,,,"10055","2","11","8","305",,,"287",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE43","2022-09-02T17:00:00","29.08","32.78",,,"1","5","2","5","4","4","1","5","345",,"122",,,,,"10073","7","2","8","298",,,"230",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"V7DQ4","2022-09-02T17:00:00","22.90","38.40",,,"1","6","2","5","8","2","1",,"320","3","62","1","97","2","1","10040",,,"8","340",,,,"1","326","5","5","7","2","4","4",,"1","1",,,,"217","28","798","172","5","1","2","1","111117","111111166111AA",,"5",,"1",,,,,,,,
"1801564","2022-09-02T17:01:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10041",,,"8","335",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:03:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:05:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:07:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:09:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:11:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10041",,,"8","334",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:13:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:15:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:17:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:19:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:21:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10041",,,"8","341",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:23:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:25:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:27:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:29:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:31:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10041",,,"8","328",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:33:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:35:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:37:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:39:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:41:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10040",,,"8","326",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:43:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:45:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:47:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:49:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:51:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10040",,,"8","332",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F3FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:53:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:55:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:57:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T17:59:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"EUMDE31","2022-09-02T18:00:00","23.33","37.02",,,"1","5","2","5","7","4","1",,"30",,"62",,,,,"10059","2","14","8","303",,,"289",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11111","11AAA11A1AAAA1",,"5",,,,,,,,,,
"EUMDE43","2022-09-02T18:00:00","28.77","32.90",,,"1","5","2","5","4","4","1","5","345",,"147",,,,,"10079","2","1","8","295",,,"229",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11411","11AAA11A1AAAA1",,"5",,,,,,,,,,
"1801564","2022-09-02T18:01:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,"10040",,,"8","335",,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","F5FF2F","1AAAA11AAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T18:03:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T18:05:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T18:07:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1801564","2022-09-02T18:09:00","29.43","34.95",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217","94","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
