"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"GDE3FFJ","2022-09-05T04:30:00","24.84","54.67",,,"1","6","2","5","9",,"1","5","172",,"84",,,,,"10092",,,"8","348",,,,,"332",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11151F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T04:40:00","24.83","54.68",,,"1","6","2","5","9",,"1","5","152",,"90",,,,,"10092",,,"8","348",,,,,"333",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11151F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T04:50:00","24.82","54.67",,,"1","6","2","5","9",,"1","5","153",,"93",,,,,"10090",,,"8","347",,,,,"333",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11151F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T05:00:00","25.75","55.27",,,"1","5","2","5","5","4","1",,,,,,,,,"10040","2","12","8","330",,,"234",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-05T05:00:00","20.80","59.80",,,"1","4","0","0","4","3","1","0","230","4","77",,"98","2","1","10000","0","0","0","260","0","240","231",,"263","4","4","4","9","6","4",,"0","2",,,,"219","9","992","114","5","1","2","2","111111","111111111111A1",,,"1","1",,,,,,,,,"4",,
"EUMDE51","2022-09-05T05:00:00","24.81","54.66",,,"1","5","2","5","5","1","1","5","155",,"91",,,,,"10043","2","8","8","335",,,"200",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F11514","11AAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:00:00","24.81","54.66",,,"1","6","2","5","9",,"1",,,,,,,,,"10090",,,"8","347",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11171F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T05:00:00","25.10","54.80",,,"1","5","2","5","2","1","1",,,,,,,,,"10028","0","4","8","322",,"260","237",,,,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"V7DJ7","2022-09-05T05:00:00","22.40","59.90",,,"1","6","2","5","4","3","1",,"200","3","129","1","97","2","1","10137",,,"8","310",,"240","212","7","248","3","0","6","2","0","0",,"6","2","20","5","3","219","29","798","172","5","1","2","2","111512","1111111111111A",,"5",,"1",,,,,,,,,,,
"V7DR9","2022-09-05T05:00:00","25.20","56.50",,,"1","6","2","5","9","0","1",,"150","3","15",,,,,"10148",,,"8","270",,"250","243","3","319",,,"7",,"7","6",,,,,,,"219","56","798","172","5","1","2","2","111131","11AAA111118AAA",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T05:00:00","26.20","50.70",,,"1","5","2","5","5","3","1",,,,,,,,,"10026","0","10","8","383",,"299","274",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T05:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","3","3","8","362",,"281","255",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T05:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10022",,,"8",,,,,"9","292",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T05:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10022",,,"8",,,,,"9","292",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T05:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10022",,,"8",,,,,"9","292",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5",,,,,,,,"10089",,,"8","347",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11171F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5",,,,,,,,"10089",,,"8","348",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11171F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5",,,,,,,,"10089",,,"8","349",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11171F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","172",,"86",,,,,"10089",,,"8","349",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11151F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T05:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","166",,"73",,,,,"10088",,,"8","350",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11151F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T06:00:00","25.63","54.98",,,"1","5","2","5","5","4","1",,,,,,,,,"10039","2","8","8","328",,,"236",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-05T06:00:00","20.60","59.80",,,"1","6","2","5","4","3","1",,"220","4","67","1","97","0","0","10010","0","0","8","320",,"290","280","7","260","2","2","1","4","4","5",,"2","4",,,,"219","9","798","172","5","1","2","2","131111","111111111111A1",,"5",,"0",,,,,,,,,,,
"A8IG2","2022-09-05T06:00:00","25.60","57.30",,,"1","5","2","5","7","3","1",,,"3",,"1","96","5","1","10030","4","0","8","330","0","300","290",,,"6","3","0","9","4","7","0","0","0",,,,"219","57","798","172","5","0",,"2","F1FF11","121111111A11A1",,"5",,"1",,,,,,,,,,,
"EUMDE51","2022-09-05T06:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10044","2","6","8","351",,,"204",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F1FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","169",,"63",,,,,"10087",,,"8","350",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T06:00:00","25.10","54.90",,,"1","5","2","5","2","1","1",,,,,,,,,"10028","8","0","8","332",,"267","244",,,,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA7",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T06:00:00","26.10","50.70",,,"1","5","2","5","5","3","1",,,,,,,,,"10029","3","8","8","370",,"279","248",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T06:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10038","0","5","8","367",,"281","253",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F3FF12","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T06:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10019",,,"8",,,,,"9","297",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","183",,"59",,,,,"10085",,,"8","351",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","182",,"56",,,,,"10085",,,"8","352",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","166",,"58",,,,,"10085",,,"8","352",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","184",,"62",,,,,"10085",,,"8","352",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T06:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","174",,"60",,,,,"10085",,,"8","352",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T07:00:00","25.44","54.79",,,"1","5","2","5","4","4","1",,,,,,,,,"10034","7","4","8","333",,,"233",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-05T07:00:00","20.40","59.70",,,"1","6","2","5","4","3","1",,"120","4","62","1","97","0","0","10010","0","0","8","320",,"290","280","7","260","2","2","4","6","4","5",,"2","4",,,,"219","9","798","172","5","1","2","2","131111","111111111111A1",,"5",,"0",,,,,,,,,,,
"EUMDE51","2022-09-05T07:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10042","2","5","8","358",,,"221",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F1FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","181",,"56",,,,,"10085",,,"8","353",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"KSFF","2022-09-05T07:00:00","25.00","55.00",,,"1","5","2","5","2","1","1",,,,,,,,,"10026","8","1","8","360",,"266","232",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F1FF12","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T07:00:00","26.10","50.70",,,"1","5","2","5","5","2","1",,,,,,,,,"10029","0","6","8","387",,"288","257",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T07:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,"210","4","72","1","96","5",,"10037","8","1","8","373",,"293","268",,,"0","0","0","9","0","0",,"2","1",,,,"219","55","798","172","5","1","2","2","F31311","1111A1111A11A1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","195",,"60",,,,,"10083",,,"8","354",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11131F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","185",,"51",,,,,"10080",,,"8","355",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","189",,"43",,,,,"10079",,,"8","356",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","211",,"44",,,,,"10078",,,"8","357",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T07:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","211",,"42",,,,,"10077",,,"8","358",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T08:00:00","25.21","54.85",,,"1","5","2","5","4","2","1",,,,,,,,,"10030","7","9","8","340",,,"242",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-05T08:00:00","20.20","59.70",,,"1","6","2","5","4","3","1",,"120","4","72","1","97","0","0","10010","0","0","8","320",,"290","280","7","260","2","2","1","4","4","5",,"2","4",,,,"219","9","798","172","5","1","2","2","132111","111111111111A1",,"5",,"0",,,,,,,,,,,
"C6UU5","2022-09-05T08:00:00","26.30","53.70",,,"1","6","2","5","6","4","1",,"230","4","21","1","96",,,"10087",,,"8","350","0","320","311",,"310","0","0","A","9","1","A",,,,,,,"219","63","798","172","5","0",,"2","111111","111AA111111AAA",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T08:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10037","7","6","8","367",,,"226",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F3FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","224",,"47",,,,,"10075",,,"8","359",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","11111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-05T08:00:00","25.50","54.90",,,"1","4","0","0","0","0","1","0","220","3","82",,"97","2","1","10020","5",,"0","390","0","310","284","1","330","6","6","5","5","4","8",,,,"0",,,"219","54","992","114","5","1","2","2","151311","11111111111A37",,,"1","1","0",,,,,,,,"4",,
"WUSD","2022-09-05T08:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10031","8","7","8","381",,"295","268",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","224",,"45",,,,,"10076",,,"8","362",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","226",,"48",,,,,"10074",,,"8","363",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","246",,"43",,,,,"10074",,,"8","364",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","224",,"24",,,,,"10074",,,"8","365",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T08:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","269",,"29",,,,,"10072",,,"8","366",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T09:00:00","25.16","54.88",,,"1","5","2","5","7","1","1",,,,,,,,,"10026","7","12","8","348",,,"242",,,,,,,,,,,,,,,"219","54","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"C6UU5","2022-09-05T09:00:00","26.30","53.70",,,"1","6","2","5","6","4","1",,"230","4","31","1","96","2","2","10054",,,"8","350","0","330","324",,"320","9",,"A","A","A","A",,"3","2","36",,,"219","63","798","172","5","0",,"2","111111","1114111111417A",,"5",,"2","36",,,,,,,,,,
"EUMDE51","2022-09-05T09:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10031","7","13","8","371",,,"211",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F3FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","273",,"30",,,,,"10071",,,"8","367",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"TBWUK70","2022-09-05T09:00:00","25.90","51.78",,,"1","5","2","5","0","0","1",,"180",,"15","1","97",,,"10017","4","0","8","361",,"291","266","1",,,,,,,,,,,,,,"219","51","798","172","5","0",,"2","611111","111AA11119AAA1",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T09:00:00","26.10","50.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10018","8","11","8","380",,"280","247",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T09:00:00","25.40","55.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10026","8","12","8","381",,"293","266",,,,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","F5FF12","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:10:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"270",,"31",,,,,"10070",,,"8","369",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:20:00","24.81","54.65",,,"1","6","2","5","9",,"1",,"280",,"27",,,,,"10068",,,"8","369",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","289",,"33",,,,,"10067",,,"8","370",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","278",,"32",,,,,"10065",,,"8","370",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T09:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","284",,"34",,,,,"10063",,,"8","371",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T10:00:00","25.06","55.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10018","7","15","8","349",,,"247",,,,,,,,,,,,,,,"219","55","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T10:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10024","7","18","8","380",,,"228",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F5FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","293",,"38",,,,,"10063",,,"8","372",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-05T10:00:00","26.10","50.70",,,"1","5","2","5","9","0","1",,,,,,,,,"10011","8","18","8","392",,"286","251",,,,,"A",,"A","A",,,,,,,"219","60","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-05T10:00:00","25.40","55.00",,,"1","4","0","0","0","0","1","0","240","4","87",,"97","2",,"10020","8","14","0","377","0","294","268",,,"0","0","0","9","0","0",,"3","1","0",,,"219","55","992","114","5","1","2","2","F53111","1111A1111A1131",,,"1",,"0",,,,,,,,"4",,
"2300593","2022-09-05T10:10:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9988",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","296",,"34",,,,,"10061",,,"8","372",,,,,"334",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","297",,"46",,,,,"10059",,,"8","372",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","299",,"46",,,,,"10058",,,"8","372",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","287",,"49",,,,,"10056",,,"8","373",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T10:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","298",,"46",,,,,"10056",,,"8","373",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T11:00:00","24.99","55.05",,,"1","5","2","5","5","0","1",,,,,,,,,"10009","7","20","8","379",,,"210",,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F5FF14","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"AUYL","2022-09-05T11:00:00","24.70","58.20",,,"1","4","0","0","1","0","1","0","130","4","15",,"97","3","0","10008","1","2","0",,,,,,,"4","4","4","5","6","1",,,,,,,"219","48","992","114","5","0",,"2","F61113","1111119A9A1AA1",,,"1","1",,,,,,,,,"4",,
"EUMDE51","2022-09-05T11:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10017","7","20","8","367",,,"253",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F3FF12","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:00:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","307",,"47",,,,,"10055",,,"8","373",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","13111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"2300593","2022-09-05T11:08:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9983",,,"8",,,,,"9","285",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-05T11:09:00","25.40","59.56",,,"1","4","2","5",,,"11",,,,,,,,,"9983",,,"8",,,,,"9","285",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:10:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","305",,"55",,,,,"10055",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:20:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","311",,"53",,,,,"10054",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:30:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","307",,"54",,,,,"10053",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:40:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","313",,"52",,,,,"10051",,,"8","374",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"GDE3FFJ","2022-09-05T11:50:00","24.81","54.65",,,"1","6","2","5","9",,"1","5","283",,"53",,,,,"10051",,,"8","375",,,,,"335",,,,,,,,,,,,,"219","44","798","172","5","0",,"2","15111F","11AAA11AA1AAAA",,"5",,,,,,,,,,,,,
"7XCL4WP","2022-09-05T12:00:00","24.99","55.05",,,"1","5","2","5","0","0","1",,,,,,,,,"10009","7","16","8","377",,,,,,,,,,,,,,,,,,"219","45","798","172","5","0",,"2","F5FF16","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
"EUMDE51","2022-09-05T12:00:00","24.81","54.65",,,"1","5","2","5","0","0","1",,,,,,,,,"10015","7","16","8","360",,,"263",,,,,,,,,,,,,,,"219","44","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,,,
