"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"5301504","2016-09-05T15:00:00","20.55","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10071",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"SHIP","2016-09-05T15:00:00","20.60","119.70",,,"1","4","0","0","1","2",,"2","0","210","4","87",,"97","63","6","10092","2","7","0","250","0","250",,"250","1","290","8","7","4","A","A","A",,"5","3","38",,,"225","9","992","114","5","1","2","1","111113","11131111118A71",,,"1","6",,,,,,,,,,"4"
"5301500","2016-09-05T16:00:00","20.02","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T16:00:00","20.55","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","296",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-05T17:00:00","20.02","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T17:00:00","20.56","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10061",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"C6AV5","2016-09-05T17:00:00","22.00","114.60",,,"1","4","0","0","0","0","1","1","0","90","0","20",,"97","1","0","10103","4","0","0","288",,,,,"3","303","3","3","4","6","1","A",,"7","2","20","8","3","225","24","992","114","5","0",,"1","11111F","1111111AA11111",,,"1","0",,,,,,,,,,"4"
"5301500","2016-09-05T18:00:00","20.02","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T18:00:00","20.56","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-05T18:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","70","4","31",,"96","10","2","10060",,"10","0","270","0","255",,"250","3","290","7",,"6","2","A","A",,"6","1","0",,,"225","24","992","114","5","1","2","1","111111","11111111111137",,,"1","2","0",,,,,,,,,"4"
"C6DM2","2016-09-05T18:00:00","24.20","118.30",,,"1","4","0","0","1","3",,"1","0","340","4","98",,"97","3","2","10080","4","0","0","280","0","260",,"253","3","280","7","6","1","6","8","A",,"6","2","8","9","3","225","48","992","114","5","1","2","1","111111","11111111111111",,,"1","2","9","7","2",,,,,,,"4"
"5301500","2016-09-05T19:00:00","20.02","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T19:00:00","20.55","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-05T20:00:00","20.02","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T20:00:00","20.55","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-05T21:00:00","20.03","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T21:00:00","20.54","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-05T22:00:00","20.03","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T22:00:00","20.54","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-05T23:00:00","20.03","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-05T23:00:00","20.56","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T00:00:00","20.04","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T00:00:00","20.57","115.07",,,"1","4","2","5",,,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-06T00:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","90","4","26",,"96","21","5","10060",,,"0","270",,,,,"3","290","5","5","6","3","1","0",,"0","0",,,,"225","24","992","114","5","1","2","2","11111F","1111111AA111AA",,,"1","5",,,,,,,,,,"4"
"5301500","2016-09-06T01:00:00","20.04","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T01:00:00","20.58","115.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T02:00:00","20.05","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10079",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T02:00:00","20.59","115.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T03:00:00","20.05","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T03:00:00","20.59","115.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"DFKM2","2016-09-06T03:00:00","22.40","118.80",,,"1","4","0","0","2","4","1","1","0","220","4","87",,"98","3","2","10091","2","13","0","299",,,,"254","1","275","8","6","9","5","7","A",,"8","2","0",,,"225","28","992","114","5","1","2","2","111111","1111111A111131",,,"1","2","0",,,,,,,,,"4"
"5301500","2016-09-06T04:00:00","20.05","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T04:00:00","20.59","115.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T05:00:00","20.04","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10065",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T05:00:00","20.59","115.07",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T06:00:00","20.59","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-06T06:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","320","4","21",,"96","50","5","10060","0","10","0","265","0","250",,"245","3","290","8",,"7","3","A","A",,"0","0","0",,,"225","24","992","114","5","1","2","2","111111","11111111111131",,,"1","2","0",,,,,,,,,"4"
"DFKM2","2016-09-06T06:00:00","22.40","119.60",,,"1","4","0","0","2","3","1","1","0","230","4","82",,"97","62","6","10084","7","7","0","286",,,,"260","1","283","8","7","6","2","2","A",,"2","2","13","3","4","225","29","992","114","5","1","2","2","111111","1113111A111111",,,"1","2",,,,,,,,,,"4"
"VSJG7","2016-09-06T06:00:00","24.30","119.20",,,"1","4","0","0","1","4",,"1","0","130","3","51",,"97","80","6","10070","2","60","0","290","0","270",,"262","3","290","6","3","2","4","2","4",,"4","2","5","7","3","225","49","992","114","5","1","2","2","111111","11111111111111",,,"1","2",,,,,,,,,,"4"
"5301500","2016-09-06T07:00:00","20.03","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T07:00:00","20.59","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T08:00:00","20.03","115.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10054",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T08:00:00","20.59","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10056",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T09:00:00","20.03","115.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10052",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T09:00:00","20.59","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10054",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T10:00:00","20.03","115.44",,,"1","4","2","5",,,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T10:00:00","20.59","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"TBWUK37","2016-09-06T10:00:00","20.70","119.90",,,"1","4","0","0","4","3",,"1","0","280","4","93",,"96","81","9","10089","2","5","0","252","0","248",,"246","1","300","8","8","7","2","A","A",,"2","2","21","5","3","225","9","992","114","5","1","2","2","111111","11111111111111",,,"1","8",,,,,,,,,,"4"
"5301500","2016-09-06T11:00:00","20.03","115.44",,,"1","4","2","5",,,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T11:00:00","20.60","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T12:00:00","20.04","115.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T12:00:00","20.61","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-06T12:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","320","4","21",,"97","3","2","10060",,,"0","280",,,,,"3","290","0",,,"9",,,,"0","0",,,,"225","24","992","114","5","1","2","1","11111F","1111111AA111AA",,,"1","2",,,,,,,,,,"4"
"5301500","2016-09-06T13:00:00","20.04","115.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T13:00:00","20.62","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","294",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T14:00:00","20.05","115.42",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T14:00:00","20.62","115.08",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T15:00:00","20.05","115.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T15:00:00","20.63","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10085",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T16:00:00","20.06","115.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10079",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T16:00:00","20.63","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T17:00:00","20.06","115.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T17:00:00","20.63","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"C6AV5","2016-09-06T17:00:00","22.00","114.60",,,"1","4","0","0","0","0","1","1","0","190","0","50",,"97","2","1","10103","4","0","0","288",,,,,"3","300","4","4","4","6","6","A",,"7","2","18","8","3","225","24","992","114","5","1","2","1","11111F","1111111AA11111",,,"1","1",,,,,,,,,,"4"
"5301500","2016-09-06T18:00:00","20.06","115.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T18:00:00","20.63","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"9HA3769","2016-09-06T18:00:00","21.40","114.20",,,"1","4","0","0","8","3",,"1","0","260","4","77",,"97","3","6","10090","4","0","0","275","0","245",,"234","1","298","8","6","5","5","1","0",,"3","2","18","6","2","225","14","992","114","5","1","2","1","111111","11111111111111",,,"1","2",,,,,,,,,,"4"
"A8OU4","2016-09-06T18:00:00","22.10","114.20",,,"1","4","0","0","0","0",,"1","0","210","4","26",,"96","10","2","10067","0","0","0","270","0","245",,"236","3","290","6",,"6","3","A","A",,"0","0","0",,,"225","24","992","114","5","1","2","1","111111","11111111111131",,,"1","2","0",,,,,,,,,"4"
"VRXL8","2016-09-06T18:00:00","24.70","119.50",,,"1","4","0","0","5","2",,"1","0","180","4","139",,"97",,"6","10082","0","1","0","251","0","231",,"223","1","241","7","7","7","2","2","4",,"4","3",,,,"225","49","992","114","5","1","2","1","111511","111A11111111A1",,,"1","6",,,,,,,,,,"4"
"5301500","2016-09-06T19:00:00","20.06","115.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T19:00:00","20.63","115.11",,,"1","4","2","5",,,,"11",,,,,,,,,"10072",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T20:00:00","20.06","115.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T20:00:00","20.62","115.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"VRXL8","2016-09-06T20:00:00","24.50","119.30",,,"1","4","0","0","5","2",,"1","0","180","4","139",,"97",,"6","10082","0","1","0","251","0","231",,"223","1","241","7","7","7","2","2","4",,"4","3",,,,"225","49","992","114","5","1","2","1","111511","111A11111111A1",,,"1","6",,,,,,,,,,"4"
"5301500","2016-09-06T21:00:00","20.07","115.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T21:00:00","20.62","115.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T22:00:00","20.07","115.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10072",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T22:00:00","20.62","115.13",,,"1","4","2","5",,,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","5","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-06T23:00:00","20.07","115.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-06T23:00:00","20.62","115.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T00:00:00","20.08","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T00:00:00","20.63","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"A8OU4","2016-09-07T00:00:00","22.00","114.20",,,"1","4","0","0","0","0",,"1","0","180","4","26",,"95","10","5","10060",,,"0","270",,,,,"3","290","5","5","6","2","0","0",,"0","0",,,,"225","24","992","114","5","1","2","2","11111F","1111111AA111AA",,,"1","5",,,,,,,,,,"4"
"5301500","2016-09-07T01:00:00","20.08","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T01:00:00","20.65","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10084",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T02:00:00","20.08","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T02:00:00","20.65","115.09",,,"1","4","2","5",,,,"11",,,,,,,,,"10096",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T03:00:00","20.09","115.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10084",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T03:00:00","20.66","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T04:00:00","20.09","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10089",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T04:00:00","20.66","115.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10089",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T05:00:00","20.08","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10087",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T05:00:00","20.66","115.11",,,"1","4","2","5",,,,"11",,,,,,,,,"10085",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301500","2016-09-07T06:00:00","20.08","115.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
"5301504","2016-09-07T06:00:00","20.66","115.12",,,"1","4","2","5",,,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","293",,,,,,,,,,,,,"225","5","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,
