"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"TBWUK71","2016-09-07T14:00:00","25.30","57.20",,,"1","4","0","0","3","3",,"1","0","180","3","67",,"97","5",,"10019","0","4","0","290","0","260","248",,"320",,,"6","A","A","7",,"8","3",,,,"219","57","992","114","5","1","2","2","111111","1111A1111181A1",,"1",,,,,"4"
"CQIV","2016-09-07T18:00:00","25.00","57.80",,,"1","4","0","0","7","3",,"1","0","100","4","51",,"97","1","1","10045","3","20","0","270","0","250","243","3","300",,,,"A",,,,"10","1",,,,"219","57","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,"4"
"TBWUK71","2016-09-07T18:00:00","24.40","57.80",,,"1","4","0","0","3","3",,"1","0","130","3","41",,"98","2","0","10030","1","7","0","290","0","275","269",,"320","2","2","A","5","4","1",,,,"0",,,"219","47","992","114","5","1","2","1","111111","11111111111A31",,"1","0","0",,,"4"
"VQHO7","2016-09-07T20:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","160","3","36",,"98","2","2","10033","4","0","0","300","0","280","273","1","294",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11111111118AA1",,"1","2",,,,"4"
"BATFR45","2016-09-08T00:00:00","25.40","56.40",,,"1","4","0","0","1","3",,"1","0","120","4","51",,,,,"10036","3","4","0","304",,,"264","3","289",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"CQIV","2016-09-08T00:00:00","26.00","56.90",,,"1","4","0","0","7","3",,"1","0","100","4","72",,"97","5","1","10040","4","0","0","280","0","270","267","3","310","4",,,"A",,,,"10","1","0",,,"219","66","992","114","5","1","2","1","111111","11111111111131",,"1","1","0",,,"4"
"DGXS","2016-09-08T00:00:00","24.50","58.30",,,"1","4","0","0","3","4","1","1","0","110","4","93",,"97","2","1","10032","7","3","0","279","0","228","202","1","320","4","4","7","2","9","7",,"4","2",,,,"219","48","992","114","5","1","2","1","112111","111111111111A1",,"1","1",,,,"4"
"VQHO7","2016-09-08T00:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","120","3","31",,"98","2","0","10028","6","4","0","298","0","265","252","1","274","3","3","6","2","0","0",,,,,,,"219","56","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"BATFR45","2016-09-08T01:00:00","25.60","56.50",,,"1","4","0","0","8","3",,"1","0","120","4","62",,,,,"10042","3","12","0","299",,,"257","3","302",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T02:00:00","25.80","56.60",,,"1","4","0","0","8","3",,"1","0","160","4","67",,,,,"10045","2","12","0","297",,,"262","3","304",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T03:00:00","26.00","56.70",,,"1","4","0","0","8","3",,"1","0","150","4","98",,,,,"10049","1","13","0","300",,,"262","3","320",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T04:00:00","26.20","56.80",,,"1","4","0","0","8","3",,"1","0","150","4","108",,,,,"10054","3","12","0","297",,,"269","3","320",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"TBWUK74","2016-09-08T04:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","110","4","87",,"97","2","2","10062","1","18","0","300","0","260","243","1","340","7","7","7","2","A","A",,"6","1","9","7","3","219","56","992","114","5","1","2","2","112111","11111111111111",,"1","2",,,,"4"
"BATFR45","2016-09-08T05:00:00","26.50","56.70",,,"1","4","0","0","8","3",,"1","0","160","4","93",,,,,"10057","1","12","0","309",,,"265","3","317",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"A8MW8","2016-09-08T06:00:00","26.30","55.90",,,"1","4","0","0","2","3","1","1","0",,"4",,,"97","2","0","10050","2","20","0","280","0","250","239","3","330","4","3","4","5","4","4",,"1","1",,,,"219","65","992","114","5","1","2","2","11FF11","111111111111A1",,"1","0",,,,"4"
"BATFR45","2016-09-08T06:00:00","26.60","56.50",,,"1","4","0","0","6","3",,"1","0","150","4","108",,,,,"10058","1","9","0","294",,,"262","3","302",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"DGXS","2016-09-08T06:00:00","23.20","59.80",,,"1","4","0","0","3","4","1","1","0","140","4","103",,"98","2","0","10063","2","10","0","268","0","235","219","1","260","2","2","1","5","2","5",,"11","4","14","11","4","219","39","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"BATFR45","2016-09-08T07:00:00","26.50","56.30",,,"1","4","0","0","5","3",,"1","0","140","4","98",,,,,"10053","8","1","0","300",,,"270","3","314",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"VQHO7","2016-09-08T08:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","120","3","103",,"97","3","2","10059","3","8","0","300","0","265","251","1","317","7","5","7","2","7","8",,"3","1","11","7","2","219","56","992","114","5","1","2","2","112111","11111111111111",,"1","2",,,,"4"
"BATFR45","2016-09-08T09:00:00","26.20","55.90",,,"1","4","0","0","5","3",,"1","0","50","4","41",,,,,"10037","8","21","0","335",,,"274","3","310",,,,"A",,,,,,,,,"219","65","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T10:00:00","26.10","55.70",,,"1","4","0","0","5","3",,"1","0","40","4","57",,,,,"10031","6","22","0","355",,,"269","3","327",,,,"A",,,,,,,,,"219","65","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T11:00:00","25.90","55.50",,,"1","4","0","0","5","3",,"1","0","30","4","62",,,,,"10024","7","20","0","342",,,"274","3","340",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"A8MW8","2016-09-08T12:00:00","26.10","56.70",,,"1","4","0","0","4","2","1","1","0","180","4","93",,"97","2","0","10050","4","0","0","310",,,,"3","350","3","2","6","3","1","0",,"12","3","19","12","2","219","66","992","114","5","1","2","2","31111F","1111111AA11111",,"1","0",,,,"4"
"BATFR45","2016-09-08T12:00:00","25.80","55.30",,,"1","4","0","0","5","3",,"1","0","40","4","46",,,,,"10014","8","23","0","349",,,"277","3","349",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"CQIV","2016-09-08T12:00:00","25.80","55.40",,,"1","4","0","0","7","2",,"1","0","100","4","41",,"96","10","0","10030","4","0","0","340","0","330","328","3","320","1",,,"A",,,,"0","0","0",,,"219","55","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"VQHO7","2016-09-08T12:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","120","3","77",,"96","5","2","10041","7","12","0","298","0","263","249","1","318","7","3","6","2","1","0",,"2","2","11","4","2","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,"4"
"WMPP","2016-09-08T12:00:00","21.00","59.80",,,"1","4","0","0","1","3",,"1","0","200","3","46",,"97","5","2","10060","7","6","0","334","0","262","231","1","261","6","6","1","6","5","0",,"3","1","20","8","3","219","19","992","114","5","1","2","2","151114","11111111111111",,"1","2",,,,"4"
"BATFR45","2016-09-08T13:00:00","25.60","55.10",,,"1","4","0","0","5","3",,"1","0","360","4","31",,,,,"10017","5","14","0","352",,,"280","3","354",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","2","311111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T14:00:00","25.40","54.90",,,"1","4","0","0","5","3",,"1","0","330","4","41",,,,,"10017","6","7","0","342",,,"284","3","354",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","2","311111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-08T15:00:00","25.20","54.90",,,"1","4","0","0","4","3",,"1","0","340","4","36",,,,,"10028","3","14","0","335",,,"284","3","352",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","1","311111","11AAA11A118AA1",,"6",,,,,"4"
"9HA2006","2016-09-08T17:50:00","25.20","58.10",,,"1","4","2","0","3","4",,"1","0","140","4","72",,"97","3","0","10002","2","2","0","280","0",,,"1","294","3","3","A","6","A","A",,,,,,,"219","58","992","114","5","1","2","1","111113","11111118811AA1",,"1","2",,,,"4"
"A8MW8","2016-09-08T18:00:00","25.10","56.70",,,"1","4","0","0","4","3","1","1","0",,"4",,,"97","2","0","10060","2","10","0","280","0","250","239","3","330","3","2","4","5","4","4",,"1","1",,,,"219","56","992","114","5","1","2","1","11FF11","111111111111A1",,"1","0",,,,"4"
"A8ZE4","2016-09-08T18:00:00","24.00","58.70",,,"1","4","0","0","7","4",,"1","0","130","4","123",,"97","2","0","10060","3","10","0","264","0","240","231","3","312","0","0","0","9","0","0",,"8","4",,,,"219","48","992","114","5","1","2","1","114311","111111111111A1",,"1","0",,,,"4"
"CQIV","2016-09-08T18:00:00","25.30","54.80",,,"1","4","0","0","5","2",,"1","0","90","4","51",,"97","1","1","10045","3","10","0","300","0","280","274","3","320",,,,"A",,,,"10","1",,,,"219","54","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,"4"
"WMPP","2016-09-08T21:00:00","23.00","59.70",,,"1","4","0","0","7","3",,"1","0","150","3","93",,"97","2","0","10061","7","17","0","242","0","232","227","1","249","0","0","0","9","0","0",,"5","3",,,,"219","39","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-09T00:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","90","3","62",,"98","2","0","10054","6","6","0","294","0","257","241","1","311","3","3","0","9","1","0",,,,,,,"219","56","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"WLMQ","2016-09-09T00:00:00","20.80","59.50",,,"1","4","0","0","1","3",,"1","0","220","4","57",,"97","5","0","10066","7","5","0","247","0","237","232",,,"0","0","0","9","0","0",,"1","1",,,,"219","9","992","114","5","1","2","1","F11111","111111111A11A1",,"1","0",,,,"4"
"WMPP","2016-09-09T00:00:00","23.40","59.30",,,"1","4","0","0","7","3",,"1","0","130","3","77",,"97","2","0","10052","7","13","0","252","0","236","229","1","252","0","0","0","9","0","0",,"4","1",,,,"219","39","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"BATFR45","2016-09-09T01:00:00","25.10","54.90",,,"1","4","0","0","2","1",,"1","0","130","4","31",,,,,"10047","3","11","0","314",,,"262","3","352",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","1","311111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-09T02:00:00","25.10","54.90",,,"1","4","0","0","2","2",,"1","0","110","4","10",,,,,"10052","3","14","0","312",,,"265","3","350",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-09T03:00:00","25.00","55.00",,,"1","4","0","0","4","1",,"1","0","170","4","36",,,,,"10058","1","19","0","309",,,"262","3","354",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","2","311111","11AAA11A118AA1",,"6",,,,,"4"
"A8MW8","2016-09-09T06:00:00","24.70","56.70",,,"1","4","0","0","0","0","1","1","0","90","4","87",,"97","2","0","10100","2","30","0","300","0","270","260","3","350","4","3","4","5","4","4",,"1","4",,,,"219","46","992","114","5","1","2","2","312111","111111111111A1",,"1","0",,,,"4"
"VQHO7","2016-09-09T06:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1",,,,,,"97","2","2","10087","1","12","0","295","0","260","245","1","304","6","2","7","2","1","7",,"4","1","12","7","2","219","56","992","114","5","1","2","2","11FF11","1A111111111711",,"1","2",,,,"4"
"WMPP","2016-09-09T09:00:00","24.90","57.90",,,"1","4","0","0","7","3",,"1","0","100","3","67",,"97","2","0","10084","7","9","0","289","0","256","242","1","309","4","4","1","4","0","0",,"4","2","14","7","2","219","47","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"VQHO7","2016-09-09T12:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","130","3","72",,"97","5","2","10059","7","20","0","296","0","256","239","1","310","6","4","6","2","1","0",,"2","2","11","4","3","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,"4"
"WMPP","2016-09-09T12:00:00","25.30","57.40",,,"1","4","0","0","7","3",,"1","0","150","3","72",,"98","1","0","10066","7","16","0","292","0","254","238","1","302","0","0","0","9","0","0",,"4","1","14","6","1","219","57","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"TBWUK74","2016-09-09T13:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","150","4","51",,"97",,"2","10064","6","60","0","310","0","260","239","1","340","3","3","4","5","4","4",,"5","2",,,,"219","56","992","114","5","1","2","2","111111","111A11111111A1",,"1","2",,,,"4"
"WLMQ","2016-09-09T18:00:00","23.90","58.70",,,"1","4","0","0","6","3",,"1","0","110","4","93",,"97","2","2","10077","2","4","0","250","0","240","235",,,"0","0","0","9","0","0",,,,,,,"219","38","992","114","5","1","2","1","F14111","111111111A1AA1",,"1","2",,,,"4"
"BATFR45","2016-09-09T19:00:00","25.00","55.10",,,"1","4","0","0","8","1",,"1","0","100","4","21",,,,,"10065","1","10","0","327",,,"254","3","359",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","1","511111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-09T20:00:00","25.10","54.90",,,"1","4","0","0","8","2",,"1","0","90","4","51",,,,,"10062","0",,"0","327",,,"259","3","352",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","1","311111","11AAA11A118AA7",,"6",,,,,"4"
"VQHO7","2016-09-09T20:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","361","3","0",,"97","2","1","10072","1","10","0","290","0","260","248","1","306",,,,"A",,,,,,,,,"219","56","992","114","5","1","2","1","111111","11111111118AA1",,"1","1",,,,"4"
"BATFR45","2016-09-09T21:00:00","25.40","54.90",,,"1","4","0","0","1","4",,"1","0","100","4","72",,,,,"10058","8","7","0","325",,,"275","3","352",,,,"A",,,,,,,,,"219","54","992","114","5","1","2","1","312111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-09T22:00:00","25.60","55.10",,,"1","4","0","0","1","4",,"1","0","120","4","62",,,,,"10055","7","10","0","319",,,"274","3","354",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","1","311111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-09T23:00:00","25.80","55.30",,,"1","4","0","0","1","4",,"1","0","120","4","57",,,,,"10055","6","7","0","315",,,"270","3","354",,,,"A",,,,,,,,,"219","55","992","114","5","1","2","1","311111","11AAA11A118AA1",,"6",,,,,"4"
"WLMQ","2016-09-09T23:00:00","24.50","57.10",,,"1","4","0","0","6","3",,"1","0","80","4","26",,"97","5",,"10063","6","10","0","277","0","258","250",,,,,,"A",,,,,,,,,"219","47","992","114","5","1","2","1","F11111","1111A1111A8AA1",,"1",,,,,"4"
"BATFR45","2016-09-10T00:00:00","26.00","55.60",,,"1","4","0","0","1","4",,"1","0","90","4","41",,,,,"10057","5","1","0","314",,,"262","3","342",,,,"A",,,,,,,,,"219","65","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"VQHO7","2016-09-10T00:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0","130","3","31",,"98","2","2","10064","7","8","0","288","0","260","248","1","298","6","6","5","5","0","0",,,,,,,"219","56","992","114","5","1","2","1","111111","11111111111AA1",,"1","2",,,,"4"
"BATFR45","2016-09-10T01:00:00","26.10","55.80",,,"1","4","0","0","1","4",,"1","0","20","4","41",,,,,"10060","3","5","0","307",,,"275","3","329",,,,"A",,,,,,,,,"219","65","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T02:00:00","26.30","56.10",,,"1","4","0","0","1","4",,"1","0","80","4","31",,,,,"10059","0","4","0","302",,,"284","3","319",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T03:00:00","26.50","56.30",,,"1","4","0","0","1","4",,"1","0","140","4","77",,,,,"10068","3","11","0","302",,,"260","3","315",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"TBWUK74","2016-09-10T03:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","180","4","31",,"97",,"2","10084","1","10","0","300","0","250","228","1","340","3","3","4","5","4","4",,"5","2",,,,"219","56","992","114","5","1","2","2","111111","111A11111111A1",,"1","2",,,,"4"
"TBWUK77","2016-09-10T03:00:00","23.00","59.10",,,"1","4","0","0","3","4",,"1","0","150","4","72",,"97",,,"10081","3","17","0","250",,,,"1","240",,,"6","A","1","A",,"1","2",,,,"219","39","992","114","5","1","2","2","21111F","111AA11AA181A1",,"1",,,,,"4"
"BATFR45","2016-09-10T04:00:00","26.50","56.60",,,"1","4","0","0","3","3",,"1","0","170","4","93",,,,,"10079","3","19","0","292",,,"259","3","289",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T05:00:00","26.30","56.80",,,"1","4","0","0","3","3",,"1","0","180","4","77",,,,,"10086","1","27","0","299",,,"249","3","320",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T06:00:00","26.00","56.90",,,"1","4","0","0","4","3",,"1","0","190","4","62",,,,,"10088","1","20","0","299",,,"254","3","325",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"CQIV","2016-09-10T06:00:00","26.30","56.70",,,"1","4","0","0","2","3",,"1","0","200","4","57",,"97","5","2","10090","2","20","0","310","0","285","277","3","290",,,,"A",,,,"10","2",,,,"219","66","992","114","5","1","2","2","111111","111111111181A1",,"1","2",,,,"4"
"DDOR2","2016-09-10T06:00:00","20.40","59.20",,,"1","4","0","0","1","4","1","1","0","180","4","31",,"97","3","2","10099","0","12","0","282",,,"227","1","259","6","6","2","5","A","A",,,,"19","10","4","219","9","992","114","5","1","2","2","111111","1111111A111A11",,"1","2",,,,"4"
"TBWUK74","2016-09-10T06:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","140","4","26",,"97","1","0","10089","0","3","0","330","0","270","246","1","340","4","3","1","6","1","A",,"8","1","12","11","2","219","56","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"BATFR45","2016-09-10T07:00:00","25.80","57.00",,,"1","4","0","0","3","3",,"1","0","200","4","46",,,,,"10084","0","5","0","302",,,"249","3","329",,,,"A",,,,,,,,,"219","57","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"VQHO7","2016-09-10T07:00:00","25.30","56.50",,,"1","4","0","0","0","0","1","1","0",,"3",,,"97","5","2","10078","1","10","0","305","0","260","241","1","305","6","1","7","2","1","7",,"0","0","11","7","2","219","56","992","114","5","1","2","2","11FF11","11111111111311",,"1","2",,,,"4"
"BATFR45","2016-09-10T08:00:00","25.60","57.20",,,"1","4","0","0","3","3",,"1","0","190","4","46",,,,,"10075","8","11","0","297",,,"252","3","324",,,,"A",,,,,,,,,"219","57","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"MASKSTID","2016-09-10T08:00:00","25.40","57.70",,,"1","4",,"0","6","3",,"2","0","140","4","46",,"98",,,"10120","4","0",,"310","0","260","242","3","217","0",,,"9",,,,,"1","36",,"0","219","57","792","103","5","1","2","2","F11111","111AA1111A1331",,"3",,,,,"4"
"BATFR45","2016-09-10T09:00:00","25.40","57.40",,,"1","4","0","0","3","3",,"1","0","190","4","36",,,,,"10069","8","19","0","297",,,"250","3","317",,,,"A",,,,,,,,,"219","57","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T10:00:00","25.20","57.50",,,"1","4","0","0","3","3",,"1","0","180","4","41",,,,,"10060","7","24","0","295",,,"249","3","324",,,,"A",,,,,,,,,"219","57","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T11:00:00","25.00","57.70",,,"1","4","0","0","3","3",,"1","0","190","4","36",,,,,"10054","7","21","0","292",,,"247","3","317",,,,"A",,,,,,,,,"219","57","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T12:00:00","24.80","57.90",,,"1","4","0","0","3","3",,"1","0","190","4","36",,,,,"10048","6","21","0","289",,,"249","3","325",,,,"A",,,,,,,,,"219","47","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T13:00:00","24.60","58.10",,,"1","4","0","0","3","3",,"1","0","200","4","26",,,,,"10048","6","12","0","287",,,"249","3","322",,,,"A",,,,,,,,,"219","48","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T14:00:00","24.40","58.20",,,"1","4","0","0","3","3",,"1","0","200","4","26",,,,,"10049","5","5","0","287",,,"252","3","319",,,,"A",,,,,,,,,"219","48","992","114","5","1","2","2","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T15:00:00","24.30","58.40",,,"1","4","0","0","3","3",,"1","0","180","4","46",,,,,"10053","3","5","0","285",,,"255","3","322",,,,"A",,,,,,,,,"219","48","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T16:00:00","24.10","58.60",,,"1","4","0","0","3","3",,"1","0","180","4","77",,,,,"10057","3","9","0","280",,,"254","3","320",,,,"A",,,,,,,,,"219","48","992","114","5","1","2","1","111311","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T17:00:00","23.90","58.70",,,"1","4","0","0","3","3",,"1","0","180","4","77",,,,,"10062","3","13","0","272",,,"247","3","305",,,,"A",,,,,,,,,"219","38","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"A8MW8","2016-09-10T18:00:00","23.70","59.30",,,"1","4","0","0","2","3","1","1","0","170","4","87",,"97","2","0","10050","7","10","0","240","0","210","196","3","300","4","3","4","5","4","4",,"2","4",,,,"219","39","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"BATFR45","2016-09-10T18:00:00","23.70","58.90",,,"1","4","0","0","3","3",,"1","0","180","4","67",,,,,"10058","0","5","0","267",,,"255","3","284",,,,"A",,,,,,,,,"219","38","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"CQIV","2016-09-10T18:00:00","25.00","59.00",,,"1","4","0","0","2","3",,"1","0","160","4","62",,"97","1","1","10070","4","0","0","280","0","270","267","3","290",,,,"A",,,,"10","1",,,,"219","59","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,"4"
"BATFR45","2016-09-10T19:00:00","23.50","59.10",,,"1","4","0","0","3","3",,"1","0","190","4","57",,,,,"10057","0",,"0","267",,,"257","3","282",,,,"A",,,,,,,,,"219","39","992","114","5","1","2","1","111111","11AAA11A118AA7",,"6",,,,,"4"
"VQHO7","2016-09-10T19:00:00","26.50","56.20",,,"1","4","0","0","6","3","1","1","0","160","3","51",,"97","2","0","10050","1","5","0","300","0","280","273","1","302",,,,"A",,,,,,,,,"219","66","992","114","5","1","2","1","111111","11111111118AA1",,"1","0",,,,"4"
"BATFR45","2016-09-10T20:00:00","23.40","59.20",,,"1","4","0","0","3","3",,"1","0","180","4","62",,,,,"10054","6","8","0","262",,,"250","3","274",,,,"A",,,,,,,,,"219","39","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T21:00:00","23.20","59.40",,,"1","4","0","0","3","3",,"1","0","180","4","72",,,,,"10050","8","8","0","264",,,"245","3","269",,,,"A",,,,,,,,,"219","39","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T22:00:00","23.00","59.60",,,"1","4","0","0","3","3",,"1","0","180","4","93",,,,,"10046","8","11","0","262",,,"239","3","269",,,,"A",,,,,,,,,"219","39","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-10T23:00:00","22.80","59.70",,,"1","4","0","0","3","3",,"1","0","190","4","77",,,,,"10048","5","6","0","255",,,"234","3","269",,,,"A",,,,,,,,,"219","29","992","114","5","1","2","1","111111","11AAA11A118AA1",,"6",,,,,"4"
"BATFR45","2016-09-11T00:00:00","22.70","59.90",,,"1","4","0","0","3","3",,"1","0","200","4","103",,,,,"10053","3","3","0","244",,,"230","3","259",,,,"A",,,,,,,,,"219","29","992","114","5","1","2","1","111311","11AAA11A118AA1",,"6",,,,,"4"
"WLMQ","2016-09-11T00:00:00","26.40","56.60",,,"1","4","0","0","8","3",,"1","0","200","4","41",,"97","5","0","10041","7","4","0","283","0","269","264",,,"0","0","0","9","0","0",,"1","1",,,,"219","66","992","114","5","1","2","1","F11111","111111111A11A1",,"1","0",,,,"4"
"VQHO7","2016-09-11T01:00:00","26.30","54.70",,,"1","4","0","0","6","3","1","1","0","330","3","51",,"98","2","0","10037","7","6","0","312","0","282","271","1","313","0","0","0","9","0","0",,,,,,,"219","64","992","114","5","1","2","1","111111","11111111111AA1",,"1","0",,,,"4"
"TBWUK74","2016-09-11T02:00:00","25.40","56.80",,,"1","4","0","0","0","0",,"1","0","130","4","26",,"97",,"2","10064","2",,"0","300","0","270","258","1","340","2","2","1","4","4","4",,,,,,,"219","56","992","114","5","1","2","1","111111","111A1111111AA7",,"1","2",,,,"4"
"AUTV","2016-09-11T03:00:00","24.90","58.30",,,"1","4","0","0","7","3",,"1","0","240","3","51",,"99","2","0","10075","1","1","0","280",,,"240","1","310","2","2","8","4","A","A",,,,,,,"219","48","992","114","5","1","2","2","111111","1111111A111AA1",,"1","0",,,,"4"
