"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100046","2017-09-02T10:30:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","30",,,,,"10180",,,,"286",,,"245","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4400843","2017-09-02T10:30:00","26.44","-66.37",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4100043","2017-09-02T10:40:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","70","1","60",,,,,"10162",,,,"286",,,"241","1","291",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T10:40:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","30",,,,,"10179",,,,"287",,,"247","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4400843","2017-09-02T10:45:00","26.44","-66.37",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"1300871","2017-09-02T10:50:00","29.04","-69.95",,,"1","4","2","5",,,,"11",,,,,,,,,"10207",,,"8",,,,,"9","292",,,,,,,,,,,,,"243","99","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T10:50:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","70","1","60",,,,,"10162",,,,"286",,,"241",,,,,,,,,,"5","1","1","12","3","243","14","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T10:50:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","40","1","50",,,,,"10181",,,,"282",,,"237","1","295",,,,,,,,"11","4","3","11","4","243","38","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,"4"
"4100049","2017-09-02T10:50:00","27.50","-62.90",,,"1","4",,"0",,,,"11","0","50","1","70",,,,,"10193","3","13",,"251",,,"235","1","293",,,,,,,,"5","1","35","13","4","243","72","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,"4"
"3201557","2017-09-02T11:00:00","22.56","-65.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"243","25","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"3201560","2017-09-02T11:00:00","26.04","-64.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T11:00:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","70","1","60",,,,,"10165","3","16",,"286",,,"243","1","291",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T11:00:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","20",,,,,"10182","3","13",,"281",,,"240","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4101539","2017-09-02T11:00:00","29.00","-68.34",,,"1","4","2","5",,,,"11",,,,,,,,,"10205",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4201510","2017-09-02T11:00:00","23.70","-66.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"243","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201511","2017-09-02T11:00:00","25.96","-68.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201515","2017-09-02T11:00:00","25.14","-64.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"243","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400843","2017-09-02T11:00:00","26.43","-66.37",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4401527","2017-09-02T11:00:00","22.11","-60.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401529","2017-09-02T11:00:00","25.07","-68.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","296",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401540","2017-09-02T11:00:00","28.60","-62.79",,,"1","4","2","5",,,,"11",,,,,,,,,"10199",,,"8",,,,,"9","293",,,,,,,,,,,,,"243","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401543","2017-09-02T11:00:00","29.03","-64.57",,,"1","4","2","5",,,,"11",,,,,,,,,"10204",,,"8",,,,,"9","295",,,,,,,,,,,,,"243","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T11:10:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","90",,,,,"10165",,,,"277",,,"243","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T11:10:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","40","1","20",,,,,"10183",,,,"282",,,"242","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100043","2017-09-02T11:20:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","120","1","100",,,,,"10167",,,,"260",,,"238","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T11:20:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","40","1","30",,,,,"10185",,,,"284",,,"249","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100043","2017-09-02T11:30:00","21.10","-64.90",,,"1","4","2","5",,,,"11",,"130","1","80",,,,,"10168",,,"8","257",,,"238",,,,,,,,,,,,,,,"243","14","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,
"4100046","2017-09-02T11:30:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","60","1","50",,,,,"10186",,,,"281",,,"242","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100043","2017-09-02T11:40:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","140","1","60",,,,,"10169",,,,"260",,,"236","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T11:40:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10186",,,,"280",,,"239","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"1300871","2017-09-02T11:50:00","29.04","-69.96",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","292",,,,,,,,,,,,,"243","99","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T11:50:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10170",,,,"269",,,"235","1","290",,,,,,,,"5","2","35","12","3","243","14","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T11:50:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10186",,,,"275",,,"246","1","295",,,,,,,,"3","1","3","11","4","243","38","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,"4"
"4100049","2017-09-02T11:50:00","27.50","-62.90",,,"1","4",,"0",,,,"11","0","30","1","60",,,,,"10199","3","16",,"268",,,"237","1","293",,,,,,,,"4","1","35","13","4","243","72","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,"4"
"3201557","2017-09-02T12:00:00","22.57","-65.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"243","25","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"3201560","2017-09-02T12:00:00","26.04","-64.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T12:00:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","130","1","50",,,,,"10170","3","16",,"273",,,"238","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:00:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","90","1","20",,,,,"10186","1","16",,"272",,,"240","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4101539","2017-09-02T12:00:00","29.00","-68.36",,,"1","4","2","5",,,,"11",,,,,,,,,"10210",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","98","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4201510","2017-09-02T12:00:00","23.71","-66.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"243","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201511","2017-09-02T12:00:00","25.95","-68.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201515","2017-09-02T12:00:00","25.13","-64.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"243","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400843","2017-09-02T12:00:00","26.43","-66.37",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4401527","2017-09-02T12:00:00","22.12","-60.45",,,"1","4","2","5",,,,"11",,,,,,,,,"10179",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401529","2017-09-02T12:00:00","25.07","-68.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10189",,,"8",,,,,"9","296",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401540","2017-09-02T12:00:00","28.60","-62.79",,,"1","4","2","5",,,,"11",,,,,,,,,"10204",,,"8",,,,,"9","293",,,,,,,,,,,,,"243","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401543","2017-09-02T12:00:00","29.02","-64.58",,,"1","4","2","5",,,,"11",,,,,,,,,"10207",,,"8",,,,,"9","295",,,,,,,,,,,,,"243","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T12:10:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","120","1","40",,,,,"10172",,,,"275",,,"238","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:10:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","70","1","20",,,,,"10187",,,,"278",,,"242","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4400843","2017-09-02T12:15:00","26.44","-66.36",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4100043","2017-09-02T12:20:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10173",,,,"281",,,"234","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:20:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","20",,,,,"10189",,,,"284",,,"249","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100043","2017-09-02T12:30:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","60",,,,,"10173",,,,"285",,,"238","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:30:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","30",,,,,"10188",,,,"287",,,"251","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100043","2017-09-02T12:40:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10174",,,,"287",,,"242","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:40:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","40","1","20",,,,,"10188",,,,"288",,,"252","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"1300871","2017-09-02T12:50:00","29.05","-69.96",,,"1","4","2","5",,,,"11",,,,,,,,,"10212",,,"8",,,,,"9","292",,,,,,,,,,,,,"243","99","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T12:50:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10174",,,,"286",,,"243",,,,,,,,,,"5","1","1","12","4","243","14","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T12:50:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","50","1","20",,,,,"10188",,,,"289",,,"253","1","295",,,,,,,,"11","5","2","11","5","243","38","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,"4"
"4100049","2017-09-02T12:50:00","27.50","-62.90",,,"1","4",,"0",,,,"11","0","60","1","90",,,,,"10204","2","16",,"250",,,"233","1","293",,,,,,,,"6","2","36","13","4","243","72","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,"4"
"3201557","2017-09-02T13:00:00","22.58","-65.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"243","25","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"3201560","2017-09-02T13:00:00","26.05","-64.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T13:00:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10175","1","17",,"286",,,"243","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:00:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","60","1","40",,,,,"10190","1","13",,"289",,,"251","1","295",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4101539","2017-09-02T13:00:00","28.99","-68.38",,,"1","4","2","5",,,,"11",,,,,,,,,"10216",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","88","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4201510","2017-09-02T13:00:00","23.72","-66.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201511","2017-09-02T13:00:00","25.95","-68.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201515","2017-09-02T13:00:00","25.13","-64.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"243","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4401527","2017-09-02T13:00:00","22.13","-60.44",,,"1","4","2","5",,,,"11",,,,,,,,,"10185",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401529","2017-09-02T13:00:00","25.06","-68.46",,,"1","4","2","5",,,,"11",,,,,,,,,"10193",,,"8",,,,,"9","296",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401540","2017-09-02T13:00:00","28.61","-62.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10209",,,"8",,,,,"9","293",,,,,,,,,,,,,"243","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401543","2017-09-02T13:00:00","29.00","-64.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10208",,,"8",,,,,"9","295",,,,,,,,,,,,,"243","94","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T13:10:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10176",,,,"286",,,"245","1","290",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:10:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","60","1","40",,,,,"10191",,,,"289",,,"250","1","296",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4400843","2017-09-02T13:15:00","26.44","-66.36",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4100043","2017-09-02T13:20:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10178",,,,"286",,,"245","1","291",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:20:00","23.80","-68.40",,,"1","4","2","5",,,,"11",,"70","1","40",,,,,"10190",,,"8","289",,,"246",,,,,,,,,,,,,,,"243","38","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,
"4100043","2017-09-02T13:30:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10179",,,,"286",,,"244","1","291",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:30:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","70","1","40",,,,,"10190",,,,"290",,,"248","1","296",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4400843","2017-09-02T13:30:00","26.43","-66.36",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4100043","2017-09-02T13:40:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","40",,,,,"10178",,,,"287",,,"246","1","291",,,,,,,,,,,,,"243","14","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:40:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10191",,,,"290",,,"247","1","296",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,"4"
"1300871","2017-09-02T13:50:00","29.05","-69.96",,,"1","4","2","5",,,,"11",,,,,,,,,"10217",,,"8",,,,,"9","293",,,,,,,,,,,,,"243","99","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T13:50:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10178",,,,"287",,,"245","1","290",,,,,,,,"4","1","0","11","3","243","14","793","103","6","1","2","2","111111","11AAA11A11A17A",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T13:50:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","80","1","40",,,,,"10193",,,,"290",,,"247","1","296",,,,,,,,"11","4","2","11","4","243","38","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,,"4"
"4100049","2017-09-02T13:50:00","27.50","-62.90",,,"1","4",,"0",,,,"11","0","80","1","60",,,,,"10212","3","19",,"253",,,"235","1","292",,,,,,,,"6","2","35","13","3","243","72","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,"4"
"3201557","2017-09-02T14:00:00","22.59","-65.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,,"243","25","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"3201560","2017-09-02T14:00:00","26.05","-64.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4100043","2017-09-02T14:00:00","21.10","-64.90",,,"1","4",,"0",,,,"11","0","90","1","50",,,,,"10177","1","12",,"288",,,"245",,,,,,,,,,,,,,,"243","14","793","103","6","1","2","2","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,"4"
"4100046","2017-09-02T14:00:00","23.80","-68.40",,,"1","4",,"0",,,,"11","0","70","1","40",,,,,"10194","2","12",,"291",,,"248","1","296",,,,,,,,,,,,,"243","38","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,"4"
"4101539","2017-09-02T14:00:00","28.99","-68.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10219",,,"8",,,,,"9","290",,,,,,,,,,,,,"243","88","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4201510","2017-09-02T14:00:00","23.73","-66.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"243","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201511","2017-09-02T14:00:00","25.95","-68.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4201515","2017-09-02T14:00:00","25.12","-64.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"243","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400843","2017-09-02T14:00:00","26.44","-66.36",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243","66","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,
"4401527","2017-09-02T14:00:00","22.13","-60.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","291",,,,,,,,,,,,,"243","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401529","2017-09-02T14:00:00","25.06","-68.47",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","297",,,,,,,,,,,,,"243","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401540","2017-09-02T14:00:00","28.61","-62.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10209",,,"8",,,,,"9","293",,,,,,,,,,,,,"243","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4401543","2017-09-02T14:00:00","28.99","-64.59",,,"1","4","2","5",,,,"11",,,,,,,,,"10212",,,"8",,,,,"9","295",,,,,,,,,,,,,"243","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
