"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"4600929","2020-09-02T14:00:00","25.35","-161.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","51","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-02T14:00:00","20.37","-167.06",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,"9","283",,,,,,,,,,,,"233","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-02T14:00:00","23.09","-163.64",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,"9","272",,,,,,,,,,,,"233","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T14:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10173","7","10",,"265",,"215","1","271",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,"4"
"5100101","2020-09-02T14:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","70",,,,,"10166","6","10",,"263",,"213","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,"4"
"5102598","2020-09-02T14:00:00","25.50","-167.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-02T14:00:00","28.05","-161.24",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-02T14:01:00","25.08","-163.39",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,"9","271",,,,,,,,,,,,"233","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102733","2020-09-02T14:04:00","28.00","-161.04",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,"9","274",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T14:10:00","24.45","-162.00",,,"1","5","2","5",,,"11",,"80",,"68",,,,,"10174",,,"8","265",,"217","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T14:10:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","77",,"70",,,,,"10166",,,"8","264",,"214","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T14:20:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","78",,"73",,,,,"10173",,,"8","264",,"215","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T14:20:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","79",,"70",,,,,"10166",,,"8","264",,"215","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T14:30:00","24.45","-162.00",,,"1","5","2","5",,,"11",,"80",,"73",,,,,"10174",,,"8","263",,"215","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T14:30:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","74",,"67",,,,,"10167",,,"8","264",,"216","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T14:40:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","81",,"71",,,,,"10174",,,"8","263",,"215","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T14:40:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","73",,"66",,,,,"10166",,,"8","264",,"217","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T14:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","60",,,,,"10173",,,,"264",,"218","1","271",,,,,,,"6","3","8","8","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,"4"
"5100101","2020-09-02T14:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10166",,,,"263",,"216","1","270",,,,,,,"6","3","9","7","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,"4"
"1401675","2020-09-02T15:00:00","29.84","-166.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","268",,,,,,,,,,,,"233","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2101528","2020-09-02T15:00:00","24.11","-162.60",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,"9","271",,,,,,,,,,,,"233","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201764","2020-09-02T15:00:00","27.06","-161.46",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301608","2020-09-02T15:00:00","29.43","-168.97",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,"9","272",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2020-09-02T15:00:00","27.78","-163.61",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,"9","272",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600929","2020-09-02T15:00:00","25.32","-161.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","51","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-02T15:00:00","20.37","-167.07",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,"9","283",,,,,,,,,,,,"233","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-02T15:00:00","23.09","-163.63",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,"9","272",,,,,,,,,,,,"233","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T15:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","60",,,,,"10173",,,"0","264",,"218","1","271",,,,"A",,,"6","3","8","8","3","233","42","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,"4"
"5100101","2020-09-02T15:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","80","1","70",,,,,"10166",,,"0","263",,"216","1","270",,,,"A",,,"6","3","9","7","3","233","42","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,"4"
"5102598","2020-09-02T15:00:00","25.50","-167.34",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-02T15:00:00","28.05","-161.25",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-02T15:01:00","25.07","-163.39",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,"9","271",,,,,,,,,,,,"233","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102733","2020-09-02T15:03:00","28.00","-161.03",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","274",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T15:10:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","79",,"65",,,,,"10174",,,"8","264",,"221","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T15:10:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","73",,"68",,,,,"10166",,,"8","263",,"219","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T15:20:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","81",,"70",,,,,"10173",,,"8","263",,"218","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T15:20:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","75",,"75",,,,,"10166",,,"8","263",,"218","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T15:30:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","81",,"70",,,,,"10174",,,"8","263",,"218","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T15:30:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","75",,"74",,,,,"10166",,,"8","263",,"218","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T15:40:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","76",,"71",,,,,"10174",,,"8","263",,"217","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T15:40:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","77",,"74",,,,,"10166",,,"8","262",,"218","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T15:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10175",,,,"263",,"219","1","271",,,,,,,"6","2","9","8","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,"4"
"5100101","2020-09-02T15:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10167",,,,"262",,"221","1","270",,,,,,,"7","3","10","8","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,"4"
"1401675","2020-09-02T16:00:00","29.84","-166.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","268",,,,,,,,,,,,"233","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2101528","2020-09-02T16:00:00","24.11","-162.60",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,"9","271",,,,,,,,,,,,"233","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201764","2020-09-02T16:00:00","27.05","-161.47",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301608","2020-09-02T16:00:00","29.43","-168.98",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","272",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2020-09-02T16:00:00","27.78","-163.62",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","272",,,,,,,,,,,,"233","73","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600929","2020-09-02T16:00:00","25.32","-161.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","51","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-02T16:00:00","20.38","-167.08",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,"9","283",,,,,,,,,,,,"233","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-02T16:00:00","23.09","-163.63",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,"9","272",,,,,,,,,,,,"233","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T16:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10176","5","0",,"263",,"218","1","271",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,"4"
"5100101","2020-09-02T16:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10167","5","0",,"262",,"222","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,"4"
"5102598","2020-09-02T16:00:00","25.51","-167.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-02T16:00:00","28.05","-161.25",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-02T16:03:00","25.07","-163.39",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,"9","271",,,,,,,,,,,,"233","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T16:10:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","77",,"63",,,,,"10176",,,"8","263",,"220","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T16:10:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","73",,"68",,,,,"10168",,,"8","262",,"221","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T16:20:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","76",,"65",,,,,"10176",,,"8","263",,"220","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T16:20:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","79",,"69",,,,,"10169",,,"8","262",,"219","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T16:30:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","72",,"64",,,,,"10176",,,"8","263",,"221","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T16:30:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","76",,"65",,,,,"10168",,,"8","262",,"220","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T16:40:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","66",,"69",,,,,"10177",,,"8","263",,"222","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T16:40:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","65",,"68",,,,,"10169",,,"8","263",,"220","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T16:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","60",,,,,"10177",,,,"262",,"224","1","271",,,,,,,"6","2","9","8","3","233","42","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,"4"
"5100101","2020-09-02T16:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10169",,,,"263",,"222","1","270",,,,,,,"6","2","10","8","3","233","42","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,"4"
"1401675","2020-09-02T17:00:00","29.84","-166.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","268",,,,,,,,,,,,"233","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2101528","2020-09-02T17:00:00","24.11","-162.61",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,"9","271",,,,,,,,,,,,"233","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201764","2020-09-02T17:00:00","27.05","-161.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301608","2020-09-02T17:00:00","29.44","-168.99",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,"9","272",,,,,,,,,,,,"233","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2020-09-02T17:00:00","27.79","-163.62",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","272",,,,,,,,,,,,"233","73","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600929","2020-09-02T17:00:00","25.31","-161.11",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","51","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-02T17:00:00","20.38","-167.09",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,"9","283",,,,,,,,,,,,"233","7","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-02T17:00:00","25.06","-163.39",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,"9","271",,,,,,,,,,,,"233","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-02T17:00:00","23.09","-163.63",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,"9","272",,,,,,,,,,,,"233","33","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T17:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","60","1","60",,,,,"10177",,,"0","262",,"224","1","271",,,,"A",,,"6","2","9","8","3","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,"4"
"5100101","2020-09-02T17:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","60",,,,,"10169","2","4",,"261",,"222","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,"4"
"5102598","2020-09-02T17:00:00","25.51","-167.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-02T17:00:00","28.04","-161.25",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102733","2020-09-02T17:00:00","28.01","-161.03",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","273",,,,,,,,,,,,"233","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601712","2020-09-02T17:01:00","24.76","-160.78",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,"9","268",,,,,,,,,,,,"233","40","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T17:10:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","74",,"68",,,,,"10178",,,"8","263",,"220","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T17:10:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","72",,"71",,,,,"10170",,,"8","263",,"221","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T17:20:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","77",,"65",,,,,"10179",,,"8","263",,"218","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T17:20:00","24.36","-162.07",,,"1","5","2","5",,,"11",,"70",,"67",,,,,"10170",,,"8","263",,"220","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T17:30:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","77",,"66",,,,,"10179",,,"8","264",,"221","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T17:30:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","69",,"64",,,,,"10171",,,"8","264",,"223","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T17:40:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","76",,"65",,,,,"10181",,,"8","264",,"223","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T17:40:00","24.36","-162.07",,,"1","5","2","5",,,"11","5","78",,"69",,,,,"10172",,,"8","264",,"222","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100001","2020-09-02T17:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","60",,,,,"10181",,,,"263",,"224","1","271",,,,,,,"6","2","8","9","3","233","42","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,"4"
"5100101","2020-09-02T17:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10173",,,,"265",,"219","1","270",,,,,,,"6","2","8","8","3","233","42","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,"4"
"1401675","2020-09-02T18:00:00","29.85","-166.74",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","268",,,,,,,,,,,,"233","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"2101528","2020-09-02T18:00:00","24.11","-162.61",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,"9","271",,,,,,,,,,,,"233","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201764","2020-09-02T18:00:00","27.05","-161.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,"233","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301608","2020-09-02T18:00:00","29.44","-169.00",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","272",,,,,,,,,,,,"233","99","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2020-09-02T18:00:00","27.80","-163.62",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,"9","272",,,,,,,,,,,,"233","73","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600929","2020-09-02T18:00:00","25.31","-161.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","245",,,,,,,,,,,,"233","51","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4601655","2020-09-02T18:00:00","20.39","-167.09",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,"9","283",,,,,,,,,,,,"233","7","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601712","2020-09-02T18:00:00","24.76","-160.78",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,"9","268",,,,,,,,,,,,"233","40","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601714","2020-09-02T18:00:00","25.06","-163.40",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,"9","271",,,,,,,,,,,,"233","53","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4601779","2020-09-02T18:00:00","23.09","-163.63",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,"9","272",,,,,,,,,,,,"233","33","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T18:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","70","1","60",,,,,"10181",,,"0","263",,"224","1","271",,,,"A",,,"6","2","8","9","3","233","42","993","114","6","1","2","2","111111","11AAA11A11811A",,,"6",,"4"
"5100101","2020-09-02T18:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","60",,,,,"10173","3","7",,"265",,"219","1","270",,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,"4"
"5102598","2020-09-02T18:00:00","25.52","-167.36",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","273",,,,,,,,,,,,"233","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102704","2020-09-02T18:00:00","28.04","-161.25",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,"9","271",,,,,,,,,,,,"233","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102733","2020-09-02T18:00:00","28.00","-161.02",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,"9","273",,,,,,,,,,,,"233","81","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5100001","2020-09-02T18:10:00","24.45","-162.00",,,"1","5","2","5",,,"11","5","82",,"64",,,,,"10181",,,"8","264",,"222","9","271",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
"5100101","2020-09-02T18:10:00","24.36","-162.07",,,"1","5","2","5",,,"11",,"70",,"66",,,,,"10173",,,"8","265",,"219","9","270",,,,,,,,,,,,"233","42","798","172","6","1","2","2","111111","11AAA11A11AAAA",,,,,
